country,variant,freq,year,populationgrowthrate
296,estimates,5yearly,1950,2.039
296,estimates,5yearly,1955,2.385
296,estimates,5yearly,1960,2.384
296,estimates,5yearly,1965,1.938
296,estimates,5yearly,1970,1.501
296,estimates,5yearly,1975,1.458
296,estimates,5yearly,1980,1.514
296,estimates,5yearly,1985,2.468
296,estimates,5yearly,1990,1.417
296,estimates,5yearly,1995,1.649
296,estimates,5yearly,2000,1.794
296,estimates,5yearly,2005,2.119
296,estimates,5yearly,2010,1.817
296,constant_fertility,5yearly,2015,1.855
296,constant_mortality,5yearly,2015,1.669
296,high_variant,5yearly,2015,1.884
296,instant_replacement,5yearly,2015,0.712
296,low_variant,5yearly,2015,1.532
296,medium_variant,5yearly,2015,1.709
296,momentum,5yearly,2015,1.079
296,no_change,5yearly,2015,1.816
296,zero_migration,5yearly,2015,2.092
296,constant_fertility,5yearly,2020,1.8
296,constant_mortality,5yearly,2020,1.476
296,high_variant,5yearly,2020,1.806
296,instant_replacement,5yearly,2020,0.718
296,low_variant,5yearly,2020,1.278
296,medium_variant,5yearly,2020,1.546
296,momentum,5yearly,2020,1.078
296,no_change,5yearly,2020,1.729
296,zero_migration,5yearly,2020,1.929
296,constant_fertility,5yearly,2025,1.704
296,constant_mortality,5yearly,2025,1.259
296,high_variant,5yearly,2025,1.654
296,instant_replacement,5yearly,2025,0.68
296,low_variant,5yearly,2025,1.038
296,medium_variant,5yearly,2025,1.355
296,momentum,5yearly,2025,1.027
296,no_change,5yearly,2025,1.605
296,zero_migration,5yearly,2025,1.733
296,constant_fertility,5yearly,2030,1.652
296,constant_mortality,5yearly,2030,1.084
296,high_variant,5yearly,2030,1.481
296,instant_replacement,5yearly,2030,0.642
296,low_variant,5yearly,2030,0.904
296,medium_variant,5yearly,2030,1.205
296,momentum,5yearly,2030,0.963
296,no_change,5yearly,2030,1.53
296,zero_migration,5yearly,2030,1.564
296,constant_fertility,5yearly,2035,1.677
296,constant_mortality,5yearly,2035,1.013
296,high_variant,5yearly,2035,1.435
296,instant_replacement,5yearly,2035,0.639
296,low_variant,5yearly,2035,0.848
296,medium_variant,5yearly,2035,1.157
296,momentum,5yearly,2035,0.918
296,no_change,5yearly,2035,1.533
296,zero_migration,5yearly,2035,1.478
296,constant_fertility,5yearly,2040,1.737
296,constant_mortality,5yearly,2040,0.983
296,high_variant,5yearly,2040,1.46
296,instant_replacement,5yearly,2040,0.55
296,low_variant,5yearly,2040,0.803
296,medium_variant,5yearly,2040,1.147
296,momentum,5yearly,2040,0.798
296,no_change,5yearly,2040,1.573
296,zero_migration,5yearly,2040,1.43
296,constant_fertility,5yearly,2045,1.77
296,constant_mortality,5yearly,2045,0.899
296,high_variant,5yearly,2045,1.462
296,instant_replacement,5yearly,2045,0.292
296,low_variant,5yearly,2045,0.675
296,medium_variant,5yearly,2045,1.083
296,momentum,5yearly,2045,0.54
296,no_change,5yearly,2045,1.592
296,zero_migration,5yearly,2045,1.349
296,constant_fertility,5yearly,2050,1.784
296,constant_mortality,5yearly,2050,0.779
296,high_variant,5yearly,2050,1.427
296,instant_replacement,5yearly,2050,0.082
296,low_variant,5yearly,2050,0.51
296,medium_variant,5yearly,2050,0.982
296,momentum,5yearly,2050,0.329
296,no_change,5yearly,2050,1.59
296,zero_migration,5yearly,2050,1.238
296,constant_fertility,5yearly,2055,1.783
296,constant_mortality,5yearly,2055,0.638
296,high_variant,5yearly,2055,1.338
296,instant_replacement,5yearly,2055,0.024
296,low_variant,5yearly,2055,0.348
296,medium_variant,5yearly,2055,0.863
296,momentum,5yearly,2055,0.253
296,no_change,5yearly,2055,1.572
296,zero_migration,5yearly,2055,1.112
296,constant_fertility,5yearly,2060,1.791
296,constant_mortality,5yearly,2060,0.514
296,high_variant,5yearly,2060,1.237
296,instant_replacement,5yearly,2060,0.025
296,low_variant,5yearly,2060,0.222
296,medium_variant,5yearly,2060,0.757
296,momentum,5yearly,2060,0.224
296,no_change,5yearly,2060,1.569
296,zero_migration,5yearly,2060,0.989
296,constant_fertility,5yearly,2065,1.824
296,constant_mortality,5yearly,2065,0.431
296,high_variant,5yearly,2065,1.175
296,instant_replacement,5yearly,2065,0.023
296,low_variant,5yearly,2065,0.135
296,medium_variant,5yearly,2065,0.691
296,momentum,5yearly,2065,0.19
296,no_change,5yearly,2065,1.594
296,zero_migration,5yearly,2065,0.893
296,constant_fertility,5yearly,2070,1.874
296,constant_mortality,5yearly,2070,0.38
296,high_variant,5yearly,2070,1.16
296,instant_replacement,5yearly,2070,-0.014
296,low_variant,5yearly,2070,0.064
296,medium_variant,5yearly,2070,0.654
296,momentum,5yearly,2070,0.126
296,no_change,5yearly,2070,1.636
296,zero_migration,5yearly,2070,0.824
296,constant_fertility,5yearly,2075,1.916
296,constant_mortality,5yearly,2075,0.323
296,high_variant,5yearly,2075,1.157
296,instant_replacement,5yearly,2075,-0.113
296,low_variant,5yearly,2075,-0.023
296,medium_variant,5yearly,2075,0.613
296,momentum,5yearly,2075,0.023
296,no_change,5yearly,2075,1.67
296,zero_migration,5yearly,2075,0.761
296,constant_fertility,5yearly,2080,1.939
296,constant_mortality,5yearly,2080,0.233
296,high_variant,5yearly,2080,1.125
296,instant_replacement,5yearly,2080,-0.218
296,low_variant,5yearly,2080,-0.138
296,medium_variant,5yearly,2080,0.543
296,momentum,5yearly,2080,-0.073
296,no_change,5yearly,2080,1.683
296,zero_migration,5yearly,2080,0.683
296,constant_fertility,5yearly,2085,1.947
296,constant_mortality,5yearly,2085,0.119
296,high_variant,5yearly,2085,1.055
296,instant_replacement,5yearly,2085,-0.252
296,low_variant,5yearly,2085,-0.267
296,medium_variant,5yearly,2085,0.451
296,momentum,5yearly,2085,-0.099
296,no_change,5yearly,2085,1.681
296,zero_migration,5yearly,2085,0.59
296,constant_fertility,5yearly,2090,1.955
296,constant_mortality,5yearly,2090,0.015
296,high_variant,5yearly,2090,0.976
296,instant_replacement,5yearly,2090,-0.195
296,low_variant,5yearly,2090,-0.374
296,medium_variant,5yearly,2090,0.367
296,momentum,5yearly,2090,-0.049
296,no_change,5yearly,2090,1.681
296,zero_migration,5yearly,2090,0.503
296,constant_fertility,5yearly,2095,1.969
296,constant_mortality,5yearly,2095,-0.058
296,high_variant,5yearly,2095,0.912
296,instant_replacement,5yearly,2095,-0.094
296,low_variant,5yearly,2095,-0.451
296,medium_variant,5yearly,2095,0.304
296,momentum,5yearly,2095,0.028
296,no_change,5yearly,2095,1.692
296,zero_migration,5yearly,2095,0.429
296,constant_fertility,5yearly,Regi,Kiribati
296,constant_mortality,5yearly,Regi,Kiribati
296,estimates,5yearly,Regi,Kiribati
296,high_variant,5yearly,Regi,Kiribati
296,instant_replacement,5yearly,Regi,Kiribati
296,low_variant,5yearly,Regi,Kiribati
296,medium_variant,5yearly,Regi,Kiribati
296,momentum,5yearly,Regi,Kiribati
296,no_change,5yearly,Regi,Kiribati
296,zero_migration,5yearly,Regi,Kiribati
