country,variant,freq,year,populationgrowthrate
364,estimates,5yearly,1950,2.392
364,estimates,5yearly,1955,2.54
364,estimates,5yearly,1960,2.606
364,estimates,5yearly,1965,2.666
364,estimates,5yearly,1970,2.758
364,estimates,5yearly,1975,3.334
364,estimates,5yearly,1980,4.048
364,estimates,5yearly,1985,3.439
364,estimates,5yearly,1990,1.49
364,estimates,5yearly,1995,1.755
364,estimates,5yearly,2000,1.257
364,estimates,5yearly,2005,1.144
364,estimates,5yearly,2010,1.246
364,constant_fertility,5yearly,2015,1.134
364,constant_mortality,5yearly,2015,0.999
364,high_variant,5yearly,2015,1.267
364,instant_replacement,5yearly,2015,1.47
364,low_variant,5yearly,2015,0.806
364,medium_variant,5yearly,2015,1.038
364,momentum,5yearly,2015,1.509
364,no_change,5yearly,2015,1.095
364,zero_migration,5yearly,2015,1.107
364,constant_fertility,5yearly,2020,0.874
364,constant_mortality,5yearly,2020,0.667
364,high_variant,5yearly,2020,1.04
364,instant_replacement,5yearly,2020,1.149
364,low_variant,5yearly,2020,0.425
364,medium_variant,5yearly,2020,0.738
364,momentum,5yearly,2020,1.145
364,no_change,5yearly,2020,0.803
364,zero_migration,5yearly,2020,0.791
364,constant_fertility,5yearly,2025,0.645
364,constant_mortality,5yearly,2025,0.378
364,high_variant,5yearly,2025,0.799
364,instant_replacement,5yearly,2025,0.84
364,low_variant,5yearly,2025,0.15
364,medium_variant,5yearly,2025,0.486
364,momentum,5yearly,2025,0.805
364,no_change,5yearly,2025,0.539
364,zero_migration,5yearly,2025,0.54
364,constant_fertility,5yearly,2030,0.521
364,constant_mortality,5yearly,2030,0.208
364,high_variant,5yearly,2030,0.65
364,instant_replacement,5yearly,2030,0.679
364,low_variant,5yearly,2030,0.042
364,medium_variant,5yearly,2030,0.36
364,momentum,5yearly,2030,0.606
364,no_change,5yearly,2030,0.372
364,zero_migration,5yearly,2030,0.415
364,constant_fertility,5yearly,2035,0.449
364,constant_mortality,5yearly,2035,0.112
364,high_variant,5yearly,2035,0.621
364,instant_replacement,5yearly,2035,0.642
364,low_variant,5yearly,2035,-0.026
364,medium_variant,5yearly,2035,0.312
364,momentum,5yearly,2035,0.532
364,no_change,5yearly,2035,0.257
364,zero_migration,5yearly,2035,0.366
364,constant_fertility,5yearly,2040,0.353
364,constant_mortality,5yearly,2040,0.002
364,high_variant,5yearly,2040,0.604
364,instant_replacement,5yearly,2040,0.629
364,low_variant,5yearly,2040,-0.129
364,medium_variant,5yearly,2040,0.248
364,momentum,5yearly,2040,0.487
364,no_change,5yearly,2040,0.117
364,zero_migration,5yearly,2040,0.303
364,constant_fertility,5yearly,2045,0.209
364,constant_mortality,5yearly,2045,-0.191
364,high_variant,5yearly,2045,0.529
364,instant_replacement,5yearly,2045,0.568
364,low_variant,5yearly,2045,-0.317
364,medium_variant,5yearly,2045,0.109
364,momentum,5yearly,2045,0.393
364,no_change,5yearly,2045,-0.077
364,zero_migration,5yearly,2045,0.167
364,constant_fertility,5yearly,2050,0.037
364,constant_mortality,5yearly,2050,-0.458
364,high_variant,5yearly,2050,0.394
364,instant_replacement,5yearly,2050,0.426
364,low_variant,5yearly,2050,-0.565
364,medium_variant,5yearly,2050,-0.087
364,momentum,5yearly,2050,0.209
364,no_change,5yearly,2050,-0.313
364,zero_migration,5yearly,2050,-0.026
364,constant_fertility,5yearly,2055,-0.132
364,constant_mortality,5yearly,2055,-0.743
364,high_variant,5yearly,2055,0.235
364,instant_replacement,5yearly,2055,0.237
364,low_variant,5yearly,2055,-0.823
364,medium_variant,5yearly,2055,-0.291
364,momentum,5yearly,2055,-0.024
364,no_change,5yearly,2055,-0.553
364,zero_migration,5yearly,2055,-0.225
364,constant_fertility,5yearly,2060,-0.279
364,constant_mortality,5yearly,2060,-0.954
364,high_variant,5yearly,2060,0.111
364,instant_replacement,5yearly,2060,0.086
364,low_variant,5yearly,2060,-1.058
364,medium_variant,5yearly,2060,-0.459
364,momentum,5yearly,2060,-0.185
364,no_change,5yearly,2060,-0.732
364,zero_migration,5yearly,2060,-0.39
364,constant_fertility,5yearly,2065,-0.4
364,constant_mortality,5yearly,2065,-1.017
364,high_variant,5yearly,2065,0.055
364,instant_replacement,5yearly,2065,0.012
364,low_variant,5yearly,2065,-1.266
364,medium_variant,5yearly,2065,-0.575
364,momentum,5yearly,2065,-0.194
364,no_change,5yearly,2065,-0.796
364,zero_migration,5yearly,2065,-0.504
364,constant_fertility,5yearly,2070,-0.49
364,constant_mortality,5yearly,2070,-0.943
364,high_variant,5yearly,2070,0.06
364,instant_replacement,5yearly,2070,0.004
364,low_variant,5yearly,2070,-1.448
364,medium_variant,5yearly,2070,-0.647
364,momentum,5yearly,2070,-0.079
364,no_change,5yearly,2070,-0.751
364,zero_migration,5yearly,2070,-0.575
364,constant_fertility,5yearly,2075,-0.527
364,constant_mortality,5yearly,2075,-0.836
364,high_variant,5yearly,2075,0.105
364,instant_replacement,5yearly,2075,0.037
364,low_variant,5yearly,2075,-1.582
364,medium_variant,5yearly,2075,-0.673
364,momentum,5yearly,2075,0.051
364,no_change,5yearly,2075,-0.67
364,zero_migration,5yearly,2075,-0.602
364,constant_fertility,5yearly,2080,-0.499
364,constant_mortality,5yearly,2080,-0.801
364,high_variant,5yearly,2080,0.174
364,instant_replacement,5yearly,2080,0.088
364,low_variant,5yearly,2080,-1.642
364,medium_variant,5yearly,2080,-0.649
364,momentum,5yearly,2080,0.097
