country,variant,freq,year,populationgrowthrate
428,estimates,5yearly,1950,0.764
428,estimates,5yearly,1955,1.24
428,estimates,5yearly,1960,1.25
428,estimates,5yearly,1965,0.957
428,estimates,5yearly,1970,0.754
428,estimates,5yearly,1975,0.416
428,estimates,5yearly,1980,0.465
428,estimates,5yearly,1985,0.638
428,estimates,5yearly,1990,-1.206
428,estimates,5yearly,1995,-1.017
428,estimates,5yearly,2000,-1.141
428,estimates,5yearly,2005,-1.219
428,estimates,5yearly,2010,-1.228
428,constant_fertility,5yearly,2015,-1.088
428,constant_mortality,5yearly,2015,-1.098
428,high_variant,5yearly,2015,-0.864
428,instant_replacement,5yearly,2015,-0.696
428,low_variant,5yearly,2015,-1.189
428,medium_variant,5yearly,2015,-1.026
428,momentum,5yearly,2015,-0.21
428,no_change,5yearly,2015,-1.16
428,zero_migration,5yearly,2015,-0.475
428,constant_fertility,5yearly,2020,-0.983
428,constant_mortality,5yearly,2020,-1.004
428,high_variant,5yearly,2020,-0.626
428,instant_replacement,5yearly,2020,-0.589
428,low_variant,5yearly,2020,-1.115
428,medium_variant,5yearly,2020,-0.867
428,momentum,5yearly,2020,-0.344
428,no_change,5yearly,2020,-1.122
428,zero_migration,5yearly,2020,-0.503
428,constant_fertility,5yearly,2025,-0.854
428,constant_mortality,5yearly,2025,-0.921
428,high_variant,5yearly,2025,-0.464
428,instant_replacement,5yearly,2025,-0.504
428,low_variant,5yearly,2025,-1.024
428,medium_variant,5yearly,2025,-0.736
428,momentum,5yearly,2025,-0.476
428,no_change,5yearly,2025,-1.043
428,zero_migration,5yearly,2025,-0.553
428,constant_fertility,5yearly,2030,-0.868
428,constant_mortality,5yearly,2030,-0.983
428,high_variant,5yearly,2030,-0.49
428,instant_replacement,5yearly,2030,-0.544
428,low_variant,5yearly,2030,-1.056
428,medium_variant,5yearly,2030,-0.762
428,momentum,5yearly,2030,-0.544
428,no_change,5yearly,2030,-1.095
428,zero_migration,5yearly,2030,-0.575
428,constant_fertility,5yearly,2035,-0.852
