country,variant,freq,year,populationgrowthrate
768,estimates,5yearly,1950,1.093
768,estimates,5yearly,1955,1.398
768,estimates,5yearly,1960,1.559
768,estimates,5yearly,1965,4.272
768,estimates,5yearly,1970,2.61
768,estimates,5yearly,1975,2.423
768,estimates,5yearly,1980,3.573
768,estimates,5yearly,1985,3.04
768,estimates,5yearly,1990,2.42
768,estimates,5yearly,1995,3.019
768,estimates,5yearly,2000,2.681
768,estimates,5yearly,2005,2.695
768,estimates,5yearly,2010,2.63
768,constant_fertility,5yearly,2015,2.659
768,constant_mortality,5yearly,2015,2.384
768,high_variant,5yearly,2015,2.621
768,instant_replacement,5yearly,2015,1.047
768,low_variant,5yearly,2015,2.282
768,medium_variant,5yearly,2015,2.452
768,momentum,5yearly,2015,1.048
768,no_change,5yearly,2015,2.589
768,zero_migration,5yearly,2015,2.479
768,constant_fertility,5yearly,2020,2.681
768,constant_mortality,5yearly,2020,2.192
768,high_variant,5yearly,2020,2.563
768,instant_replacement,5yearly,2020,1.174
768,low_variant,5yearly,2020,2.052
768,medium_variant,5yearly,2020,2.311
768,momentum,5yearly,2020,1.154
768,no_change,5yearly,2020,2.559
768,zero_migration,5yearly,2020,2.337
768,constant_fertility,5yearly,2025,2.7
768,constant_mortality,5yearly,2025,2.046
768,high_variant,5yearly,2025,2.5
768,instant_replacement,5yearly,2025,1.282
768,low_variant,5yearly,2025,1.888
768,medium_variant,5yearly,2025,2.203
768,momentum,5yearly,2025,1.241
768,no_change,5yearly,2025,2.538
768,zero_migration,5yearly,2025,2.225
768,constant_fertility,5yearly,2030,2.699
768,constant_mortality,5yearly,2030,1.898
768,high_variant,5yearly,2030,2.372
768,instant_replacement,5yearly,2030,1.295
768,low_variant,5yearly,2030,1.781
768,medium_variant,5yearly,2030,2.088
768,momentum,5yearly,2030,1.232
768,no_change,5yearly,2030,2.504
768,zero_migration,5yearly,2030,2.107
768,constant_fertility,5yearly,2035,2.688
768,constant_mortality,5yearly,2035,1.734
768,high_variant,5yearly,2035,2.255
768,instant_replacement,5yearly,2035,1.145
768,low_variant,5yearly,2035,1.631
768,medium_variant,5yearly,2035,1.954
768,momentum,5yearly,2035,1.062
768,no_change,5yearly,2035,2.462
768,zero_migration,5yearly,2035,1.97
768,constant_fertility,5yearly,2040,2.683
768,constant_mortality,5yearly,2040,1.559
768,high_variant,5yearly,2040,2.15
768,instant_replacement,5yearly,2040,0.904
768,low_variant,5yearly,2040,1.448
768,medium_variant,5yearly,2040,1.81
768,momentum,5yearly,2040,0.804
768,no_change,5yearly,2040,2.426
768,zero_migration,5yearly,2040,1.824
768,constant_fertility,5yearly,2045,2.687
768,constant_mortality,5yearly,2045,1.383
768,high_variant,5yearly,2045,2.047
768,instant_replacement,5yearly,2045,0.698
768,low_variant,5yearly,2045,1.255
768,medium_variant,5yearly,2045,1.661
768,momentum,5yearly,2045,0.586
768,no_change,5yearly,2045,2.401
768,zero_migration,5yearly,2045,1.675
768,constant_fertility,5yearly,2050,2.699
768,constant_mortality,5yearly,2050,1.224
768,high_variant,5yearly,2050,1.949
768,instant_replacement,5yearly,2050,0.576
768,low_variant,5yearly,2050,1.083
768,medium_variant,5yearly,2050,1.529
768,momentum,5yearly,2050,0.458
768,no_change,5yearly,2050,2.387
768,zero_migration,5yearly,2050,1.541
768,constant_fertility,5yearly,2055,2.717
768,constant_mortality,5yearly,2055,1.072
768,high_variant,5yearly,2055,1.844
