country,variant,freq,year,populationgrowthrate
512,estimates,5yearly,1950,1.656
512,estimates,5yearly,1955,2.137
512,estimates,5yearly,1960,2.494
512,estimates,5yearly,1965,2.936
512,estimates,5yearly,1970,3.953
512,estimates,5yearly,1975,5.381
512,estimates,5yearly,1980,5.217
512,estimates,5yearly,1985,3.802
512,estimates,5yearly,1990,3.918
512,estimates,5yearly,1995,0.57
512,estimates,5yearly,2000,2.038
512,estimates,5yearly,2005,3.831
512,estimates,5yearly,2010,6.454
512,constant_fertility,5yearly,2015,4.285
512,constant_mortality,5yearly,2015,4.055
512,high_variant,5yearly,2015,4.23
512,instant_replacement,5yearly,2015,3.799
512,low_variant,5yearly,2015,3.925
512,medium_variant,5yearly,2015,4.078
512,momentum,5yearly,2015,1.176
512,no_change,5yearly,2015,4.262
512,zero_migration,5yearly,2015,1.501
512,constant_fertility,5yearly,2020,1.899
512,constant_mortality,5yearly,2020,1.531
512,high_variant,5yearly,2020,1.799
512,instant_replacement,5yearly,2020,1.476
512,low_variant,5yearly,2020,1.349
512,medium_variant,5yearly,2020,1.577
512,momentum,5yearly,2020,0.993
512,no_change,5yearly,2020,1.853
512,zero_migration,5yearly,2020,1.149
512,constant_fertility,5yearly,2025,1.533
512,constant_mortality,5yearly,2025,1.063
512,high_variant,5yearly,2025,1.383
512,instant_replacement,5yearly,2025,1.149
512,low_variant,5yearly,2025,0.874
512,medium_variant,5yearly,2025,1.135
512,momentum,5yearly,2025,0.759
512,no_change,5yearly,2025,1.463
512,zero_migration,5yearly,2025,0.831
512,constant_fertility,5yearly,2030,1.229
512,constant_mortality,5yearly,2030,0.662
512,high_variant,5yearly,2030,1.004
512,instant_replacement,5yearly,2030,0.851
512,low_variant,5yearly,2030,0.516
512,medium_variant,5yearly,2030,0.769
512,momentum,5yearly,2030,0.597
512,no_change,5yearly,2030,1.128
512,zero_migration,5yearly,2030,0.648
512,constant_fertility,5yearly,2035,1.211
512,constant_mortality,5yearly,2035,0.542
512,high_variant,5yearly,2035,0.931
512,instant_replacement,5yearly,2035,0.814
512,low_variant,5yearly,2035,0.426
512,medium_variant,5yearly,2035,0.689
512,momentum,5yearly,2035,0.51
512,no_change,5yearly,2035,1.078
512,zero_migration,5yearly,2035,0.578
512,constant_fertility,5yearly,2040,1.235
512,constant_mortality,5yearly,2040,0.447
512,high_variant,5yearly,2040,0.915
512,instant_replacement,5yearly,2040,0.767
512,low_variant,5yearly,2040,0.348
512,medium_variant,5yearly,2040,0.64
512,momentum,5yearly,2040,0.398
512,no_change,5yearly,2040,1.067
