country,variant,freq,year,populationgrowthrate
796,estimates,5yearly,1950,0.59
796,estimates,5yearly,1955,1.928
796,estimates,5yearly,1960,-0.193
796,estimates,5yearly,1965,-0.131
796,estimates,5yearly,1970,3.008
796,estimates,5yearly,1975,2.788
796,estimates,5yearly,1980,4.665
796,estimates,5yearly,1985,3.904
796,estimates,5yearly,1990,5.668
796,estimates,5yearly,1995,4.156
796,estimates,5yearly,2000,6.747
796,estimates,5yearly,2005,3.17
796,estimates,5yearly,2010,2.05
796,constant_fertility,5yearly,2015,1.546
796,constant_mortality,5yearly,2015,1.443
796,high_variant,5yearly,2015,1.641
796,instant_replacement,5yearly,2015,1.582
796,low_variant,5yearly,2015,1.293
796,medium_variant,5yearly,2015,1.468
796,momentum,5yearly,2015,0.972
796,no_change,5yearly,2015,1.521
796,zero_migration,5yearly,2015,0.881
796,constant_fertility,5yearly,2020,1.376
796,constant_mortality,5yearly,2020,1.188
796,high_variant,5yearly,2020,1.5
796,instant_replacement,5yearly,2020,1.404
796,low_variant,5yearly,2020,0.983
796,medium_variant,5yearly,2020,1.244
796,momentum,5yearly,2020,0.764
796,no_change,5yearly,2020,1.318
796,zero_migration,5yearly,2020,0.653
796,constant_fertility,5yearly,2025,1.252
796,constant_mortality,5yearly,2025,1.002
796,high_variant,5yearly,2025,1.395
796,instant_replacement,5yearly,2025,1.276
796,low_variant,5yearly,2025,0.767
796,medium_variant,5yearly,2025,1.09
796,momentum,5yearly,2025,0.612
796,no_change,5yearly,2025,1.164
796,zero_migration,5yearly,2025,0.508
796,constant_fertility,5yearly,2030,1.125
796,constant_mortality,5yearly,2030,0.827
796,high_variant,5yearly,2030,1.249
796,instant_replacement,5yearly,2030,1.155
796,low_variant,5yearly,2030,0.629
796,medium_variant,5yearly,2030,0.95
796,momentum,5yearly,2030,0.467
796,no_change,5yearly,2030,1.004
796,zero_migration,5yearly,2030,0.374
796,constant_fertility,5yearly,2035,0.973
796,constant_mortality,5yearly,2035,0.635
796,high_variant,5yearly,2035,1.1
796,instant_replacement,5yearly,2035,1.013
796,low_variant,5yearly,2035,0.458
796,medium_variant,5yearly,2035,0.791
796,momentum,5yearly,2035,0.299
796,no_change,5yearly,2035,0.822
796,zero_migration,5yearly,2035,0.216
796,constant_fertility,5yearly,2040,0.822
796,constant_mortality,5yearly,2040,0.437
796,high_variant,5yearly,2040,0.964
796,instant_replacement,5yearly,2040,0.865
796,low_variant,5yearly,2040,0.266
796,medium_variant,5yearly,2040,0.621
796,momentum,5yearly,2040,0.12
796,no_change,5yearly,2040,0.647
796,zero_migration,5yearly,2040,0.035
796,constant_fertility,5yearly,2045,0.704
796,constant_mortality,5yearly,2045,0.27
796,high_variant,5yearly,2045,0.865
796,instant_replacement,5yearly,2045,0.745
796,low_variant,5yearly,2045,0.08
796,medium_variant,5yearly,2045,0.475
796,momentum,5yearly,2045,-0.038
796,no_change,5yearly,2045,0.512
796,zero_migration,5yearly,2045,-0.144
796,constant_fertility,5yearly,2050,0.612
796,constant_mortality,5yearly,2050,0.141
796,high_variant,5yearly,2050,0.795
796,instant_replacement,5yearly,2050,0.652
796,low_variant,5yearly,2050,-0.087
796,medium_variant,5yearly,2050,0.355
796,momentum,5yearly,2050,-0.123
796,no_change,5yearly,2050,0.416
796,zero_migration,5yearly,2050,-0.272
796,constant_fertility,5yearly,2055,0.562
796,constant_mortality,5yearly,2055,0.071
796,high_variant,5yearly,2055,0.763
796,instant_replacement,5yearly,2055,0.606
796,low_variant,5yearly,2055,-0.202
796,medium_variant,5yearly,2055,0.283
796,momentum,5yearly,2055,-0.132
796,no_change,5yearly,2055,0.371
796,zero_migration,5yearly,2055,-0.341
796,constant_fertility,5yearly,2060,0.539
796,constant_mortality,5yearly,2060,0.047
796,high_variant,5yearly,2060,0.754
796,instant_replacement,5yearly,2060,0.59
796,low_variant,5yearly,2060,-0.266
796,medium_variant,5yearly,2060,0.252
796,momentum,5yearly,2060,-0.087
796,no_change,5yearly,2060,0.358
796,zero_migration,5yearly,2060,-0.349
796,constant_fertility,5yearly,2065,0.525
796,constant_mortality,5yearly,2065,0.029
796,high_variant,5yearly,2065,0.748
796,instant_replacement,5yearly,2065,0.579
796,low_variant,5yearly,2065,-0.313
796,medium_variant,5yearly,2065,0.231
796,momentum,5yearly,2065,-0.025
796,no_change,5yearly,2065,0.351
796,zero_migration,5yearly,2065,-0.328
796,constant_fertility,5yearly,2070,0.518
796,constant_mortality,5yearly,2070,-0.001
796,high_variant,5yearly,2070,0.75
796,instant_replacement,5yearly,2070,0.572
796,low_variant,5yearly,2070,-0.351
796,medium_variant,5yearly,2070,0.215
