country,variant,freq,year,populationgrowthrate
40,estimates,5yearly,1950,0.049
40,estimates,5yearly,1955,0.335
40,estimates,5yearly,1960,0.652
40,estimates,5yearly,1965,0.57
40,estimates,5yearly,1970,0.321
40,estimates,5yearly,1975,-0.073
40,estimates,5yearly,1980,0.013
40,estimates,5yearly,1985,0.284
40,estimates,5yearly,1990,0.678
40,estimates,5yearly,1995,0.197
40,estimates,5yearly,2000,0.452
40,estimates,5yearly,2005,0.375
40,estimates,5yearly,2010,0.629
40,constant_fertility,5yearly,2015,0.192
40,constant_mortality,5yearly,2015,0.178
40,high_variant,5yearly,2015,0.397
40,instant_replacement,5yearly,2015,0.591
40,low_variant,5yearly,2015,0.077
40,medium_variant,5yearly,2015,0.237
40,momentum,5yearly,2015,0.292
40,no_change,5yearly,2015,0.133
40,zero_migration,5yearly,2015,-0.005
40,constant_fertility,5yearly,2020,0.133
40,constant_mortality,5yearly,2020,0.098
40,high_variant,5yearly,2020,0.46
40,instant_replacement,5yearly,2020,0.519
40,low_variant,5yearly,2020,-0.03
40,medium_variant,5yearly,2020,0.218
40,momentum,5yearly,2020,0.136
40,no_change,5yearly,2020,0.012
40,zero_migration,5yearly,2020,-0.048
40,constant_fertility,5yearly,2025,0.04
40,constant_mortality,5yearly,2025,-0.018
40,high_variant,5yearly,2025,0.429
40,instant_replacement,5yearly,2025,0.404
40,low_variant,5yearly,2025,-0.143
40,medium_variant,5yearly,2025,0.151
40,momentum,5yearly,2025,-0.052
40,no_change,5yearly,2025,-0.132
40,zero_migration,5yearly,2025,-0.141
40,constant_fertility,5yearly,2030,-0.066
40,constant_mortality,5yearly,2030,-0.141
40,high_variant,5yearly,2030,0.312
40,instant_replacement,5yearly,2030,0.275
40,low_variant,5yearly,2030,-0.224
40,medium_variant,5yearly,2030,0.055
40,momentum,5yearly,2030,-0.229
40,no_change,5yearly,2030,-0.267
40,zero_migration,5yearly,2030,-0.262
40,constant_fertility,5yearly,2035,-0.145
40,constant_mortality,5yearly,2035,-0.232
40,high_variant,5yearly,2035,0.236
40,instant_replacement,5yearly,2035,0.196
40,low_variant,5yearly,2035,-0.297
40,medium_variant,5yearly,2035,-0.019
40,momentum,5yearly,2035,-0.341
40,no_change,5yearly,2035,-0.367
40,zero_migration,5yearly,2035,-0.356
40,constant_fertility,5yearly,2040,-0.214
40,constant_mortality,5yearly,2040,-0.299
40,high_variant,5yearly,2040,0.214
40,instant_replacement,5yearly,2040,0.185
40,low_variant,5yearly,2040,-0.373
40,medium_variant,5yearly,2040,-0.069
40,momentum,5yearly,2040,-0.375
40,no_change,5yearly,2040,-0.456
40,zero_migration,5yearly,2040,-0.427
40,constant_fertility,5yearly,2045,-0.299
40,constant_mortality,5yearly,2045,-0.353
40,high_variant,5yearly,2045,0.233
40,instant_replacement,5yearly,2045,0.221
40,low_variant,5yearly,2045,-0.481
40,medium_variant,5yearly,2045,-0.12
