country,variant,freq,year,populationgrowthrate
826,estimates,5yearly,1950,0.2
826,estimates,5yearly,1955,0.506
826,estimates,5yearly,1960,0.701
826,estimates,5yearly,1965,0.485
826,estimates,5yearly,1970,0.206
826,estimates,5yearly,1975,0.019
826,estimates,5yearly,1980,0.071
826,estimates,5yearly,1985,0.252
826,estimates,5yearly,1990,0.276
826,estimates,5yearly,1995,0.333
826,estimates,5yearly,2000,0.448
826,estimates,5yearly,2005,0.978
826,estimates,5yearly,2010,0.65
826,constant_fertility,5yearly,2015,0.583
826,constant_mortality,5yearly,2015,0.526
826,high_variant,5yearly,2015,0.742
826,instant_replacement,5yearly,2015,0.709
826,low_variant,5yearly,2015,0.424
826,medium_variant,5yearly,2015,0.584
826,momentum,5yearly,2015,0.364
826,no_change,5yearly,2015,0.525
826,zero_migration,5yearly,2015,0.296
826,constant_fertility,5yearly,2020,0.507
826,constant_mortality,5yearly,2020,0.411
826,high_variant,5yearly,2020,0.749
826,instant_replacement,5yearly,2020,0.63
826,low_variant,5yearly,2020,0.264
826,medium_variant,5yearly,2020,0.51
826,momentum,5yearly,2020,0.232
826,no_change,5yearly,2020,0.408
826,zero_migration,5yearly,2020,0.212
826,constant_fertility,5yearly,2025,0.439
826,constant_mortality,5yearly,2025,0.297
826,high_variant,5yearly,2025,0.708
826,instant_replacement,5yearly,2025,0.543
826,low_variant,5yearly,2025,0.139
826,medium_variant,5yearly,2025,0.431
826,momentum,5yearly,2025,0.085
826,no_change,5yearly,2025,0.305
826,zero_migration,5yearly,2025,0.109
826,constant_fertility,5yearly,2030,0.384
826,constant_mortality,5yearly,2030,0.21
826,high_variant,5yearly,2030,0.634
826,instant_replacement,5yearly,2030,0.479
826,low_variant,5yearly,2030,0.085
826,medium_variant,5yearly,2030,0.37
826,momentum,5yearly,2030,-0.025
826,no_change,5yearly,2030,0.224
826,zero_migration,5yearly,2030,0.031
826,constant_fertility,5yearly,2035,0.349
826,constant_mortality,5yearly,2035,0.167
826,high_variant,5yearly,2035,0.609
826,instant_replacement,5yearly,2035,0.454
826,low_variant,5yearly,2035,0.043
826,medium_variant,5yearly,2035,0.339
826,momentum,5yearly,2035,-0.067
826,no_change,5yearly,2035,0.178
826,zero_migration,5yearly,2035,-0.009
826,constant_fertility,5yearly,2040,0.324
826,constant_mortality,5yearly,2040,0.148
826,high_variant,5yearly,2040,0.626
826,instant_replacement,5yearly,2040,0.457
826,low_variant,5yearly,2040,-0.008
826,medium_variant,5yearly,2040,0.319
826,momentum,5yearly,2040,-0.066
826,no_change,5yearly,2040,0.153
826,zero_migration,5yearly,2040,-0.035
826,constant_fertility,5yearly,2045,0.293
826,constant_mortality,5yearly,2045,0.12
826,high_variant,5yearly,2045,0.659
