country,variant,freq,year,populationgrowthrate
520,estimates,5yearly,1950,4.079
520,estimates,5yearly,1955,4.047
520,estimates,5yearly,1960,5.161
520,estimates,5yearly,1965,2.472
520,estimates,5yearly,1970,1.703
520,estimates,5yearly,1975,1.149
520,estimates,5yearly,1980,1.753
520,estimates,5yearly,1985,2.271
520,estimates,5yearly,1990,1.701
520,estimates,5yearly,1995,0.142
520,estimates,5yearly,2000,0.145
520,estimates,5yearly,2005,-0.179
520,estimates,5yearly,2010,2.322
520,constant_fertility,5yearly,2015,-0.009
520,constant_mortality,5yearly,2015,-0.116
520,high_variant,5yearly,2015,0.11
520,instant_replacement,5yearly,2015,-0.039
520,low_variant,5yearly,2015,-0.232
520,medium_variant,5yearly,2015,-0.059
520,momentum,5yearly,2015,0.818
520,no_change,5yearly,2015,-0.064
520,zero_migration,5yearly,2015,0.842
520,constant_fertility,5yearly,2020,0.258
520,constant_mortality,5yearly,2020,0.082
520,high_variant,5yearly,2020,0.432
520,instant_replacement,5yearly,2020,0.23
520,low_variant,5yearly,2020,-0.094
520,medium_variant,5yearly,2020,0.172
520,momentum,5yearly,2020,0.679
520,no_change,5yearly,2020,0.17
520,zero_migration,5yearly,2020,0.716
520,constant_fertility,5yearly,2025,0.339
520,constant_mortality,5yearly,2025,0.099
520,high_variant,5yearly,2025,0.539
520,instant_replacement,5yearly,2025,0.311
520,low_variant,5yearly,2025,-0.094
520,medium_variant,5yearly,2025,0.232
520,momentum,5yearly,2025,0.553
520,no_change,5yearly,2025,0.216
520,zero_migration,5yearly,2025,0.599
520,constant_fertility,5yearly,2030,0.254
520,constant_mortality,5yearly,2030,-0.037
520,high_variant,5yearly,2030,0.428
520,instant_replacement,5yearly,2030,0.222
520,low_variant,5yearly,2030,-0.206
520,medium_variant,5yearly,2030,0.125
520,momentum,5yearly,2030,0.431
520,no_change,5yearly,2030,0.099
520,zero_migration,5yearly,2030,0.485
520,constant_fertility,5yearly,2035,0.149
520,constant_mortality,5yearly,2035,-0.176
520,high_variant,5yearly,2035,0.307
520,instant_replacement,5yearly,2035,0.114
520,low_variant,5yearly,2035,-0.34
520,medium_variant,5yearly,2035,-0.002
520,momentum,5yearly,2035,0.327
520,no_change,5yearly,2035,-0.023
520,zero_migration,5yearly,2035,0.372
520,constant_fertility,5yearly,2040,0.059
520,constant_mortality,5yearly,2040,-0.307
520,high_variant,5yearly,2040,0.234
520,instant_replacement,5yearly,2040,0.031
520,low_variant,5yearly,2040,-0.485
520,medium_variant,5yearly,2040,-0.11
520,momentum,5yearly,2040,0.217
520,no_change,5yearly,2040,-0.129
520,zero_migration,5yearly,2040,0.269
520,constant_fertility,5yearly,2045,-0.013
520,constant_mortality,5yearly,2045,-0.437
520,high_variant,5yearly,2045,0.198
520,instant_replacement,5yearly,2045,-0.065
520,low_variant,5yearly,2045,-0.662
520,medium_variant,5yearly,2045,-0.218
520,momentum,5yearly,2045,0.131
520,no_change,5yearly,2045,-0.217
520,zero_migration,5yearly,2045,0.167
520,constant_fertility,5yearly,2050,-0.049
520,constant_mortality,5yearly,2050,-0.516
520,high_variant,5yearly,2050,0.216
520,instant_replacement,5yearly,2050,-0.122
520,low_variant,5yearly,2050,-0.814
520,medium_variant,5yearly,2050,-0.291
520,momentum,5yearly,2050,0.07
520,no_change,5yearly,2050,-0.251
520,zero_migration,5yearly,2050,0.079
520,constant_fertility,5yearly,2055,-0.066
520,constant_mortality,5yearly,2055,-0.559
520,high_variant,5yearly,2055,0.231
520,instant_replacement,5yearly,2055,-0.138
520,low_variant,5yearly,2055,-0.945
520,medium_variant,5yearly,2055,-0.345
520,momentum,5yearly,2055,0.048
520,no_change,5yearly,2055,-0.258
520,zero_migration,5yearly,2055,0.018
520,constant_fertility,5yearly,2060,-0.065
520,constant_mortality,5yearly,2060,-0.579
520,high_variant,5yearly,2060,0.239
520,instant_replacement,5yearly,2060,-0.132
520,low_variant,5yearly,2060,-1.033
520,medium_variant,5yearly,2060,-0.369
520,momentum,5yearly,2060,0.039
520,no_change,5yearly,2060,-0.251
520,zero_migration,5yearly,2060,-0.021
520,constant_fertility,5yearly,2065,-0.046
520,constant_mortality,5yearly,2065,-0.602
520,high_variant,5yearly,2065,0.249
520,instant_replacement,5yearly,2065,-0.134
520,low_variant,5yearly,2065,-1.087
520,medium_variant,5yearly,2065,-0.378
520,momentum,5yearly,2065,0.036
520,no_change,5yearly,2065,-0.233
520,zero_migration,5yearly,2065,-0.042
520,constant_fertility,5yearly,2070,-0.038
520,constant_mortality,5yearly,2070,-0.617
520,high_variant,5yearly,2070,0.265
520,instant_replacement,5yearly,2070,-0.121
520,low_variant,5yearly,2070,-1.162
520,medium_variant,5yearly,2070,-0.399
520,momentum,5yearly,2070,0.032
520,no_change,5yearly,2070,-0.227
520,zero_migration,5yearly,2070,-0.073
520,constant_fertility,5yearly,2075,-0.024
520,constant_mortality,5yearly,2075,-0.634
520,high_variant,5yearly,2075,0.297
520,instant_replacement,5yearly,2075,-0.12
520,low_variant,5yearly,2075,-1.256
520,medium_variant,5yearly,2075,-0.407
520,momentum,5yearly,2075,0.019
520,no_change,5yearly,2075,-0.231
520,zero_migration,5yearly,2075,-0.098
520,constant_fertility,5yearly,2080,0.003
520,constant_mortality,5yearly,2080,-0.668
520,high_variant,5yearly,2080,0.349
520,instant_replacement,5yearly,2080,-0.121
520,low_variant,5yearly,2080,-1.348
520,medium_variant,5yearly,2080,-0.414
520,momentum,5yearly,2080,0.012
520,no_change,5yearly,2080,-0.209
520,zero_migration,5yearly,2080,-0.124
