country,variant,freq,year,populationgrowthrate
752,estimates,5yearly,1950,0.708
752,estimates,5yearly,1955,0.597
752,estimates,5yearly,1960,0.691
752,estimates,5yearly,1965,0.783
752,estimates,5yearly,1970,0.351
752,estimates,5yearly,1975,0.288
752,estimates,5yearly,1980,0.099
752,estimates,5yearly,1985,0.496
752,estimates,5yearly,1990,0.618
752,estimates,5yearly,1995,0.102
752,estimates,5yearly,2000,0.35
752,estimates,5yearly,2005,0.763
752,estimates,5yearly,2010,0.78
752,constant_fertility,5yearly,2015,0.717
752,constant_mortality,5yearly,2015,0.661
752,high_variant,5yearly,2015,0.877
752,instant_replacement,5yearly,2015,0.823
752,low_variant,5yearly,2015,0.563
752,medium_variant,5yearly,2015,0.72
752,momentum,5yearly,2015,0.336
752,no_change,5yearly,2015,0.657
752,zero_migration,5yearly,2015,0.293
752,constant_fertility,5yearly,2020,0.601
752,constant_mortality,5yearly,2020,0.507
752,high_variant,5yearly,2020,0.852
752,instant_replacement,5yearly,2020,0.705
752,low_variant,5yearly,2020,0.362
752,medium_variant,5yearly,2020,0.61
752,momentum,5yearly,2020,0.238
752,no_change,5yearly,2020,0.498
752,zero_migration,5yearly,2020,0.249
752,constant_fertility,5yearly,2025,0.51
752,constant_mortality,5yearly,2025,0.386
752,high_variant,5yearly,2025,0.801
752,instant_replacement,5yearly,2025,0.608
752,low_variant,5yearly,2025,0.23
752,medium_variant,5yearly,2025,0.523
752,momentum,5yearly,2025,0.072
752,no_change,5yearly,2025,0.373
752,zero_migration,5yearly,2025,0.131
752,constant_fertility,5yearly,2030,0.414
752,constant_mortality,5yearly,2030,0.276
752,high_variant,5yearly,2030,0.685
752,instant_replacement,5yearly,2030,0.504
752,low_variant,5yearly,2030,0.144
752,medium_variant,5yearly,2030,0.426
752,momentum,5yearly,2030,-0.071
752,no_change,5yearly,2030,0.263
752,zero_migration,5yearly,2030,0.01
752,constant_fertility,5yearly,2035,0.38
752,constant_mortality,5yearly,2035,0.243
752,high_variant,5yearly,2035,0.654
752,instant_replacement,5yearly,2035,0.471
752,low_variant,5yearly,2035,0.101
752,medium_variant,5yearly,2035,0.39
752,momentum,5yearly,2035,-0.11
752,no_change,5yearly,2035,0.232
752,zero_migration,5yearly,2035,-0.036
752,constant_fertility,5yearly,2040,0.39
752,constant_mortality,5yearly,2040,0.262
752,high_variant,5yearly,2040,0.699
752,instant_replacement,5yearly,2040,0.499
752,low_variant,5yearly,2040,0.085
752,medium_variant,5yearly,2040,0.403
752,momentum,5yearly,2040,-0.076
752,no_change,5yearly,2040,0.249
752,zero_migration,5yearly,2040,-0.027
752,constant_fertility,5yearly,2045,0.404
752,constant_mortality,5yearly,2045,0.275
752,high_variant,5yearly,2045,0.775
752,instant_replacement,5yearly,2045,0.539
752,low_variant,5yearly,2045,0.054
752,medium_variant,5yearly,2045,0.42
752,momentum,5yearly,2045,-0.045
752,no_change,5yearly,2045,0.258
752,zero_migration,5yearly,2045,-0.021
752,constant_fertility,5yearly,2050,0.374
752,constant_mortality,5yearly,2050,0.25
752,high_variant,5yearly,2050,0.811
752,instant_replacement,5yearly,2050,0.53
752,low_variant,5yearly,2050,-0.026
752,medium_variant,5yearly,2050,0.394
752,momentum,5yearly,2050,-0.055
752,no_change,5yearly,2050,0.228
752,zero_migration,5yearly,2050,-0.055
752,constant_fertility,5yearly,2055,0.325
752,constant_mortality,5yearly,2055,0.213
752,high_variant,5yearly,2055,0.801
752,instant_replacement,5yearly,2055,0.487
752,low_variant,5yearly,2055,-0.111
752,medium_variant,5yearly,2055,0.349
752,momentum,5yearly,2055,-0.092
752,no_change,5yearly,2055,0.186
752,zero_migration,5yearly,2055,-0.11
752,constant_fertility,5yearly,2060,0.289
752,constant_mortality,5yearly,2060,0.183
752,high_variant,5yearly,2060,0.775
752,instant_replacement,5yearly,2060,0.448
752,low_variant,5yearly,2060,-0.167
752,medium_variant,5yearly,2060,0.314
752,momentum,5yearly,2060,-0.115
752,no_change,5yearly,2060,0.156
752,zero_migration,5yearly,2060,-0.144
752,constant_fertility,5yearly,2065,0.278
752,constant_mortality,5yearly,2065,0.164
752,high_variant,5yearly,2065,0.766
752,instant_replacement,5yearly,2065,0.437
752,low_variant,5yearly,2065,-0.193
752,medium_variant,5yearly,2065,0.302
752,momentum,5yearly,2065,-0.104
752,no_change,5yearly,2065,0.137
752,zero_migration,5yearly,2065,-0.139
752,constant_fertility,5yearly,2070,0.271
752,constant_mortality,5yearly,2070,0.145
752,high_variant,5yearly,2070,0.777
752,instant_replacement,5yearly,2070,0.438
752,low_variant,5yearly,2070,-0.226
752,medium_variant,5yearly,2070,0.295
752,momentum,5yearly,2070,-0.073
752,no_change,5yearly,2070,0.117
752,zero_migration,5yearly,2070,-0.118
752,constant_fertility,5yearly,2075,0.245
752,constant_mortality,5yearly,2075,0.128
752,high_variant,5yearly,2075,0.791
752,instant_replacement,5yearly,2075,0.429
752,low_variant,5yearly,2075,-0.29
752,medium_variant,5yearly,2075,0.272
752,momentum,5yearly,2075,-0.033
752,no_change,5yearly,2075,0.098
752,zero_migration,5yearly,2075,-0.115
752,constant_fertility,5yearly,2080,0.211
752,constant_mortality,5yearly,2080,0.122
752,high_variant,5yearly,2080,0.801
752,instant_replacement,5yearly,2080,0.411
752,low_variant,5yearly,2080,-0.367
752,medium_variant,5yearly,2080,0.242
752,momentum,5yearly,2080,0.012
752,no_change,5yearly,2080,0.089
752,zero_migration,5yearly,2080,-0.121
752,constant_fertility,5yearly,2085,0.195
752,constant_mortality,5yearly,2085,0.12
752,high_variant,5yearly,2085,0.813
752,instant_replacement,5yearly,2085,0.403
752,low_variant,5yearly,2085,-0.418
752,medium_variant,5yearly,2085,0.229
752,momentum,5yearly,2085,0.042
752,no_change,5yearly,2085,0.084
