region,year,variant,age5yearinterval,population
925,1950,estimates,0_4,10858.652
925,1950,estimates,5_9,9381.382
925,1950,estimates,10_14,9921.868
925,1950,estimates,15_19,10224.031
925,1950,estimates,20_24,9877.583
925,1950,estimates,25_29,8941.092
925,1950,estimates,30_34,6468.539
925,1950,estimates,35_39,7587.697
925,1950,estimates,40_44,7205.033
925,1950,estimates,45_49,6357.428
925,1950,estimates,50_54,5369.591
925,1950,estimates,55_59,4462.932
925,1950,estimates,60_64,3929.522
925,1950,estimates,65_69,3161.317
925,1950,estimates,70_74,2349.119
925,1950,estimates,75_79,1502.527
925,1950,estimates,80plus,1139.011
925,1955,estimates,0_4,10761.376
925,1955,estimates,5_9,10647.424
925,1955,estimates,10_14,9301.414
925,1955,estimates,15_19,9739.319
925,1955,estimates,20_24,9903.208
925,1955,estimates,25_29,9519.591
925,1955,estimates,30_34,8654.834
925,1955,estimates,35_39,6285.606
925,1955,estimates,40_44,7406.442
925,1955,estimates,45_49,7018.164
925,1955,estimates,50_54,6124.664
925,1955,estimates,55_59,5089.909
925,1955,estimates,60_64,4129.112
925,1955,estimates,65_69,3464.266
925,1955,estimates,70_74,2565.088
925,1955,estimates,75_79,1651.137
925,1955,estimates,80plus,1263.526
925,1960,estimates,0_4,11092.81
925,1960,estimates,5_9,10611.589
925,1960,estimates,10_14,10584.861
925,1960,estimates,15_19,9149.108
925,1960,estimates,20_24,9438.747
925,1960,estimates,25_29,9485.954
925,1960,estimates,30_34,9085.646
925,1960,estimates,35_39,8311.25
925,1960,estimates,40_44,6052.484
925,1960,estimates,45_49,7168.072
925,1960,estimates,50_54,6740.908
925,1960,estimates,55_59,5776.681
925,1960,estimates,60_64,4685.399
925,1960,estimates,65_69,3649.074
925,1960,estimates,70_74,2837.697
925,1960,estimates,75_79,1830.484
925,1960,estimates,80plus,1434.875
925,1965,estimates,0_4,11730.821
925,1965,estimates,5_9,11014.297
925,1965,estimates,10_14,10456.141
925,1965,estimates,15_19,10275.965
925,1965,estimates,20_24,8754.469
925,1965,estimates,25_29,9072.394
925,1965,estimates,30_34,9219.932
925,1965,estimates,35_39,8859.136
925,1965,estimates,40_44,8107.517
925,1965,estimates,45_49,5898.686
925,1965,estimates,50_54,6925.516
925,1965,estimates,55_59,6430.744
925,1965,estimates,60_64,5395.851
925,1965,estimates,65_69,4177.598
925,1965,estimates,70_74,3017.798
925,1965,estimates,75_79,2074.879
925,1965,estimates,80plus,1658.267
925,1970,estimates,0_4,11528.37
925,1970,estimates,5_9,11596.562
925,1970,estimates,10_14,10929.418
925,1970,estimates,15_19,10261.651
925,1970,estimates,20_24,9840.773
925,1970,estimates,25_29,8241.406
925,1970,estimates,30_34,8683.104
925,1970,estimates,35_39,8982.879
925,1970,estimates,40_44,8688.815
925,1970,estimates,45_49,7923.627
925,1970,estimates,50_54,5706.41
925,1970,estimates,55_59,6622.067
925,1970,estimates,60_64,6043.578
925,1970,estimates,65_69,4900.174
925,1970,estimates,70_74,3520.791
925,1970,estimates,75_79,2239.143
925,1970,estimates,80plus,1968.679
925,1975,estimates,0_4,11414.052
925,1975,estimates,5_9,11521.331
925,1975,estimates,10_14,11611.309
925,1975,estimates,15_19,10851.095
925,1975,estimates,20_24,10075.563
925,1975,estimates,25_29,9667.005
925,1975,estimates,30_34,8181.451
925,1975,estimates,35_39,8675.3
925,1975,estimates,40_44,8939.924
925,1975,estimates,45_49,8586.321
925,1975,estimates,50_54,7747.6
925,1975,estimates,55_59,5512
925,1975,estimates,60_64,6241.273
925,1975,estimates,65_69,5446.719
925,1975,estimates,70_74,4114.904
925,1975,estimates,75_79,2626.827
925,1975,estimates,80plus,2225.142
925,1980,estimates,0_4,10560.114
925,1980,estimates,5_9,11392.208
925,1980,estimates,10_14,11633.165
925,1980,estimates,15_19,11663.003
925,1980,estimates,20_24,10745.669
925,1980,estimates,25_29,9918.709
925,1980,estimates,30_34,9609.76
925,1980,estimates,35_39,8230.279
925,1980,estimates,40_44,8714.779
925,1980,estimates,45_49,8896.265
925,1980,estimates,50_54,8463.147
925,1980,estimates,55_59,7518.699
925,1980,estimates,60_64,5243.564
925,1980,estimates,65_69,5726.796
925,1980,estimates,70_74,4666.482
925,1980,estimates,75_79,3142.247
925,1980,estimates,80plus,2660.544
925,1985,estimates,0_4,9233.672
925,1985,estimates,5_9,10547.473
925,1985,estimates,10_14,11433.331
925,1985,estimates,15_19,11622.931
925,1985,estimates,20_24,11560.306
925,1985,estimates,25_29,10675.18
925,1985,estimates,30_34,9907.786
925,1985,estimates,35_39,9605.626
925,1985,estimates,40_44,8212.472
925,1985,estimates,45_49,8635.06
925,1985,estimates,50_54,8739.756
925,1985,estimates,55_59,8178.033
925,1985,estimates,60_64,7108.579
925,1985,estimates,65_69,4814.324
925,1985,estimates,70_74,4973.685
925,1985,estimates,75_79,3630.292
925,1985,estimates,80plus,3246.636
925,1990,estimates,0_4,8214.321
925,1990,estimates,5_9,9147.216
925,1990,estimates,10_14,10532.093
925,1990,estimates,15_19,11456.367
925,1990,estimates,20_24,11536.657
925,1990,estimates,25_29,11367.474
925,1990,estimates,30_34,10536.177
925,1990,estimates,35_39,9841.129
925,1990,estimates,40_44,9515.089
925,1990,estimates,45_49,8080.414
925,1990,estimates,50_54,8428.842
925,1990,estimates,55_59,8426.102
925,1990,estimates,60_64,7779.687
925,1990,estimates,65_69,6603.378
925,1990,estimates,70_74,4234.074
925,1990,estimates,75_79,3989.699
925,1990,estimates,80_84,2546.141
925,1990,estimates,85_89,1141.271
925,1990,estimates,90_94,328.044
925,1990,estimates,95_99,55.572
925,1990,estimates,100plus,4.885
925,1995,estimates,0_4,7620.587
925,1995,estimates,5_9,8141.018
925,1995,estimates,10_14,9137.65
925,1995,estimates,15_19,10501.93
