region,year,variant,age5yearinterval,population
901,1950,estimates,0_4,82923.299
901,1950,estimates,5_9,67364.331
901,1950,estimates,10_14,73049.378
901,1950,estimates,15_19,68154.349
901,1950,estimates,20_24,71190.753
901,1950,estimates,25_29,64253.698
901,1950,estimates,30_34,50352.674
901,1950,estimates,35_39,58726.437
901,1950,estimates,40_44,55884.705
901,1950,estimates,45_49,50188.628
901,1950,estimates,50_54,42850.79
901,1950,estimates,55_59,35994.831
901,1950,estimates,60_64,31187.198
901,1950,estimates,65_69,25233.914
901,1950,estimates,70_74,18186.369
901,1950,estimates,75_79,11249.608
901,1955,estimates,0_4,87629.332
901,1955,estimates,5_9,81827.43
901,1955,estimates,10_14,67367.275
901,1955,estimates,15_19,72543.081
901,1955,estimates,20_24,67220.743
901,1955,estimates,25_29,70361.504
901,1955,estimates,30_34,63567.57
901,1955,estimates,35_39,49693.795
901,1955,estimates,40_44,57721.776
901,1955,estimates,45_49,54077.957
901,1955,estimates,50_54,49066.01
901,1955,estimates,55_59,40399.336
901,1955,estimates,60_64,33307.363
901,1955,estimates,65_69,27419.174
901,1955,estimates,70_74,20229.376
901,1955,estimates,75_79,12947.834
901,1960,estimates,0_4,89504.796
901,1960,estimates,5_9,87189.637
901,1960,estimates,10_14,82285.211
901,1960,estimates,15_19,67004.405
901,1960,estimates,20_24,71836.486
901,1960,estimates,25_29,66910.042
901,1960,estimates,30_34,69708.341
901,1960,estimates,35_39,62797.347
901,1960,estimates,40_44,48742.574
901,1960,estimates,45_49,56419.438
901,1960,estimates,50_54,52802.711
901,1960,estimates,55_59,46578.64
901,1960,estimates,60_64,37452.567
901,1960,estimates,65_69,29417.553
901,1960,estimates,70_74,22306.499
901,1960,estimates,75_79,14652.409
901,1965,estimates,0_4,88011.978
901,1965,estimates,5_9,89562.262
901,1965,estimates,10_14,87155.813
901,1965,estimates,15_19,82060.376
901,1965,estimates,20_24,66875.683
901,1965,estimates,25_29,71737.766
901,1965,estimates,30_34,66557.124
901,1965,estimates,35_39,69172.838
901,1965,estimates,40_44,62048.08
901,1965,estimates,45_49,47759.381
901,1965,estimates,50_54,54847.362
901,1965,estimates,55_59,50701.523
901,1965,estimates,60_64,43135.707
901,1965,estimates,65_69,33261.265
901,1965,estimates,70_74,24370.229
901,1965,estimates,75_79,16566.353
901,1970,estimates,0_4,83005.031
901,1970,estimates,5_9,88600.678
901,1970,estimates,10_14,89927.552
901,1970,estimates,15_19,86830.806
901,1970,estimates,20_24,81165.008
901,1970,estimates,25_29,66717.547
901,1970,estimates,30_34,71409.177
901,1970,estimates,35_39,65797.044
901,1970,estimates,40_44,68408.808
901,1970,estimates,45_49,61123.929
901,1970,estimates,50_54,46266.376
901,1970,estimates,55_59,52571.13
901,1970,estimates,60_64,47151.035
901,1970,estimates,65_69,38602.537
901,1970,estimates,70_74,27566.035
901,1970,estimates,75_79,17980.43
901,1975,estimates,0_4,81526.666
901,1975,estimates,5_9,83162.048
901,1975,estimates,10_14,88829.451
901,1975,estimates,15_19,89861.781
901,1975,estimates,20_24,86986.072
901,1975,estimates,25_29,81896.204
901,1975,estimates,30_34,67104.231
901,1975,estimates,35_39,71081.087
901,1975,estimates,40_44,65213.563
901,1975,estimates,45_49,67166.064
901,1975,estimates,50_54,59555.927
901,1975,estimates,55_59,44346.781
901,1975,estimates,60_64,49055.009
901,1975,estimates,65_69,42446.887
901,1975,estimates,70_74,32118.632
901,1975,estimates,75_79,20692.812
901,1980,estimates,0_4,78168.86
901,1980,estimates,5_9,81566.623
901,1980,estimates,10_14,84134.247
901,1980,estimates,15_19,89872.529
901,1980,estimates,20_24,90286.636
901,1980,estimates,25_29,86964.172
901,1980,estimates,30_34,81845.803
901,1980,estimates,35_39,66198.713
901,1980,estimates,40_44,70292.877
901,1980,estimates,45_49,63767.806
901,1980,estimates,50_54,65241.5
901,1980,estimates,55_59,57125.952
901,1980,estimates,60_64,41732.314
901,1980,estimates,65_69,44717.367
901,1980,estimates,70_74,36016.844
901,1980,estimates,75_79,24926.965
901,1985,estimates,0_4,78271.128
901,1985,estimates,5_9,78487.854
901,1985,estimates,10_14,82240.27
901,1985,estimates,15_19,84841.076
901,1985,estimates,20_24,90159.07
901,1985,estimates,25_29,90445.419
901,1985,estimates,30_34,87124.872
901,1985,estimates,35_39,81284.891
901,1985,estimates,40_44,65684.484
901,1985,estimates,45_49,68971.616
901,1985,estimates,50_54,62028.605
901,1985,estimates,55_59,62481.118
901,1985,estimates,60_64,53569.266
901,1985,estimates,65_69,38039.338
901,1985,estimates,70_74,38195.613
901,1985,estimates,75_79,27996.773
901,1990,estimates,0_4,77620.86
901,1990,estimates,5_9,78734.993
901,1990,estimates,10_14,79366.986
901,1990,estimates,15_19,83298.575
901,1990,estimates,20_24,85252.589
901,1990,estimates,25_29,90077.3
901,1990,estimates,30_34,90708.735
901,1990,estimates,35_39,86811.332
901,1990,estimates,40_44,80895.016
901,1990,estimates,45_49,64664.392
901,1990,estimates,50_54,67250.693
901,1990,estimates,55_59,59627.929
901,1990,estimates,60_64,58837.072
901,1990,estimates,65_69,49060.346
901,1990,estimates,70_74,32930.307
901,1990,estimates,75_79,30387.79
901,1990,estimates,80_84,19246.286
901,1990,estimates,85_89,8916.958
901,1990,estimates,90_94,2688.486
901,1990,estimates,95_99,558.187
901,1990,estimates,100plus,64.359
901,1995,estimates,0_4,71308.107
901,1995,estimates,5_9,78615.077
901,1995,estimates,10_14,80347.613
901,1995,estimates,15_19,80764.434
901,1995,estimates,20_24,83828.742
901,1995,estimates,25_29,85809.684
901,1995,estimates,30_34,91028.614
901,1995,estimates,35_39,90723.721
901,1995,estimates,40_44,86187.486
901,1995,estimates,45_49,79385.405
901,1995,estimates,50_54,63215.509
901,1995,estimates,55_59,64616.369
901,1995,estimates,60_64,56271.217
901,1995,estimates,65_69,53669.459
901,1995,estimates,70_74,42638.528
901,1995,estimates,75_79,26638.38
901,1995,estimates,80_84,21191.358
901,1995,estimates,85_89,10748.883
901,1995,estimates,90_94,3573.766
901,1995,estimates,95_99,680.359
901,1995,estimates,100plus,82.76
901,2000,estimates,0_4,65820.39
901,2000,estimates,5_9,72460.706
901,2000,estimates,10_14,80282.353
901,2000,estimates,15_19,81800.149
901,2000,estimates,20_24,81568.804
901,2000,estimates,25_29,84908.212
901,2000,estimates,30_34,86678.504
901,2000,estimates,35_39,91184.42
901,2000,estimates,40_44,90091.506
901,2000,estimates,45_49,85071.219
901,2000,estimates,50_54,77931.227
901,2000,estimates,55_59,61219.985
901,2000,estimates,60_64,61218.78
901,2000,estimates,65_69,51825.072
901,2000,estimates,70_74,46902.253
901,2000,estimates,75_79,34802.134
901,2000,estimates,80_84,19213.157
901,2000,estimates,85_89,12131.358
901,2000,estimates,90_94,4390.057
901,2000,estimates,95_99,907.344
901,2000,estimates,100plus,97.105
901,2005,estimates,0_4,65999.432
901,2005,estimates,5_9,66492.172
901,2005,estimates,10_14,73753.906
901,2005,estimates,15_19,81736.711
901,2005,estimates,20_24,83608.29
901,2005,estimates,25_29,83112.934
901,2005,estimates,30_34,86181.187
901,2005,estimates,35_39,87374.197
901,2005,estimates,40_44,91029.144
901,2005,estimates,45_49,89003.162
901,2005,estimates,50_54,83287.837
901,2005,estimates,55_59,75584.128
901,2005,estimates,60_64,58427.302
901,2005,estimates,65_69,56723.469
901,2005,estimates,70_74,46015.678
901,2005,estimates,75_79,38604.818
901,2005,estimates,80_84,25510.708
901,2005,estimates,85_89,11605.711
901,2005,estimates,90_94,5200.29
901,2005,estimates,95_99,1164.138
901,2005,estimates,100plus,130.316
901,2010,estimates,0_4,69363.104
901,2010,estimates,5_9,66762.616
901,2010,estimates,10_14,67953.928
901,2010,estimates,15_19,75474.879
901,2010,estimates,20_24,83434.357
901,2010,estimates,25_29,84679.834
901,2010,estimates,30_34,84447.365
901,2010,estimates,35_39,86845.195
901,2010,estimates,40_44,86881.584
901,2010,estimates,45_49,90687.87
901,2010,estimates,50_54,87643.668
901,2010,estimates,55_59,81177.493
901,2010,estimates,60_64,71958.617
901,2010,estimates,65_69,55315.825
901,2010,estimates,70_74,51077.241
901,2010,estimates,75_79,38939.329
901,2010,estimates,80_84,29420.617
901,2010,estimates,85_89,16022.211
901,2010,estimates,90_94,5383.816
901,2010,estimates,95_99,1492.435
901,2010,estimates,100plus,180.522
901,2015,constant_fertility,0_4,69120.505
901,2015,constant_mortality,0_4,69120.505
901,2015,estimates,0_4,69120.505
901,2015,high_variant,0_4,69120.505
901,2015,instant_replacement,0_4,69120.505
901,2015,low_variant,0_4,69120.505
901,2015,medium_variant,0_4,69120.505
901,2015,momentum,0_4,69120.505
901,2015,no_change,0_4,69120.505
901,2015,zero_migration,0_4,69120.505
901,2015,constant_fertility,5_9,69791.1
901,2015,constant_mortality,5_9,69791.1
901,2015,estimates,5_9,69791.1
901,2015,high_variant,5_9,69791.1
901,2015,instant_replacement,5_9,69791.1
901,2015,low_variant,5_9,69791.1
901,2015,medium_variant,5_9,69791.1
901,2015,momentum,5_9,69791.1
901,2015,no_change,5_9,69791.1
901,2015,zero_migration,5_9,69791.1
901,2015,constant_fertility,10_14,67128.992
901,2015,constant_mortality,10_14,67128.992
901,2015,estimates,10_14,67128.992
901,2015,high_variant,10_14,67128.992
901,2015,instant_replacement,10_14,67128.992
901,2015,low_variant,10_14,67128.992
901,2015,medium_variant,10_14,67128.992
901,2015,momentum,10_14,67128.992
901,2015,no_change,10_14,67128.992
901,2015,zero_migration,10_14,67128.992
901,2015,constant_fertility,15_19,68953.96
901,2015,constant_mortality,15_19,68953.96
901,2015,estimates,15_19,68953.96
901,2015,high_variant,15_19,68953.96
901,2015,instant_replacement,15_19,68953.96
901,2015,low_variant,15_19,68953.96
901,2015,medium_variant,15_19,68953.96
901,2015,momentum,15_19,68953.96
901,2015,no_change,15_19,68953.96
901,2015,zero_migration,15_19,68953.96
901,2015,constant_fertility,20_24,77519.16
901,2015,constant_mortality,20_24,77519.16
901,2015,estimates,20_24,77519.16
901,2015,high_variant,20_24,77519.16
901,2015,instant_replacement,20_24,77519.16
901,2015,low_variant,20_24,77519.16
901,2015,medium_variant,20_24,77519.16
901,2015,momentum,20_24,77519.16
901,2015,no_change,20_24,77519.16
901,2015,zero_migration,20_24,77519.16
901,2015,constant_fertility,25_29,85018.566
901,2015,constant_mortality,25_29,85018.566
901,2015,estimates,25_29,85018.566
901,2015,high_variant,25_29,85018.566
901,2015,instant_replacement,25_29,85018.566
901,2015,low_variant,25_29,85018.566
901,2015,medium_variant,25_29,85018.566
901,2015,momentum,25_29,85018.566
901,2015,no_change,25_29,85018.566
901,2015,zero_migration,25_29,85018.566
901,2015,constant_fertility,30_34,85495.373
901,2015,constant_mortality,30_34,85495.373
901,2015,estimates,30_34,85495.373
901,2015,high_variant,30_34,85495.373
901,2015,instant_replacement,30_34,85495.373
901,2015,low_variant,30_34,85495.373
901,2015,medium_variant,30_34,85495.373
901,2015,momentum,30_34,85495.373
901,2015,no_change,30_34,85495.373
901,2015,zero_migration,30_34,85495.373
901,2015,constant_fertility,35_39,84739.604
901,2015,constant_mortality,35_39,84739.604
901,2015,estimates,35_39,84739.604
901,2015,high_variant,35_39,84739.604
901,2015,instant_replacement,35_39,84739.604
901,2015,low_variant,35_39,84739.604
901,2015,medium_variant,35_39,84739.604
901,2015,momentum,35_39,84739.604
901,2015,no_change,35_39,84739.604
901,2015,zero_migration,35_39,84739.604
901,2015,constant_fertility,40_44,86788.72
901,2015,constant_mortality,40_44,86788.72
901,2015,estimates,40_44,86788.72
901,2015,high_variant,40_44,86788.72
901,2015,instant_replacement,40_44,86788.72
901,2015,low_variant,40_44,86788.72
901,2015,medium_variant,40_44,86788.72
901,2015,momentum,40_44,86788.72
901,2015,no_change,40_44,86788.72
901,2015,zero_migration,40_44,86788.72
901,2015,constant_fertility,45_49,86118.358
901,2015,constant_mortality,45_49,86118.358
901,2015,estimates,45_49,86118.358
901,2015,high_variant,45_49,86118.358
901,2015,instant_replacement,45_49,86118.358
901,2015,low_variant,45_49,86118.358
901,2015,medium_variant,45_49,86118.358
901,2015,momentum,45_49,86118.358
901,2015,no_change,45_49,86118.358
901,2015,zero_migration,45_49,86118.358
901,2015,constant_fertility,50_54,89169.452
901,2015,constant_mortality,50_54,89169.452
901,2015,estimates,50_54,89169.452
901,2015,high_variant,50_54,89169.452
901,2015,instant_replacement,50_54,89169.452
901,2015,low_variant,50_54,89169.452
901,2015,medium_variant,50_54,89169.452
901,2015,momentum,50_54,89169.452
901,2015,no_change,50_54,89169.452
901,2015,zero_migration,50_54,89169.452
901,2015,constant_fertility,55_59,85008.609
