region,year,variant,age5yearinterval,population
934,1950,estimates,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1950,estimates,0_4,222893.113
934,1950,estimates,5_9,176921.745
934,1950,estimates,10_14,165334.038
934,1950,estimates,15_19,151381.212
934,1950,estimates,20_24,134247.075
934,1950,estimates,25_29,117082.213
934,1950,estimates,30_34,105794.645
934,1950,estimates,35_39,94867.676
934,1950,estimates,40_44,82452.983
934,1950,estimates,45_49,70565.297
934,1950,estimates,50_54,58705.383
934,1950,estimates,55_59,47758.558
934,1950,estimates,60_64,38487.965
934,1950,estimates,65_69,27107.401
934,1950,estimates,70_74,17323.31
934,1950,estimates,75_79,9591.704
934,1950,estimates,80plus,5636.278
934,1955,estimates,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1955,estimates,0_4,280886.475
934,1955,estimates,5_9,205486.279
934,1955,estimates,10_14,171386.019
934,1955,estimates,15_19,161119.09
934,1955,estimates,20_24,146449.906
934,1955,estimates,25_29,129102.097
934,1955,estimates,30_34,112066.78
934,1955,estimates,35_39,100683.613
934,1955,estimates,40_44,89274.3709999999
934,1955,estimates,45_49,76360.313
934,1955,estimates,50_54,64160.352
934,1955,estimates,55_59,51826.94
934,1955,estimates,60_64,39679.618
934,1955,estimates,65_69,29251.013
934,1955,estimates,70_74,18363.829
934,1955,estimates,75_79,9797.242
934,1955,estimates,80plus,5858.091
934,1960,estimates,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1960,estimates,0_4,300766.18
934,1960,estimates,5_9,262009.801
934,1960,estimates,10_14,200131.345
934,1960,estimates,15_19,167262.509
934,1960,estimates,20_24,156368.279
934,1960,estimates,25_29,141743.959
934,1960,estimates,30_34,124404.43
934,1960,estimates,35_39,107282.913
934,1960,estimates,40_44,95350.112
934,1960,estimates,45_49,83464.527
934,1960,estimates,50_54,69912.025
934,1960,estimates,55_59,56786.851
934,1960,estimates,60_64,43317.924
934,1960,estimates,65_69,30437.242
934,1960,estimates,70_74,19937.482
934,1960,estimates,75_79,10280.897
934,1960,estimates,80plus,5945.935
934,1965,estimates,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1965,estimates,0_4,344073.926
934,1965,estimates,5_9,281948.907
934,1965,estimates,10_14,255593.951
934,1965,estimates,15_19,195941.76
934,1965,estimates,20_24,162546.744
934,1965,estimates,25_29,151802.686
934,1965,estimates,30_34,136991.759
934,1965,estimates,35_39,119539.068
934,1965,estimates,40_44,102144.824
934,1965,estimates,45_49,89494.4370000001
934,1965,estimates,50_54,76800.928
934,1965,estimates,55_59,62323.937
934,1965,estimates,60_64,47952.261
934,1965,estimates,65_69,33837.782
934,1965,estimates,70_74,21150.532
934,1965,estimates,75_79,11848.921
934,1965,estimates,80plus,6818.877
934,1970,estimates,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1970,estimates,0_4,385110.512
934,1970,estimates,5_9,327891.741
934,1970,estimates,10_14,277666.546
934,1970,estimates,15_19,251970.907
934,1970,estimates,20_24,191653.461
934,1970,estimates,25_29,158679.012
934,1970,estimates,30_34,147954.812
934,1970,estimates,35_39,132954.453
934,1970,estimates,40_44,115274.139
934,1970,estimates,45_49,97365.577
934,1970,estimates,50_54,83921.6199999999
934,1970,estimates,55_59,70350.018
934,1970,estimates,60_64,54742.257
934,1970,estimates,65_69,39507.028
934,1970,estimates,70_74,25458.2
934,1970,estimates,75_79,13812.55
934,1970,estimates,80plus,8696.665
