region,year,variant,age5yearinterval,population
941,1950,estimates,"Region, subregion, country or area *",Least developed countries
941,1950,estimates,0_4,32570.853
941,1950,estimates,5_9,25584.121
941,1950,estimates,10_14,22203.927
941,1950,estimates,15_19,19785.1
941,1950,estimates,20_24,17375.836
941,1950,estimates,25_29,15025.605
941,1950,estimates,30_34,12932.204
941,1950,estimates,35_39,11018.688
941,1950,estimates,40_44,9354.077
941,1950,estimates,45_49,7844.254
941,1950,estimates,50_54,6288.127
941,1950,estimates,55_59,5019.409
941,1950,estimates,60_64,3844.923
941,1950,estimates,65_69,2853.953
941,1950,estimates,70_74,1921.683
941,1950,estimates,75_79,1081.928
941,1950,estimates,80plus,554.368
941,1955,estimates,"Region, subregion, country or area *",Least developed countries
941,1955,estimates,0_4,37096.348
941,1955,estimates,5_9,28515.483
941,1955,estimates,10_14,24569.467
941,1955,estimates,15_19,21476.97
941,1955,estimates,20_24,18928.097
941,1955,estimates,25_29,16470.376
941,1955,estimates,30_34,14179.637
941,1955,estimates,35_39,12131.117
941,1955,estimates,40_44,10251.357
941,1955,estimates,45_49,8614.686
941,1955,estimates,50_54,7103.811
941,1955,estimates,55_59,5538.179
941,1955,estimates,60_64,4178.675
941,1955,estimates,65_69,2917.119
941,1955,estimates,70_74,1887.035
941,1955,estimates,75_79,1018.005
941,1955,estimates,80plus,544.701
941,1960,estimates,"Region, subregion, country or area *",Least developed countries
941,1960,estimates,0_4,42371.819
941,1960,estimates,5_9,32945.13
941,1960,estimates,10_14,27483.251
941,1960,estimates,15_19,23833.009
941,1960,estimates,20_24,20616.681
941,1960,estimates,25_29,18017.39
941,1960,estimates,30_34,15612.305
941,1960,estimates,35_39,13364.77
941,1960,estimates,40_44,11346.415
941,1960,estimates,45_49,9499.096
941,1960,estimates,50_54,7859.622
941,1960,estimates,55_59,6313.991
941,1960,estimates,60_64,4671.669
941,1960,estimates,65_69,3228.825
941,1960,estimates,70_74,1981.935
941,1960,estimates,75_79,1043.714
941,1960,estimates,80plus,552.574
941,1965,estimates,"Region, subregion, country or area *",Least developed countries
941,1965,estimates,0_4,48515.146
