region,year,variant,age5yearinterval,population
906,1950,estimates,"Region, subregion, country or area *",Eastern Asia
906,1950,estimates,0_4,94000.922
906,1950,estimates,5_9,72424.927
906,1950,estimates,10_14,68445.805
906,1950,estimates,15_19,64763.248
906,1950,estimates,20_24,57412.229
906,1950,estimates,25_29,50990.113
906,1950,estimates,30_34,48994.414
906,1950,estimates,35_39,44501.399
906,1950,estimates,40_44,38617.764
906,1950,estimates,45_49,34554.31
906,1950,estimates,50_54,28322.963
906,1950,estimates,55_59,25112.16
906,1950,estimates,60_64,19667.258
906,1950,estimates,65_69,14744.68
906,1950,estimates,70_74,8552.794
906,1950,estimates,75_79,4457.226
906,1950,estimates,80plus,1994.044
906,1955,estimates,"Region, subregion, country or area *",Eastern Asia
906,1955,estimates,0_4,118893.8
906,1955,estimates,5_9,87780.335
906,1955,estimates,10_14,70118.459
906,1955,estimates,15_19,66844.928
906,1955,estimates,20_24,62922.932
906,1955,estimates,25_29,55559.546
906,1955,estimates,30_34,49151.387
906,1955,estimates,35_39,46976.093
906,1955,estimates,40_44,42091.435
906,1955,estimates,45_49,35764.429
906,1955,estimates,50_54,31449.42
906,1955,estimates,55_59,25058.178
906,1955,estimates,60_64,20577.987
906,1955,estimates,65_69,14480.133
906,1955,estimates,70_74,9574.575
906,1955,estimates,75_79,4494.345
906,1955,estimates,80plus,2289.843
906,1960,estimates,"Region, subregion, country or area *",Eastern Asia
906,1960,estimates,0_4,113049.957
906,1960,estimates,5_9,111772.778
906,1960,estimates,10_14,85551.604
906,1960,estimates,15_19,68523.673
906,1960,estimates,20_24,65126.999
906,1960,estimates,25_29,61369.637
906,1960,estimates,30_34,53921.521
906,1960,estimates,35_39,47378.868
906,1960,estimates,40_44,44731.357
906,1960,estimates,45_49,39462.98
906,1960,estimates,50_54,32764.935
906,1960,estimates,55_59,27627.751
906,1960,estimates,60_64,20466.343
906,1960,estimates,65_69,15160.477
906,1960,estimates,70_74,9254.815
906,1960,estimates,75_79,4764.373
906,1960,estimates,80plus,2086.985
906,1965,estimates,"Region, subregion, country or area *",Eastern Asia
906,1965,estimates,0_4,131987.98
906,1965,estimates,5_9,105881.298
906,1965,estimates,10_14,108777.022
906,1965,estimates,15_19,83912.149
906,1965,estimates,20_24,66594.399
906,1965,estimates,25_29,63457.553
906,1965,estimates,30_34,59499.952
906,1965,estimates,35_39,51983.489
906,1965,estimates,40_44,45244.504
906,1965,estimates,45_49,41991.658
906,1965,estimates,50_54,36190.398
906,1965,estimates,55_59,28869.053
906,1965,estimates,60_64,22735.577
906,1965,estimates,65_69,15349.292
906,1965,estimates,70_74,9887.541
906,1965,estimates,75_79,4990.498
906,1965,estimates,80plus,2560.712
906,1970,estimates,"Region, subregion, country or area *",Eastern Asia
906,1970,estimates,0_4,153042.885
906,1970,estimates,5_9,127483.409
906,1970,estimates,10_14,105147.851
906,1970,estimates,15_19,107999.542
906,1970,estimates,20_24,82620.708
906,1970,estimates,25_29,65703.95
906,1970,estimates,30_34,62485.03
906,1970,estimates,35_39,58374.317
906,1970,estimates,40_44,50682.467
906,1970,estimates,45_49,43571.834
906,1970,estimates,50_54,39787.219
906,1970,estimates,55_59,33511.983
906,1970,estimates,60_64,25571.962
906,1970,estimates,65_69,18849.698
906,1970,estimates,70_74,11672.95
906,1970,estimates,75_79,6447.624
906,1970,estimates,80plus,3471.672
906,1975,estimates,"Region, subregion, country or area *",Eastern Asia
906,1975,estimates,0_4,145380.445
906,1975,estimates,5_9,149744.483
906,1975,estimates,10_14,126520.063
906,1975,estimates,15_19,104405.144
906,1975,estimates,20_24,107065.436
906,1975,estimates,25_29,81848.003
906,1975,estimates,30_34,65053.634
906,1975,estimates,35_39,61712.796
906,1975,estimates,40_44,57375.35
906,1975,estimates,45_49,49422.728
906,1975,estimates,50_54,41892.523
906,1975,estimates,55_59,37345.488
906,1975,estimates,60_64,30265.763
906,1975,estimates,65_69,21800.777
906,1975,estimates,70_74,14772.984
906,1975,estimates,75_79,7893.381
906,1975,estimates,80plus,4720.34
906,1980,estimates,"Region, subregion, country or area *",Eastern Asia
906,1980,estimates,0_4,117576.853
906,1980,estimates,5_9,143184.556
906,1980,estimates,10_14,148880.025
906,1980,estimates,15_19,125871.701
906,1980,estimates,20_24,103756.155
906,1980,estimates,25_29,106166.822
906,1980,estimates,30_34,81277.643
906,1980,estimates,35_39,64584.628
906,1980,estimates,40_44,60944.875
906,1980,estimates,45_49,56355.839
906,1980,estimates,50_54,48037.008
906,1980,estimates,55_59,39990.212
906,1980,estimates,60_64,34564.447
906,1980,estimates,65_69,26578.006
906,1980,estimates,70_74,17568.379
906,1980,estimates,75_79,10306.424
906,1980,estimates,80plus,6144.235
906,1985,estimates,"Region, subregion, country or area *",Eastern Asia
906,1985,estimates,0_4,122035.718
906,1985,estimates,5_9,116384.982
906,1985,estimates,10_14,142563.071
