country,year,variant,agebroad,feminityratio_femaleper100male
31,1950,estimates,total,112.39824712591
31,1950,estimates,0_1,100.590522119974
31,1950,estimates,0_4,102.091384252234
31,1950,estimates,0_14,105.265844526576
31,1950,estimates,0_17,103.473019924839
31,1950,estimates,0_19,102.240262670046
31,1950,estimates,0_24,100.677490412812
31,1950,estimates,3_4,105.110524743603
31,1950,estimates,3_5,106.158004372751
31,1950,estimates,3_6,107.040789815537
31,1950,estimates,4_5,107.416823860685
31,1950,estimates,4_6,108.213152581483
31,1950,estimates,5_10,109.025438414085
31,1950,estimates,5_11,108.663893347309
31,1950,estimates,5_14,106.793196095737
31,1950,estimates,6_9,109.495845232216
31,1950,estimates,6_10,109.0989671956
31,1950,estimates,6_11,108.680919042231
31,1950,estimates,6_12,108.17467156412
31,1950,estimates,7_10,108.983640728816
31,1950,estimates,7_12,108.01656481354
31,1950,estimates,11_16,102.464787250607
31,1950,estimates,11_17,101.277731749977
31,1950,estimates,11_18,100.243148743458
31,1950,estimates,12_14,104.051935169037
31,1950,estimates,12_16,101.513664749425
31,1950,estimates,12_17,100.2669004732
31,1950,estimates,12_18,99.2086652469963
31,1950,estimates,13_17,98.9411313175922
31,1950,estimates,13_18,97.8810586663449
31,1950,estimates,13_19,97.1076624636275
31,1950,estimates,15plus,115.987559314858
31,1950,estimates,15_17,95.8725352701334
31,1950,estimates,15_24,94.3362521043006
31,1950,estimates,15_49,115.997845123536
31,1950,estimates,15_59,114.782431909549
31,1950,estimates,15_64,114.686653021495
31,1950,estimates,16plus,116.742925005984
31,1950,estimates,17plus,117.648802416408
31,1950,estimates,18plus,118.696949415466
31,1950,estimates,18_23,92.6486168632679
31,1950,estimates,20plus,121.166207529844
31,1950,estimates,20_64,120.212221343138
31,1950,estimates,20_69,120.503462953347
31,1950,estimates,21plus,122.582734297426
31,1950,estimates,25plus,128.386227607205
31,1950,estimates,25_49,137.520569663094
31,1950,estimates,25_64,128.416096415075
31,1950,estimates,25_69,128.186642199752
31,1950,estimates,50plus,115.959662930085
31,1950,estimates,60plus,122.340771267952
31,1950,estimates,65plus,128.218537122411
31,1950,estimates,70plus,130.577654072243
31,1950,estimates,75plus,136.860994397759
31,1950,estimates,80plus,148.60028543199
31,1950,estimates,85plus,168.618266978923
31,1950,estimates,90plus,198.414376321353
31,1955,estimates,total,111.167453743129
31,1955,estimates,0_1,90.6224660559322
31,1955,estimates,0_4,92.5008282455393
31,1955,estimates,0_14,98.6555644639355
31,1955,estimates,0_17,100.280058687959
31,1955,estimates,0_19,100.651960954598
31,1955,estimates,0_24,99.5755429897767
31,1955,estimates,3_4,94.8848487634458
31,1955,estimates,3_5,95.6293635739941
31,1955,estimates,3_6,96.3836828915233
31,1955,estimates,4_5,96.4973618154807
31,1955,estimates,4_6,97.3055510512945
31,1955,estimates,5_10,101.767234609411
31,1955,estimates,5_11,102.56882168926
31,1955,estimates,5_14,104.565129304305
31,1955,estimates,6_9,102.061956069446
31,1955,estimates,6_10,102.963829724205
31,1955,estimates,6_11,103.802583252109
31,1955,estimates,6_12,104.571751980883
31,1955,estimates,7_10,104.170176091513
31,1955,estimates,7_12,105.811971830986
31,1955,estimates,11_16,108.964795341338
31,1955,estimates,11_17,108.464072384385
31,1955,estimates,11_18,107.819040548439
31,1955,estimates,12_14,109.863423139192
31,1955,estimates,12_16,108.892609423583
31,1955,estimates,12_17,108.35597969201
31,1955,estimates,12_18,107.676088027943
31,1955,estimates,13_17,108.100073583517
31,1955,estimates,13_18,107.408570598217
31,1955,estimates,13_19,106.555759143776
31,1955,estimates,15plus,117.287261436
31,1955,estimates,15_17,107.429703509085
31,1955,estimates,15_24,100.827902524209
31,1955,estimates,15_49,112.915497876603
31,1955,estimates,15_59,115.598801113722
31,1955,estimates,15_64,115.2626271018
31,1955,estimates,16plus,117.586818015379
31,1955,estimates,17plus,117.990308791688
31,1955,estimates,18plus,118.519746983469
31,1955,estimates,18_23,98.6060656520729
31,1955,estimates,20plus,120.006213508775
31,1955,estimates,20_64,117.8250412966
31,1955,estimates,20_69,118.242712824951
31,1955,estimates,21plus,120.983867692074
31,1955,estimates,25plus,126.517762724163
31,1955,estimates,25_49,123.746079473289
31,1955,estimates,25_64,124.880448172596
31,1955,estimates,25_69,124.878434773885
31,1955,estimates,50plus,131.154889375995
31,1955,estimates,60plus,127.747484362252
31,1955,estimates,65plus,135.221895144763
31,1955,estimates,70plus,143.391072618255
31,1955,estimates,75plus,146.929545378405
31,1955,estimates,80plus,159.980285855101
31,1955,estimates,85plus,180.286870172858
31,1955,estimates,90plus,228.591954022988
31,1960,estimates,total,108.957610631946
31,1960,estimates,0_1,95.7621735421695
31,1960,estimates,0_4,93.7891775872872
31,1960,estimates,0_14,94.4611469514584
31,1960,estimates,0_17,95.5552814637143
31,1960,estimates,0_19,96.4025613357373
31,1960,estimates,0_24,98.2649595464043
31,1960,estimates,3_4,91.6723600178227
31,1960,estimates,3_5,91.4142142224602
31,1960,estimates,3_6,91.285154286863
31,1960,estimates,4_5,91.0498793242156
31,1960,estimates,4_6,90.98139230524
31,1960,estimates,5_10,92.1605120008973
31,1960,estimates,5_11,92.8599051131379
31,1960,estimates,5_14,95.0939284225749
31,1960,estimates,6_9,91.8729538494033
31,1960,estimates,6_10,92.5114288751861
31,1960,estimates,6_11,93.3275305131627
31,1960,estimates,6_12,94.220144939111
31,1960,estimates,7_10,93.0480533965559
31,1960,estimates,7_12,95.0125489322701
31,1960,estimates,11_16,104.14756067632
31,1960,estimates,11_17,104.890277825475
31,1960,estimates,11_18,105.549633476642
31,1960,estimates,12_14,103.951682269787
31,1960,estimates,12_16,105.541130505295
31,1960,estimates,12_17,106.260081852314
31,1960,estimates,12_18,106.857557963557
31,1960,estimates,13_17,107.365192264948
31,1960,estimates,13_18,107.903347039837
31,1960,estimates,13_19,108.215492314716
31,1960,estimates,15plus,119.223211178873
31,1960,estimates,15_17,109.259199274423
31,1960,estimates,15_24,107.660343731735
31,1960,estimates,15_49,111.451352711609
31,1960,estimates,15_59,116.46314191186
31,1960,estimates,15_64,117.007260764836
31,1960,estimates,16plus,119.46056830979
31,1960,estimates,17plus,119.647264500206
31,1960,estimates,18plus,119.820326967649
31,1960,estimates,18_23,108.088915014957
31,1960,estimates,20plus,120.336918353916
31,1960,estimates,20_64,117.966166071574
31,1960,estimates,20_69,117.957856824431
31,1960,estimates,21plus,120.743758613463
31,1960,estimates,25plus,123.87071596101
31,1960,estimates,25_49,113.736475299372
31,1960,estimates,25_64,121.3456794516
31,1960,estimates,25_69,121.18127339234
31,1960,estimates,50plus,144.151926240719
31,1960,estimates,60plus,137.064198864064
31,1960,estimates,65plus,140.181760723212
31,1960,estimates,70plus,150.168806730131
31,1960,estimates,75plus,161.476199653112
31,1960,estimates,80plus,170.380137647134
31,1960,estimates,85plus,194.123314065511
31,1960,estimates,90plus,243.615257048093
31,1965,estimates,total,106.996160425946
31,1965,estimates,0_1,95.4487481873613
31,1965,estimates,0_4,95.0186666170132
31,1965,estimates,0_14,93.507825725175
31,1965,estimates,0_17,93.9693074281886
31,1965,estimates,0_19,94.4503119135432
31,1965,estimates,0_24,95.8173362956016
31,1965,estimates,3_4,94.5556173363378
31,1965,estimates,3_5,94.3537250774533
31,1965,estimates,3_6,94.1448568219423
31,1965,estimates,4_5,94.1502370551085
31,1965,estimates,4_6,93.9329467494283
31,1965,estimates,5_10,92.8309687993258
31,1965,estimates,5_11,92.6086624145918
