country,year,variant,agebroad,feminityratio_femaleper100male
214,1950,estimates,total,97.4970538098352
214,1950,estimates,0_1,97.594106710913
214,1950,estimates,0_4,97.3547943790503
214,1950,estimates,0_14,98.3829721138964
214,1950,estimates,0_17,98.9124517191059
214,1950,estimates,0_19,99.2477473506812
214,1950,estimates,0_24,99.9132662557909
214,1950,estimates,3_4,97.1214160550575
214,1950,estimates,3_5,97.1611059313542
214,1950,estimates,3_6,97.2370838194081
214,1950,estimates,4_5,97.1844293272865
214,1950,estimates,4_6,97.2815014887674
214,1950,estimates,5_10,98.1278409949908
214,1950,estimates,5_11,98.3706054964268
214,1950,estimates,5_14,99.1025963412334
214,1950,estimates,6_9,98.0818141667048
214,1950,estimates,6_10,98.3229182699707
214,1950,estimates,6_11,98.5797041481328
214,1950,estimates,6_12,98.840336284609
214,1950,estimates,7_10,98.5464798412922
214,1950,estimates,7_12,99.0853288435454
214,1950,estimates,11_16,101.199958622117
214,1950,estimates,11_17,101.428321109415
214,1950,estimates,11_18,101.64283487015
214,1950,estimates,12_14,100.993343919992
214,1950,estimates,12_16,101.47458610255
214,1950,estimates,12_17,101.702896404667
214,1950,estimates,12_18,101.916569804985
214,1950,estimates,13_17,101.970183353577
214,1950,estimates,13_18,102.183285599514
214,1950,estimates,13_19,102.37808436257
214,1950,estimates,15plus,96.767260419618
214,1950,estimates,15_17,102.490036107398
214,1950,estimates,15_24,103.467840652851
214,1950,estimates,15_49,98.0372925498019
214,1950,estimates,15_59,96.9378580931117
214,1950,estimates,15_64,96.7255672252064
214,1950,estimates,16plus,96.5366182536326
214,1950,estimates,17plus,96.2718489809067
214,1950,estimates,18plus,95.972681681218
214,1950,estimates,18_23,103.979794200187
214,1950,estimates,20plus,95.2777156970071
214,1950,estimates,20_64,95.1263698311972
214,1950,estimates,20_69,95.0782414307005
214,1950,estimates,21plus,94.8848219039269
214,1950,estimates,25plus,93.0850624414353
214,1950,estimates,25_49,93.939786758272
214,1950,estimates,25_64,92.7090129853515
214,1950,estimates,25_69,92.7368600102058
214,1950,estimates,50plus,90.793783175654
214,1950,estimates,60plus,94.8505292977486
214,1950,estimates,65plus,97.5587483258249
214,1950,estimates,70plus,100.920892044824
214,1950,estimates,75plus,104.84643232512
214,1950,estimates,80plus,107.378472222222
214,1950,estimates,85plus,107.001795332136
214,1950,estimates,90plus,104.428044280443
214,1955,estimates,total,97.3202044830728
214,1955,estimates,0_1,96.7616139723622
214,1955,estimates,0_4,97.0249715593882
214,1955,estimates,0_14,97.6691262565574
214,1955,estimates,0_17,98.3281205727122
214,1955,estimates,0_19,98.7702454204682
214,1955,estimates,0_24,99.4994840380432
214,1955,estimates,3_4,97.3168599797685
214,1955,estimates,3_5,97.3710025505199
214,1955,estimates,3_6,97.4164969290139
214,1955,estimates,4_5,97.4354931945977
214,1955,estimates,4_6,97.4781835402312
214,1955,estimates,5_10,97.7004104024281
214,1955,estimates,5_11,97.7355543987506
214,1955,estimates,5_14,98.1704018230405
214,1955,estimates,6_9,97.7020761943157
214,1955,estimates,6_10,97.7502079791659
214,1955,estimates,6_11,97.7851757132149
