country,year,variant,agebroad,feminityrato_femaleper100male
231,1950,estimates,total,101.465198697013
231,1950,estimates,0_1,97.3611472358823
231,1950,estimates,0_4,97.6169945912048
231,1950,estimates,0_14,98.1654203339129
231,1950,estimates,0_17,98.1504507304943
231,1950,estimates,0_19,98.1386408982608
231,1950,estimates,0_24,98.2039306125322
231,1950,estimates,3_4,97.9158476830233
231,1950,estimates,3_5,97.9996572709296
231,1950,estimates,3_6,98.0781296780828
231,1950,estimates,4_5,98.0935835958627
231,1950,estimates,4_6,98.171637745004
231,1950,estimates,5_10,98.4884385544317
231,1950,estimates,5_11,98.5288376477413
231,1950,estimates,5_14,98.5584618599506
231,1950,estimates,6_9,98.516115050747
231,1950,estimates,6_10,98.558243058404
231,1950,estimates,6_11,98.5957672997676
231,1950,estimates,6_12,98.620607388209
231,1950,estimates,7_10,98.6185196815564
231,1950,estimates,7_12,98.673903440838
231,1950,estimates,11_16,98.5096818418267
231,1950,estimates,11_17,98.4253526740975
231,1950,estimates,11_18,98.3663510820268
231,1950,estimates,12_14,98.6400710806561
231,1950,estimates,12_16,98.4455779560075
231,1950,estimates,12_17,98.3556376647803
231,1950,estimates,12_18,98.2962888303808
231,1950,estimates,13_17,98.2612584228553
231,1950,estimates,13_18,98.2055542001835
231,1950,estimates,13_19,98.1881305066018
231,1950,estimates,15plus,104.146193093808
231,1950,estimates,15_17,98.0451064854312
231,1950,estimates,15_24,98.2942148145479
231,1950,estimates,15_49,99.2964962403254
231,1950,estimates,15_59,101.428162853846
231,1950,estimates,15_64,102.319017410983
231,1950,estimates,16plus,104.388903417993
231,1950,estimates,17plus,104.655281351346
231,1950,estimates,18plus,104.942531379281
231,1950,estimates,18_23,98.3225396965234
231,1950,estimates,20plus,105.553639835354
231,1950,estimates,20_64,103.364569273969
231,1950,estimates,20_69,104.328558880312
231,1950,estimates,21plus,105.873415011743
231,1950,estimates,25plus,107.24983600655
231,1950,estimates,25_49,99.9937729546481
231,1950,estimates,25_64,104.611984669985
231,1950,estimates,25_69,105.778725210044
231,1950,estimates,50plus,130.5261437527
231,1950,estimates,60plus,138.229446497484
231,1950,estimates,65plus,142.801485223632
231,1950,estimates,70plus,145.771773835363
231,1950,estimates,75plus,155.605801027929
231,1950,estimates,80plus,160.114905841047
231,1950,estimates,85plus,192.828685258964
231,1950,estimates,90plus,260.512820512821
231,1955,estimates,total,101.313175841448
231,1955,estimates,0_1,100.321697048426
231,1955,estimates,0_4,99.5795338230617
231,1955,estimates,0_14,98.7483753506301
231,1955,estimates,0_17,98.7296259930376
231,1955,estimates,0_19,98.7218980197073
231,1955,estimates,0_24,98.7068893204375
231,1955,estimates,3_4,98.7992006865194
231,1955,estimates,3_5,98.6450457475944
231,1955,estimates,3_6,98.5205284314254
