country,year,variant,agebroad,feminityrato_femaleper100male
591,1950,estimates,total,95.1736711021911
591,1950,estimates,0_1,96.8079945667993
591,1950,estimates,0_4,96.8893470790378
591,1950,estimates,0_14,97.0828522018204
591,1950,estimates,0_17,97.092410691084
591,1950,estimates,0_19,97.0800810748103
591,1950,estimates,0_24,96.976981789771
591,1950,estimates,3_4,96.9844464775846
591,1950,estimates,3_5,97.0072829410156
591,1950,estimates,3_6,97.0349278663629
591,1950,estimates,4_5,97.0345587955746
591,1950,estimates,4_6,97.063377374071
591,1950,estimates,5_10,97.1727528089888
591,1950,estimates,5_11,97.1859222766891
591,1950,estimates,5_14,97.2088693145706
591,1950,estimates,6_9,97.1819390792223
591,1950,estimates,6_10,97.1986825402272
591,1950,estimates,6_11,97.2103284613263
591,1950,estimates,6_12,97.2204682645922
591,1950,estimates,7_10,97.2188897371579
591,1950,estimates,7_12,97.2384134737851
591,1950,estimates,11_16,97.2454175152749
591,1950,estimates,11_17,97.2261199651418
591,1950,estimates,11_18,97.2002099186565
591,1950,estimates,12_14,97.2716330078909
591,1950,estimates,12_16,97.2390669950535
591,1950,estimates,12_17,97.2171628721541
591,1950,estimates,12_18,97.1882286602557
591,1950,estimates,13_17,97.201512465019
591,1950,estimates,13_18,97.1696067090804
591,1950,estimates,13_19,97.1284341631414
591,1950,estimates,15plus,93.7979984218627
591,1950,estimates,15_17,97.1572521329803
591,1950,estimates,15_24,96.7381333855167
591,1950,estimates,15_49,94.6351470157273
591,1950,estimates,15_59,93.9429764162791
591,1950,estimates,15_64,93.7938988188173
591,1950,estimates,16plus,93.6687357337755
591,1950,estimates,17plus,93.5354751272155
591,1950,estimates,18plus,93.3987745076615
591,1950,estimates,18_23,96.6153846153846
591,1950,estimates,20plus,93.1197766332749
591,1950,estimates,20_64,93.0600928582714
591,1950,estimates,20_69,93.0188344694433
591,1950,estimates,21plus,92.9788787969394
591,1950,estimates,25plus,92.4182856486929
591,1950,estimates,25_49,93.2369467461395
591,1950,estimates,25_64,92.2743340487312
591,1950,estimates,25_69,92.2560654567021
591,1950,estimates,50plus,90.4541730071403
591,1950,estimates,60plus,92.4629127452545
591,1950,estimates,65plus,93.8602592475498
591,1950,estimates,70plus,95.3979546465095
591,1950,estimates,75plus,97.4526600541028
591,1950,estimates,80plus,100.781686208822
591,1950,estimates,85plus,105.595667870036
591,1950,estimates,90plus,106.4
591,1955,estimates,total,95.6784595162253
591,1955,estimates,0_1,96.9800491937688
591,1955,estimates,0_4,96.9849363772455
591,1955,estimates,0_14,97.1140758143611
591,1955,estimates,0_17,97.1478565179353
591,1955,estimates,0_19,97.1603521435151
591,1955,estimates,0_24,97.1372351324541
591,1955,estimates,3_4,96.9955466348868
591,1955,estimates,3_5,97.008747599744
591,1955,estimates,3_6,97.0207697704394
591,1955,estimates,4_5,97.0184386033738
591,1955,estimates,4_6,97.031704770157
591,1955,estimates,5_10,97.1226254676189
591,1955,estimates,5_11,97.1436427279745
591,1955,estimates,5_14,97.1996589676019
591,1955,estimates,6_9,97.1198451254703
591,1955,estimates,6_10,97.141711706361
591,1955,estimates,6_11,97.163753345816
591,1955,estimates,6_12,97.1851317214002
591,1955,estimates,7_10,97.1640183649177
591,1955,estimates,7_12,97.2085897535769
591,1955,estimates,11_16,97.3510812364569
591,1955,estimates,11_17,97.3533224659539
591,1955,estimates,11_18,97.3518472035233
591,1955,estimates,12_14,97.3533764763922
591,1955,estimates,12_16,97.3655817299047
591,1955,estimates,12_17,97.3660170523751
591,1955,estimates,12_18,97.3626635904372
591,1955,estimates,13_17,97.374289218419
591,1955,estimates,13_18,97.3690421865903
591,1955,estimates,13_19,97.3602335494305
591,1955,estimates,15plus,94.6047241349255
591,1955,estimates,15_17,97.3799686108708
591,1955,estimates,15_24,97.1906908684004
591,1955,estimates,15_49,95.2596222170879
591,1955,estimates,15_59,94.7307534569879
591,1955,estimates,15_64,94.5783535995476
591,1955,estimates,16plus,94.4965028126007
591,1955,estimates,17plus,94.3833419905599
591,1955,estimates,18plus,94.26573919031
591,1955,estimates,18_23,97.1612999237308
591,1955,estimates,20plus,94.018362746715
591,1955,estimates,20_64,93.9373958276096
591,1955,estimates,20_69,93.9081532872876
591,1955,estimates,21plus,93.8894802121727
591,1955,estimates,25plus,93.3651049080894
591,1955,estimates,25_49,93.9443019421034
591,1955,estimates,25_64,93.197394989051
591,1955,estimates,25_69,93.19210179138
591,1955,estimates,50plus,91.9890657102065
591,1955,estimates,60plus,93.456263441808
591,1955,estimates,65plus,94.9969561126792
591,1955,estimates,70plus,96.4019138755981
591,1955,estimates,75plus,97.5794251134645
591,1955,estimates,80plus,98.8277727682597
591,1955,estimates,85plus,100.420757363254
591,1955,estimates,90plus,101.863354037267
591,1960,estimates,total,95.9272754943042
591,1960,estimates,0_1,96.4704788902572
591,1960,estimates,0_4,96.6798943107936
591,1960,estimates,0_14,96.9827671644513
591,1960,estimates,0_17,97.0298059750663
591,1960,estimates,0_19,97.0551388535524
591,1960,estimates,0_24,97.0806309864169
591,1960,estimates,3_4,96.9014158918005
591,1960,estimates,3_5,96.9488967153022
591,1960,estimates,3_6,96.9885231255584
591,1960,estimates,4_5,97.0025597974182
591,1960,estimates,4_6,97.039338249055
591,1960,estimates,5_10,97.1626169378493
591,1960,estimates,5_11,97.1672023991237
591,1960,estimates,5_14,97.1851851851852
591,1960,estimates,6_9,97.1772384885465
