country,year,variant,agebroad,feminityratio_femaleper100male
356,1950,estimates,total,94.8780009745837
356,1950,estimates,0_1,99.2987884980295
356,1950,estimates,0_4,98.190712087896
356,1950,estimates,0_14,97.5660559400214
356,1950,estimates,0_17,97.4550367852828
356,1950,estimates,0_19,97.2569462983654
356,1950,estimates,0_24,96.4373064482514
356,1950,estimates,3_4,97.036541812265
356,1950,estimates,3_5,96.8750504337572
356,1950,estimates,3_6,96.7738639605017
356,1950,estimates,4_5,96.6689696459643
356,1950,estimates,4_6,96.5979932316096
356,1950,estimates,5_10,96.7554787258192
356,1950,estimates,5_11,96.9028053902062
356,1950,estimates,5_14,97.1787299880444
356,1950,estimates,6_9,96.6675732325092
356,1950,estimates,6_10,96.8029412128036
356,1950,estimates,6_11,96.9689382731402
356,1950,estimates,6_12,97.1221079332299
356,1950,estimates,7_10,96.8955327659063
356,1950,estimates,7_12,97.2406272827147
356,1950,estimates,11_16,97.5873956669667
356,1950,estimates,11_17,97.4156410606172
356,1950,estimates,11_18,97.1965134231695
356,1950,estimates,12_14,97.8647593669422
356,1950,estimates,12_16,97.5373492026682
356,1950,estimates,12_17,97.3434026901727
356,1950,estimates,12_18,97.100781310104
356,1950,estimates,13_17,97.1891429230383
356,1950,estimates,13_18,96.9280892270402
356,1950,estimates,13_19,96.617099587531
356,1950,estimates,15plus,93.3006272191586
356,1950,estimates,15_17,96.792677331314
356,1950,estimates,15_24,94.2881268713822
356,1950,estimates,15_49,92.5142932111536
356,1950,estimates,15_59,92.5186954687504
356,1950,estimates,15_64,92.7899807837172
356,1950,estimates,16plus,93.1661714135866
356,1950,estimates,17plus,93.0369370862791
356,1950,estimates,18plus,92.9196965061749
356,1950,estimates,18_23,93.3754520095892
356,1950,estimates,20plus,92.7568286365845
356,1950,estimates,20_64,92.1093848994913
356,1950,estimates,20_69,92.2712767197016
356,1950,estimates,21plus,92.7214101733602
356,1950,estimates,25plus,92.8607082534547
356,1950,estimates,25_49,91.4339861618328
356,1950,estimates,25_64,92.0731524667796
356,1950,estimates,25_69,92.2719807725866
356,1950,estimates,50plus,96.7472320397755
356,1950,estimates,60plus,101.986011620503
356,1950,estimates,65plus,103.495899803604
356,1950,estimates,70plus,106.897695417392
356,1950,estimates,75plus,114.209779674848
356,1950,estimates,80plus,125.829995033935
356,1950,estimates,85plus,144.114186851211
356,1950,estimates,90plus,172.174157303371
356,1955,estimates,total,94.3293342871711
356,1955,estimates,0_1,93.6038830180044
356,1955,estimates,0_4,94.3892417069983
356,1955,estimates,0_14,95.3797843742105
356,1955,estimates,0_17,95.6631812937699
356,1955,estimates,0_19,95.8188922948848
356,1955,estimates,0_24,95.875741719705
356,1955,estimates,3_4,95.2970321778834
356,1955,estimates,3_5,95.4753611795043
356,1955,estimates,3_6,95.6188029193901
356,1955,estimates,4_5,95.6923607448471
356,1955,estimates,4_6,95.8219963605812
356,1955,estimates,5_10,96.1312958315831
356,1955,estimates,5_11,96.0888339611834
356,1955,estimates,5_14,96.1027565194399
356,1955,estimates,6_9,96.2124678238594
356,1955,estimates,6_10,96.1911021229786
356,1955,estimates,6_11,96.131143081125
356,1955,estimates,6_12,96.0782115367102
356,1955,estimates,7_10,96.2148741321578
356,1955,estimates,7_12,96.0732395599353
356,1955,estimates,11_16,96.4727373042645
356,1955,estimates,11_17,96.6603899987036
356,1955,estimates,11_18,96.7942477211959
356,1955,estimates,12_14,96.1392891544743
356,1955,estimates,12_16,96.6115584999022
356,1955,estimates,12_17,96.8094758302197
356,1955,estimates,12_18,96.9430111985265
356,1955,estimates,13_17,97.0331892178668
356,1955,estimates,13_18,97.1539181800593
356,1955,estimates,13_19,97.1998882580723
356,1955,estimates,15plus,93.6705298729553
356,1955,estimates,15_17,97.5038018115081
356,1955,estimates,15_24,96.9035179162158
356,1955,estimates,15_49,93.3084314736561
356,1955,estimates,15_59,93.045645614413
356,1955,estimates,15_64,93.0418408854808
356,1955,estimates,16plus,93.5549238160792
356,1955,estimates,17plus,93.4165911236479
356,1955,estimates,18plus,93.2608130181946
356,1955,estimates,18_23,96.9267726293288
356,1955,estimates,20plus,92.9385444452212
356,1955,estimates,20_64,92.1394141472685
356,1955,estimates,20_69,92.4329696366718
356,1955,estimates,21plus,92.7809359224807
356,1955,estimates,25plus,92.2674766588002
356,1955,estimates,25_49,91.1718183177166
356,1955,estimates,25_64,91.2406958677842
356,1955,estimates,25_69,91.6294007784297
356,1955,estimates,50plus,95.2331153087982
356,1955,estimates,60plus,100.80714787248
356,1955,estimates,65plus,106.005842339051
356,1955,estimates,70plus,109.930962075853
356,1955,estimates,75plus,117.343839530577
356,1955,estimates,80plus,136.179797304511
356,1955,estimates,85plus,171.352686359449
356,1955,estimates,90plus,224.117887007954
356,1960,estimates,total,93.7981455698838
356,1960,estimates,0_1,96.0695291454959
356,1960,estimates,0_4,94.4167069232083
356,1960,estimates,0_14,94.0768152728165
356,1960,estimates,0_17,94.2621885203558
356,1960,estimates,0_19,94.4025720590934
356,1960,estimates,0_24,94.8669385115455
356,1960,estimates,3_4,92.8803217732644
356,1960,estimates,3_5,92.6915696418568
356,1960,estimates,3_6,92.5850740312601
356,1960,estimates,4_5,92.4462926081308
356,1960,estimates,4_6,92.3804063054592
356,1960,estimates,5_10,92.8073419312619
356,1960,estimates,5_11,93.0983741899535
356,1960,estimates,5_14,93.8488785455757
356,1960,estimates,6_9,92.666019150766
356,1960,estimates,6_10,92.9255308493706
356,1960,estimates,6_11,93.2571471712061
356,1960,estimates,6_12,93.5964351753426
356,1960,estimates,7_10,93.1199537960146
356,1960,estimates,7_12,93.868035513237
356,1960,estimates,11_16,95.8202107742636
356,1960,estimates,11_17,95.7742154372641
356,1960,estimates,11_18,95.7858334312698
356,1960,estimates,12_14,96.1324222156259
356,1960,estimates,12_16,95.9487996044814
356,1960,estimates,12_17,95.8737987771744
