country,year,variant,agebroad,feminityrato_femaleper100male
268,1950,estimates,total,116.484738671852
268,1950,estimates,0_1,97.8218548091302
268,1950,estimates,0_4,103.494860290777
268,1950,estimates,0_14,108.611256723242
268,1950,estimates,0_17,107.167868362543
268,1950,estimates,0_19,106.125184570691
268,1950,estimates,0_24,104.594457753958
268,1950,estimates,3_4,111.944520485446
268,1950,estimates,3_5,113.590329453176
268,1950,estimates,3_6,114.676562445979
268,1950,estimates,4_5,115.634962173479
268,1950,estimates,4_6,116.404554044135
268,1950,estimates,5_10,115.043186486521
268,1950,estimates,5_11,113.91811903979
268,1950,estimates,5_14,110.912702214218
268,1950,estimates,6_9,115.83588021052
268,1950,estimates,6_10,114.735981858876
268,1950,estimates,6_11,113.542254413136
268,1950,estimates,6_12,112.405341052337
268,1950,estimates,7_10,114.129336624878
268,1950,estimates,7_12,111.779305177608
268,1950,estimates,11_16,105.179420589161
268,1950,estimates,11_17,104.386458216174
268,1950,estimates,11_18,103.638543208774
268,1950,estimates,12_14,105.97803161962
268,1950,estimates,12_16,104.35667080269
268,1950,estimates,12_17,103.547643617287
268,1950,estimates,12_18,102.798188501644
268,1950,estimates,13_17,102.648866403303
268,1950,estimates,13_18,101.897380702835
268,1950,estimates,13_19,101.282453809926
268,1950,estimates,15plus,119.526563273808
268,1950,estimates,15_17,100.707786638802
268,1950,estimates,15_24,99.4681778062616
268,1950,estimates,15_49,117.927000739449
268,1950,estimates,15_59,116.40583930225
268,1950,estimates,15_64,115.871864770093
268,1950,estimates,16plus,120.061755484793
268,1950,estimates,17plus,120.650175822169
268,1950,estimates,18plus,121.30447375602
268,1950,estimates,18_23,98.088848317512
268,1950,estimates,20plus,122.922609012395
268,1950,estimates,20_64,119.116798578056
268,1950,estimates,20_69,119.771585049796
268,1950,estimates,21plus,123.912189433288
268,1950,estimates,25plus,128.234907912271
268,1950,estimates,25_49,132.381769956307
268,1950,estimates,25_64,124.526256469576
268,1950,estimates,25_69,124.900224113039
268,1950,estimates,50plus,123.075279831074
268,1950,estimates,60plus,132.635603683659
268,1950,estimates,65plus,145.46669790389
268,1950,estimates,70plus,157.223293391216
268,1950,estimates,75plus,174.040868880994
268,1950,estimates,80plus,192.267740429505
268,1950,estimates,85plus,220.024831500532
268,1950,estimates,90plus,258.670741023682
268,1955,estimates,total,115.866369059332
268,1955,estimates,0_1,94.8800349443075
268,1955,estimates,0_4,95.8064061231139
268,1955,estimates,0_14,103.505372337122
268,1955,estimates,0_17,104.824832941905
268,1955,estimates,0_19,105.016827997022
268,1955,estimates,0_24,103.926215265515
268,1955,estimates,3_4,97.2537166657026
268,1955,estimates,3_5,98.0873134853958
268,1955,estimates,3_6,99.0284644253445
268,1955,estimates,4_5,98.9736767081631
268,1955,estimates,4_6,100.014225996367
268,1955,estimates,5_10,105.909453407766
268,1955,estimates,5_11,107.020196679708
268,1955,estimates,5_14,109.213253876409
268,1955,estimates,6_9,106.089656655973
268,1955,estimates,6_10,107.256965104806
268,1955,estimates,6_11,108.357510116489
268,1955,estimates,6_12,109.289840664213
268,1955,estimates,7_10,108.585505859842
268,1955,estimates,7_12,110.533384861981
268,1955,estimates,11_16,112.870293874661
268,1955,estimates,11_17,112.257084258041
268,1955,estimates,11_18,111.563660517496
268,1955,estimates,12_14,113.913851523634
268,1955,estimates,12_16,112.694352242382
268,1955,estimates,12_17,112.035548074563
268,1955,estimates,12_18,111.302640283372
268,1955,estimates,13_17,111.609281393717
268,1955,estimates,13_18,110.861225029766
268,1955,estimates,13_19,110.029776336829
268,1955,estimates,15plus,120.474837912936
268,1955,estimates,15_17,110.547344981773
268,1955,estimates,15_24,104.48099690514
268,1955,estimates,15_49,117.007721129196
268,1955,estimates,15_59,118.409056459717
268,1955,estimates,15_64,117.774028386759
268,1955,estimates,16plus,120.713241830262
268,1955,estimates,17plus,121.020834984925
268,1955,estimates,18plus,121.40849804007
268,1955,estimates,18_23,102.481473833941
268,1955,estimates,20plus,122.446867124909
268,1955,estimates,20_64,119.549552320162
268,1955,estimates,20_69,119.484676773371
268,1955,estimates,21plus,123.105880506699
268,1955,estimates,25plus,126.781828396037
268,1955,estimates,25_49,125.255521933198
268,1955,estimates,25_64,124.140784205566
268,1955,estimates,25_69,123.686073834766
268,1955,estimates,50plus,129.061012455793
268,1955,estimates,60plus,130.207901674323
268,1955,estimates,65plus,139.090017483263
268,1955,estimates,70plus,153.674937447873
268,1955,estimates,75plus,164.934005181664
268,1955,estimates,80plus,181.374788914274
268,1955,estimates,85plus,209.111969111969
268,1955,estimates,90plus,261.065088757396
268,1960,estimates,total,114.782670206647
268,1960,estimates,0_1,96.0569700517023
268,1960,estimates,0_4,95.7553919556128
268,1960,estimates,0_14,97.751816479152
268,1960,estimates,0_17,99.8298955600083
268,1960,estimates,0_19,101.141737639792
268,1960,estimates,0_24,102.777435591546
268,1960,estimates,3_4,95.4997131617768
268,1960,estimates,3_5,95.5333328690711
268,1960,estimates,3_6,95.6115899309004
268,1960,estimates,4_5,95.5478468135821
268,1960,estimates,4_6,95.6497101259753
268,1960,estimates,5_10,96.8209182988999
268,1960,estimates,5_11,97.2147950089126
268,1960,estimates,5_14,99.1772463508272
268,1960,estimates,6_9,96.7096794449153
268,1960,estimates,6_10,97.111354630298
268,1960,estimates,6_11,97.5463392133417
268,1960,estimates,6_12,98.0880823668564
268,1960,estimates,7_10,97.4757855425247
268,1960,estimates,7_12,98.5533688309319
268,1960,estimates,11_16,107.535642798374
268,1960,estimates,11_17,109.093813225429
268,1960,estimates,11_18,110.221042008678
268,1960,estimates,12_14,105.613817127684
268,1960,estimates,12_16,109.226879815917
268,1960,estimates,12_17,110.821427661904
268,1960,estimates,12_18,111.881698548365
268,1960,estimates,13_17,112.719882262247
268,1960,estimates,13_18,113.643431773203
268,1960,estimates,13_19,113.897749852317
268,1960,estimates,15plus,122.468920245491
268,1960,estimates,15_17,116.524604159163
268,1960,estimates,15_24,112.143595392966
268,1960,estimates,15_49,116.712095008939
268,1960,estimates,15_59,119.944219098659
268,1960,estimates,15_64,120.531804006824
268,1960,estimates,16plus,122.650195223424
268,1960,estimates,17plus,122.753583810124
268,1960,estimates,18plus,122.822732458756
268,1960,estimates,18_23,111.849494124001
268,1960,estimates,20plus,123.126051622932
268,1960,estimates,20_64,121.042620113977
268,1960,estimates,20_69,120.765950371547
268,1960,estimates,21plus,123.420162526438
268,1960,estimates,25plus,125.768308889838
268,1960,estimates,25_49,119.039272124263
268,1960,estimates,25_64,123.713071552553
268,1960,estimates,25_69,123.224199634599
268,1960,estimates,50plus,137.094009837684
268,1960,estimates,60plus,135.581970675195
268,1960,estimates,65plus,136.766839378238
268,1960,estimates,70plus,147.247432306256
268,1960,estimates,75plus,163.745027190773
268,1960,estimates,80plus,174.253683261028
268,1960,estimates,85plus,199.538319482918
268,1960,estimates,90plus,250.843644544432
268,1965,estimates,total,113.621436345046
268,1965,estimates,0_1,94.7992603564617
268,1965,estimates,0_4,95.9638508659154
268,1965,estimates,0_14,95.9562429481891
268,1965,estimates,0_17,96.6464111621596
268,1965,estimates,0_19,97.4418468011276
268,1965,estimates,0_24,100.026381307189
268,1965,estimates,3_4,96.9066037648239
268,1965,estimates,3_5,96.9327746764307
268,1965,estimates,3_6,96.8989264070077
268,1965,estimates,4_5,96.9970363029515
268,1965,estimates,4_6,96.9306569801787
268,1965,estimates,5_10,96.2403739449171
268,1965,estimates,5_11,96.0246032982767
268,1965,estimates,5_14,95.9518144420208
268,1965,estimates,6_9,96.2791141369563
268,1965,estimates,6_10,96.0780379132557
268,1965,estimates,6_11,95.8464605347534
268,1965,estimates,6_12,95.6754841252142
