country,year,variant,agebroad,feminityrato_femaleper100male
548,1950,estimates,total,91.4078176418653
548,1950,estimates,0_1,90.5836194212849
548,1950,estimates,0_4,90.704584040747
548,1950,estimates,0_14,90.7825335062689
548,1950,estimates,0_17,90.7616521409625
548,1950,estimates,0_19,90.7534005215308
548,1950,estimates,0_24,90.692138671875
548,1950,estimates,3_4,90.7834101382489
548,1950,estimates,3_5,90.8018867924528
548,1950,estimates,3_6,90.8077154912598
548,1950,estimates,4_5,90.8157099697886
548,1950,estimates,4_6,90.8192671881433
548,1950,estimates,5_10,90.8987485779295
548,1950,estimates,5_11,90.8748264233287
548,1950,estimates,5_14,90.8361301619729
548,1950,estimates,6_9,90.9246575342466
548,1950,estimates,6_10,90.9116253136326
548,1950,estimates,6_11,90.8811717458068
548,1950,estimates,6_12,90.8623173492488
548,1950,estimates,7_10,90.9349448986847
548,1950,estimates,7_12,90.8690330477356
548,1950,estimates,11_16,90.710075778838
548,1950,estimates,11_17,90.6800391389432
548,1950,estimates,11_18,90.6835002176752
548,1950,estimates,12_14,90.7284768211921
548,1950,estimates,12_16,90.7096331847789
548,1950,estimates,12_17,90.6740267286461
548,1950,estimates,12_18,90.6788247213779
548,1950,estimates,13_17,90.6605113636364
548,1950,estimates,13_18,90.6682721252258
548,1950,estimates,13_19,90.6561679790026
548,1950,estimates,15plus,91.9493746723583
548,1950,estimates,15_17,90.6134969325153
548,1950,estimates,15_24,90.4752023241336
548,1950,estimates,15_49,90.5650272248505
548,1950,estimates,15_59,90.9422049538611
548,1950,estimates,15_64,91.220624066651
548,1950,estimates,16plus,92.0021890391682
548,1950,estimates,17plus,92.0640104506858
548,1950,estimates,18plus,92.1351189968438
548,1950,estimates,18_23,90.4025880661394
548,1950,estimates,20plus,92.2732780315034
548,1950,estimates,20_64,91.3753837013566
548,1950,estimates,20_69,91.7445332819574
548,1950,estimates,21plus,92.3661889441357
548,1950,estimates,25plus,92.7818139207874
548,1950,estimates,25_49,90.6328320802005
548,1950,estimates,25_64,91.6751012145749
548,1950,estimates,25_69,92.1329098460787
548,1950,estimates,50plus,99.1627906976744
548,1950,estimates,60plus,104.404404404404
548,1950,estimates,65plus,106.666666666667
548,1950,estimates,70plus,108.045977011494
548,1950,estimates,75plus,110.691823899371
548,1950,estimates,80plus,107.407407407407
548,1950,estimates,85plus,121.428571428571
548,1950,estimates,90plus,150
548,1955,estimates,total,92.7428411005053
548,1955,estimates,0_1,99.2349234923492
548,1955,estimates,0_4,96.8528113605834
548,1955,estimates,0_14,93.4084335515299
548,1955,estimates,0_17,93.0452127659575
548,1955,estimates,0_19,92.8747838972586
548,1955,estimates,0_24,92.5684693823074
548,1955,estimates,3_4,94.3589743589744
548,1955,estimates,3_5,93.7957476472639
548,1955,estimates,3_6,93.3155792276964
548,1955,estimates,4_5,93.1696905016009
548,1955,estimates,4_6,92.7173913043478
548,1955,estimates,5_10,91.2863070539419
548,1955,estimates,5_11,91.2437639772923
548,1955,estimates,5_14,91.1441907405071
548,1955,estimates,6_9,91.0899910899911
548,1955,estimates,6_10,90.994688556253
548,1955,estimates,6_11,90.9889660809154
548,1955,estimates,6_12,90.9834607860573
548,1955,estimates,7_10,90.7862407862408
548,1955,estimates,7_12,90.8380831750053
548,1955,estimates,11_16,90.8084696823869
548,1955,estimates,11_17,90.7508389261745
548,1955,estimates,11_18,90.7410864289715
548,1955,estimates,12_14,90.8703878902554
548,1955,estimates,12_16,90.7755581668625
548,1955,estimates,12_17,90.7121513944223
548,1955,estimates,12_18,90.7057546145494
548,1955,estimates,13_17,90.6601764526925
548,1955,estimates,13_18,90.6604747162023
548,1955,estimates,13_19,90.6594643259059
548,1955,estimates,15plus,92.1734600859487
548,1955,estimates,15_17,90.5362776025237
548,1955,estimates,15_24,90.5953870910066
548,1955,estimates,15_49,90.7463147333488
548,1955,estimates,15_59,91.1909103661102
548,1955,estimates,15_64,91.4112518730418
548,1955,estimates,16plus,92.2454254812598
548,1955,estimates,17plus,92.3158942280353
548,1955,estimates,18plus,92.4048751486326
548,1955,estimates,18_23,90.6240298044086
548,1955,estimates,20plus,92.5691056910569
548,1955,estimates,20_64,91.6293874741913
548,1955,estimates,20_69,91.9506462984724
548,1955,estimates,21plus,92.6578186149396
548,1955,estimates,25plus,93.0773169482847
548,1955,estimates,25_49,90.8609451385117
548,1955,estimates,25_64,91.9133017933766
548,1955,estimates,25_69,92.3126132849984
548,1955,estimates,50plus,99.875052061641
548,1955,estimates,60plus,104.909090909091
548,1955,estimates,65plus,108.727810650888
548,1955,estimates,70plus,111.658031088083
548,1955,estimates,75plus,113.736263736264
548,1955,estimates,80plus,117.1875
548,1955,estimates,85plus,121.428571428571
548,1955,estimates,90plus,150
548,1960,estimates,total,93.7614064971408
548,1960,estimates,0_1,94.5075757575758
548,1960,estimates,0_4,96.5300727032386
548,1960,estimates,0_14,95.4300896712056
548,1960,estimates,0_17,94.8017366136035
548,1960,estimates,0_19,94.4978259702614
548,1960,estimates,0_24,93.9612855422803
548,1960,estimates,3_4,98.5985533453888
548,1960,estimates,3_5,98.7661937075879
548,1960,estimates,3_6,98.7476370510397
548,1960,estimates,4_5,99.0512333965845
548,1960,estimates,4_6,98.9347966429955
548,1960,estimates,5_10,97.0624450307827
548,1960,estimates,5_11,96.3805742211362
548,1960,estimates,5_14,94.6906586693325
548,1960,estimates,6_9,97.244303126656
548,1960,estimates,6_10,96.6058002148227
548,1960,estimates,6_11,95.8680681406307
548,1960,estimates,6_12,95.1438000942951
548,1960,estimates,7_10,96.043656207367
548,1960,estimates,7_12,94.4909733854457
