country,year,variant,agebroad,feminityrato_femaleper100male
72,1950,estimates,total,106.57636454682
72,1950,estimates,0_1,98.4951091045899
72,1950,estimates,0_4,98.7004693636451
72,1950,estimates,0_14,99.1119823341166
72,1950,estimates,0_17,99.2253086107201
72,1950,estimates,0_19,99.3126538834589
72,1950,estimates,0_24,99.5744477001812
72,1950,estimates,3_4,98.9165396986626
72,1950,estimates,3_5,98.9709581522982
72,1950,estimates,3_6,99.0112749349523
72,1950,estimates,4_5,99.0258328259546
72,1950,estimates,4_6,99.0624084383241
72,1950,estimates,5_10,99.24094622607
72,1950,estimates,5_11,99.2647251910401
72,1950,estimates,5_14,99.3534967393748
72,1950,estimates,6_9,99.2482581591492
72,1950,estimates,6_10,99.2737594927376
72,1950,estimates,6_11,99.296361448014
72,1950,estimates,6_12,99.3221510406975
72,1950,estimates,7_10,99.3088412654235
72,1950,estimates,7_12,99.354154316558
72,1950,estimates,11_16,99.6310331072996
72,1950,estimates,11_17,99.6852076474326
72,1950,estimates,11_18,99.7459649482949
72,1950,estimates,12_14,99.5746908329517
72,1950,estimates,12_16,99.6775103801347
72,1950,estimates,12_17,99.7342328529081
72,1950,estimates,12_18,99.7981836528759
72,1950,estimates,13_17,99.7886711142419
72,1950,estimates,13_18,99.8560292155348
72,1950,estimates,13_19,99.9294651619234
72,1950,estimates,15plus,112.072128467966
72,1950,estimates,15_17,99.9075785582256
72,1950,estimates,15_24,100.539860967313
72,1950,estimates,15_49,103.647124177421
72,1950,estimates,15_59,107.125808438559
72,1950,estimates,15_64,108.844763674349
72,1950,estimates,16plus,112.610830285595
72,1950,estimates,17plus,113.176229702445
72,1950,estimates,18plus,113.76707511565
72,1950,estimates,18_23,100.768295859016
72,1950,estimates,20plus,114.998486093689
72,1950,estimates,20_64,111.155355224438
72,1950,estimates,20_69,112.704668813765
72,1950,estimates,21plus,115.632939263575
72,1950,estimates,25plus,118.355697035634
72,1950,estimates,25_49,106.023528524565
72,1950,estimates,25_64,113.827631598409
72,1950,estimates,25_69,115.651977337271
72,1950,estimates,50plus,148.909337194638
72,1950,estimates,60plus,158.319085755422
72,1950,estimates,65plus,163.114035087719
72,1950,estimates,70plus,170.4409363092
72,1950,estimates,75plus,181.630012936611
72,1950,estimates,80plus,200
72,1950,estimates,85plus,225.675675675676
72,1950,estimates,90plus,266.666666666667
72,1955,estimates,total,106.396171525501
72,1955,estimates,0_1,100.562685093781
72,1955,estimates,0_4,100.214340040102
72,1955,estimates,0_14,99.6317959728312
72,1955,estimates,0_17,99.6411971678033
72,1955,estimates,0_19,99.7011768664429
72,1955,estimates,0_24,100.027367081506
72,1955,estimates,3_4,99.7676643433101
72,1955,estimates,3_5,99.6538151467729
72,1955,estimates,3_6,99.5541964483089
72,1955,estimates,4_5,99.5161170252364
72,1955,estimates,4_6,99.4201559934319
72,1955,estimates,5_10,99.1190188288133
72,1955,estimates,5_11,99.1213441194773
72,1955,estimates,5_14,99.1827162248596
72,1955,estimates,6_9,99.0640307907628
72,1955,estimates,6_10,99.0559032566033
72,1955,estimates,6_11,99.0688571259119
72,1955,estimates,6_12,99.0961548281673
72,1955,estimates,7_10,99.0146675065239
72,1955,estimates,7_12,99.0758358249524
72,1955,estimates,11_16,99.3920782150915
72,1955,estimates,11_17,99.4591963657996
72,1955,estimates,11_18,99.5491519763365
72,1955,estimates,12_14,99.3357750325904
72,1955,estimates,12_16,99.4446753050508
72,1955,estimates,12_17,99.5149170920389
72,1955,estimates,12_18,99.6107456140351
72,1955,estimates,13_17,99.5670000383185
72,1955,estimates,13_18,99.6713494006959
72,1955,estimates,13_19,99.7961747871004
72,1955,estimates,15plus,111.668295734449
72,1955,estimates,15_17,99.7019180922757
72,1955,estimates,15_24,100.875494751334
72,1955,estimates,15_49,103.94235894312
72,1955,estimates,15_59,106.631055601431
72,1955,estimates,15_64,108.166806419208
72,1955,estimates,16plus,112.18321282718
72,1955,estimates,17plus,112.731124971282
72,1955,estimates,18plus,113.310449698985
72,1955,estimates,18_23,101.250505719225
72,1955,estimates,20plus,114.530588407067
72,1955,estimates,20_64,110.328328139264
72,1955,estimates,20_69,112.013747376745
72,1955,estimates,21plus,115.166031351285
72,1955,estimates,25plus,117.832352543706
72,1955,estimates,25_49,106.376331603387
72,1955,estimates,25_64,112.749618052269
72,1955,estimates,25_69,114.795792959805
72,1955,estimates,50plus,147.237193812716
72,1955,estimates,60plus,162.025969558862
72,1955,estimates,65plus,168.401937046005
72,1955,estimates,70plus,175.10980966325
72,1955,estimates,75plus,185.630341880342
72,1955,estimates,80plus,202.622950819672
72,1955,estimates,85plus,231.972789115646
72,1955,estimates,90plus,280.769230769231
72,1960,estimates,total,108.978812156789
72,1960,estimates,0_1,99.0943359279385
72,1960,estimates,0_4,99.8600223964166
