variant,region,year,childdependencyratio2569
estimates,914,1950,164.826
estimates,914,1951,165.576
estimates,914,1952,165.983
estimates,914,1953,166.123
estimates,914,1954,166.078
estimates,914,1955,165.907
estimates,914,1956,167.001
estimates,914,1957,167.741
estimates,914,1958,168.184
estimates,914,1959,168.378
estimates,914,1960,168.38
estimates,914,1961,169.645
estimates,914,1962,170.482
estimates,914,1963,170.981
estimates,914,1964,171.203
estimates,914,1965,171.198
estimates,914,1966,172.236
estimates,914,1967,172.84
estimates,914,1968,173.159
estimates,914,1969,173.359
estimates,914,1970,173.556
estimates,914,1971,174.826
estimates,914,1972,175.952
estimates,914,1973,176.95
estimates,914,1974,177.81
estimates,914,1975,178.55
estimates,914,1976,180.363
estimates,914,1977,181.771
estimates,914,1978,182.847
estimates,914,1979,183.663
estimates,914,1980,184.283
estimates,914,1981,186.238
estimates,914,1982,187.848
estimates,914,1983,189.178
estimates,914,1984,190.26
estimates,914,1985,191.109
estimates,914,1986,192.527
estimates,914,1987,193.48
estimates,914,1988,194.038
estimates,914,1989,194.303
estimates,914,1990,194.366
estimates,914,1991,195.163
estimates,914,1992,195.63
estimates,914,1993,195.774
estimates,914,1994,195.582
estimates,914,1995,195.072
estimates,914,1996,195.344
estimates,914,1997,195.202
estimates,914,1998,194.715
estimates,914,1999,193.954
estimates,914,2000,192.997
estimates,914,2001,192.903
estimates,914,2002,192.495
estimates,914,2003,191.864
estimates,914,2004,191.084
estimates,914,2005,190.219
estimates,914,2006,189.973
estimates,914,2007,189.471
estimates,914,2008,188.814
estimates,914,2009,188.103
estimates,914,2010,187.399
estimates,914,2011,187.111
estimates,914,2012,186.756
estimates,914,2013,186.327
estimates,914,2014,185.776
estimates,914,2015,185.083
medium_variant,914,2015,185.083
medium_variant,914,2016,184.74
medium_variant,914,2017,184.122
medium_variant,914,2018,183.299
medium_variant,914,2019,182.355
medium_variant,914,2020,181.333
medium_variant,914,2021,180.447
medium_variant,914,2022,179.463
medium_variant,914,2023,178.346
medium_variant,914,2024,177.041
medium_variant,914,2025,175.543
medium_variant,914,2026,174.252
medium_variant,914,2027,172.732
medium_variant,914,2028,171.029
medium_variant,914,2029,169.201
medium_variant,914,2030,167.285
medium_variant,914,2031,165.582
medium_variant,914,2032,163.752
medium_variant,914,2033,161.824
medium_variant,914,2034,159.811
medium_variant,914,2035,157.732
medium_variant,914,2036,155.871
medium_variant,914,2037,153.906
medium_variant,914,2038,151.891
medium_variant,914,2039,149.882
medium_variant,914,2040,147.913
medium_variant,914,2041,146.213
medium_variant,914,2042,144.499
medium_variant,914,2043,142.776
medium_variant,914,2044,141.043
medium_variant,914,2045,139.3
medium_variant,914,2046,137.762
medium_variant,914,2047,136.182
medium_variant,914,2048,134.568
medium_variant,914,2049,132.926
medium_variant,914,2050,131.263
medium_variant,914,2051,129.774
medium_variant,914,2052,128.237
medium_variant,914,2053,126.662
medium_variant,914,2054,125.06
medium_variant,914,2055,123.439
medium_variant,914,2056,121.983
medium_variant,914,2057,120.485
medium_variant,914,2058,118.96
medium_variant,914,2059,117.421
medium_variant,914,2060,115.878
medium_variant,914,2061,114.505
medium_variant,914,2062,113.105
medium_variant,914,2063,111.692
medium_variant,914,2064,110.282
medium_variant,914,2065,108.887
medium_variant,914,2066,107.659
medium_variant,914,2067,106.422
medium_variant,914,2068,105.185
medium_variant,914,2069,103.954
medium_variant,914,2070,102.736
medium_variant,914,2071,101.673
medium_variant,914,2072,100.6
medium_variant,914,2073,99.525
medium_variant,914,2074,98.456
medium_variant,914,2075,97.398
medium_variant,914,2076,96.478
medium_variant,914,2077,95.547
medium_variant,914,2078,94.61
medium_variant,914,2079,93.667
medium_variant,914,2080,92.719
medium_variant,914,2081,91.883
medium_variant,914,2082,91.027
medium_variant,914,2083,90.158
medium_variant,914,2084,89.282
medium_variant,914,2085,88.405
medium_variant,914,2086,87.632
medium_variant,914,2087,86.844
medium_variant,914,2088,86.045
medium_variant,914,2089,85.242
medium_variant,914,2090,84.436
medium_variant,914,2091,83.729
medium_variant,914,2092,83.006
medium_variant,914,2093,82.275
