country,variant,freq,year,crudedeathrateper1000population
414,estimates,5yearly,1950,13.518
414,estimates,5yearly,1955,10.31
414,estimates,5yearly,1960,7.891
414,estimates,5yearly,1965,6.545
414,estimates,5yearly,1970,5.5
414,estimates,5yearly,1975,4.438
414,estimates,5yearly,1980,3.581
414,estimates,5yearly,1985,2.792
414,estimates,5yearly,1990,2.46
414,estimates,5yearly,1995,2.518
414,estimates,5yearly,2000,2.533
414,estimates,5yearly,2005,2.55
414,estimates,5yearly,2010,2.581
414,constant_fertility,5yearly,2015,2.854
414,constant_mortality,5yearly,2015,3.012
414,high_variant,5yearly,2015,2.856
414,instant_replacement,5yearly,2015,2.854
414,low_variant,5yearly,2015,2.852
414,medium_variant,5yearly,2015,2.854
414,momentum,5yearly,2015,3.1
414,no_change,5yearly,2015,3.013
414,zero_migration,5yearly,2015,2.937
414,constant_fertility,5yearly,2020,3.346
414,constant_mortality,5yearly,2020,3.705
414,high_variant,5yearly,2020,3.325
414,instant_replacement,5yearly,2020,3.342
414,low_variant,5yearly,2020,3.388
414,medium_variant,5yearly,2020,3.356
414,momentum,5yearly,2020,4.019
414,no_change,5yearly,2020,3.696
414,zero_migration,5yearly,2020,3.658
414,constant_fertility,5yearly,2025,4.056
414,constant_mortality,5yearly,2025,4.694
414,high_variant,5yearly,2025,3.991
414,instant_replacement,5yearly,2025,4.047
414,low_variant,5yearly,2025,4.187
414,medium_variant,5yearly,2025,4.086
414,momentum,5yearly,2025,5.399
414,no_change,5yearly,2025,4.662
414,zero_migration,5yearly,2025,4.746
414,constant_fertility,5yearly,2030,4.986
414,constant_mortality,5yearly,2030,6.019
414,high_variant,5yearly,2030,4.859
414,instant_replacement,5yearly,2030,4.972
414,low_variant,5yearly,2030,5.259
414,medium_variant,5yearly,2030,5.05
414,momentum,5yearly,2030,7.366
414,no_change,5yearly,2030,5.946
414,zero_migration,5yearly,2030,6.261
414,constant_fertility,5yearly,2035,6.059
414,constant_mortality,5yearly,2035,7.572
414,high_variant,5yearly,2035,5.854
414,instant_replacement,5yearly,2035,6.037
414,low_variant,5yearly,2035,6.528
414,medium_variant,5yearly,2035,6.172
414,momentum,5yearly,2035,9.878
414,no_change,5yearly,2035,7.438
414,zero_migration,5yearly,2035,8.172
414,constant_fertility,5yearly,2040,7.134
414,constant_mortality,5yearly,2040,9.137
414,high_variant,5yearly,2040,6.834
414,instant_replacement,5yearly,2040,7.104
414,low_variant,5yearly,2040,7.864
414,medium_variant,5yearly,2040,7.314
414,momentum,5yearly,2040,12.724
414,no_change,5yearly,2040,8.916
414,zero_migration,5yearly,2040,10.356
414,constant_fertility,5yearly,2045,8.105
414,constant_mortality,5yearly,2045,10.488
414,high_variant,5yearly,2045,7.685
414,instant_replacement,5yearly,2045,8.062
414,low_variant,5yearly,2045,9.165
414,medium_variant,5yearly,2045,8.369
414,momentum,5yearly,2045,15.563
414,no_change,5yearly,2045,10.161
414,zero_migration,5yearly,2045,12.665
414,constant_fertility,5yearly,2050,8.821
414,constant_mortality,5yearly,2050,11.392
414,high_variant,5yearly,2050,8.262
414,instant_replacement,5yearly,2050,8.761
414,low_variant,5yearly,2050,10.263
414,medium_variant,5yearly,2050,9.181
414,momentum,5yearly,2050,17.836
414,no_change,5yearly,2050,10.948
414,zero_migration,5yearly,2050,14.802
414,constant_fertility,5yearly,2055,9.186
414,constant_mortality,5yearly,2055,11.754
414,high_variant,5yearly,2055,8.49
414,instant_replacement,5yearly,2055,9.111
414,low_variant,5yearly,2055,11.031
414,medium_variant,5yearly,2055,9.645
414,momentum,5yearly,2055,18.866
414,no_change,5yearly,2055,11.194
414,zero_migration,5yearly,2055,16.401
414,constant_fertility,5yearly,2060,9.211
414,constant_mortality,5yearly,2060,11.79
414,high_variant,5yearly,2060,8.4
414,instant_replacement,5yearly,2060,9.127
414,low_variant,5yearly,2060,11.442
414,medium_variant,5yearly,2060,9.767
414,momentum,5yearly,2060,18.245
414,no_change,5yearly,2060,11.118
414,zero_migration,5yearly,2060,17.052
414,constant_fertility,5yearly,2065,9.031
414,constant_mortality,5yearly,2065,11.815
414,high_variant,5yearly,2065,8.129
414,instant_replacement,5yearly,2065,8.94
414,low_variant,5yearly,2065,11.618
414,medium_variant,5yearly,2065,9.673
414,momentum,5yearly,2065,16.262
414,no_change,5yearly,2065,11.027
414,zero_migration,5yearly,2065,16.46
414,constant_fertility,5yearly,2070,8.859
414,constant_mortality,5yearly,2070,12.014
414,high_variant,5yearly,2070,7.871
414,instant_replacement,5yearly,2070,8.761
414,low_variant,5yearly,2070,11.812
414,medium_variant,5yearly,2070,9.588
414,momentum,5yearly,2070,14.054
414,no_change,5yearly,2070,11.097
414,zero_migration,5yearly,2070,14.871
414,constant_fertility,5yearly,2075,8.802
414,constant_mortality,5yearly,2075,12.381
414,high_variant,5yearly,2075,7.718
414,instant_replacement,5yearly,2075,8.694
414,low_variant,5yearly,2075,12.167
414,medium_variant,5yearly,2075,9.624
414,momentum,5yearly,2075,12.82
414,no_change,5yearly,2075,11.321
414,zero_migration,5yearly,2075,13.05
414,constant_fertility,5yearly,2080,8.876
414,constant_mortality,5yearly,2080,12.781
414,high_variant,5yearly,2080,7.684
414,instant_replacement,5yearly,2080,8.757
414,low_variant,5yearly,2080,12.715
414,medium_variant,5yearly,2080,9.804
414,momentum,5yearly,2080,12.797
414,no_change,5yearly,2080,11.583
414,zero_migration,5yearly,2080,11.86
414,constant_fertility,5yearly,2085,8.979
414,constant_mortality,5yearly,2085,13.137
414,high_variant,5yearly,2085,7.688
414,instant_replacement,5yearly,2085,8.853
414,low_variant,5yearly,2085,13.302
414,medium_variant,5yearly,2085,10.015
414,momentum,5yearly,2085,13.389
414,no_change,5yearly,2085,11.826
414,zero_migration,5yearly,2085,11.594
414,constant_fertility,5yearly,2090,9.088
414,constant_mortality,5yearly,2090,13.457
414,high_variant,5yearly,2090,7.72
414,instant_replacement,5yearly,2090,8.96
414,low_variant,5yearly,2090,13.847
414,medium_variant,5yearly,2090,10.223
414,momentum,5yearly,2090,13.914
414,no_change,5yearly,2090,12.072
414,zero_migration,5yearly,2090,12.017
414,constant_fertility,5yearly,2095,9.21
414,constant_mortality,5yearly,2095,13.68
414,high_variant,5yearly,2095,7.801
414,instant_replacement,5yearly,2095,9.087
414,low_variant,5yearly,2095,14.29
414,medium_variant,5yearly,2095,10.425
414,momentum,5yearly,2095,13.982
414,no_change,5yearly,2095,12.272
414,zero_migration,5yearly,2095,12.626
