country,variant,freq,year,crudedeathrateper1000population
175,estimates,5yearly,1950,26.889
175,estimates,5yearly,1955,18.817
175,estimates,5yearly,1960,14.117
175,estimates,5yearly,1965,11.077
175,estimates,5yearly,1970,8.869
175,estimates,5yearly,1975,7.104
175,estimates,5yearly,1980,5.64
175,estimates,5yearly,1985,4.521
175,estimates,5yearly,1990,3.689
175,estimates,5yearly,1995,3.239
175,estimates,5yearly,2000,2.9
175,estimates,5yearly,2005,2.652
175,estimates,5yearly,2010,2.482
175,constant_fertility,5yearly,2015,2.449
175,constant_mortality,5yearly,2015,2.685
175,high_variant,5yearly,2015,2.451
175,instant_replacement,5yearly,2015,2.486
175,low_variant,5yearly,2015,2.459
175,medium_variant,5yearly,2015,2.456
175,momentum,5yearly,2015,2.714
175,no_change,5yearly,2015,2.678
175,zero_migration,5yearly,2015,2.456
175,constant_fertility,5yearly,2020,2.424
175,constant_mortality,5yearly,2020,2.922
175,high_variant,5yearly,2020,2.438
175,instant_replacement,5yearly,2020,2.642
175,low_variant,5yearly,2020,2.495
175,medium_variant,5yearly,2020,2.466
175,momentum,5yearly,2020,3.125
175,no_change,5yearly,2020,2.874
175,zero_migration,5yearly,2020,2.466
175,constant_fertility,5yearly,2025,2.415
175,constant_mortality,5yearly,2025,3.186
175,high_variant,5yearly,2025,2.455
175,instant_replacement,5yearly,2025,2.817
175,low_variant,5yearly,2025,2.582
175,medium_variant,5yearly,2025,2.517
175,momentum,5yearly,2025,3.558
175,no_change,5yearly,2025,3.062
175,zero_migration,5yearly,2025,2.517
175,constant_fertility,5yearly,2030,2.442
175,constant_mortality,5yearly,2030,3.476
175,high_variant,5yearly,2030,2.518
175,instant_replacement,5yearly,2030,3.028
175,low_variant,5yearly,2030,2.733
175,medium_variant,5yearly,2030,2.62
175,momentum,5yearly,2030,4.006
175,no_change,5yearly,2030,3.244
175,zero_migration,5yearly,2030,2.62
175,constant_fertility,5yearly,2035,2.495
175,constant_mortality,5yearly,2035,3.811
175,high_variant,5yearly,2035,2.627
175,instant_replacement,5yearly,2035,3.281
175,low_variant,5yearly,2035,2.938
175,medium_variant,5yearly,2035,2.773
175,momentum,5yearly,2035,4.492
175,no_change,5yearly,2035,3.439
175,zero_migration,5yearly,2035,2.773
175,constant_fertility,5yearly,2040,2.566
175,constant_mortality,5yearly,2040,4.199
175,high_variant,5yearly,2040,2.77
175,instant_replacement,5yearly,2040,3.597
175,low_variant,5yearly,2040,3.198
175,medium_variant,5yearly,2040,2.969
175,momentum,5yearly,2040,5.061
175,no_change,5yearly,2040,3.645
175,zero_migration,5yearly,2040,2.969
175,constant_fertility,5yearly,2045,2.654
175,constant_mortality,5yearly,2045,4.648
175,high_variant,5yearly,2045,2.953
175,instant_replacement,5yearly,2045,3.997
175,low_variant,5yearly,2045,3.525
175,medium_variant,5yearly,2045,3.216
175,momentum,5yearly,2045,5.743
175,no_change,5yearly,2045,3.857
175,zero_migration,5yearly,2045,3.216
175,constant_fertility,5yearly,2050,2.746
175,constant_mortality,5yearly,2050,5.147
175,high_variant,5yearly,2050,3.164
175,instant_replacement,5yearly,2050,4.473
175,low_variant,5yearly,2050,3.92
175,medium_variant,5yearly,2050,3.509
175,momentum,5yearly,2050,6.517
175,no_change,5yearly,2050,4.056
175,zero_migration,5yearly,2050,3.509
175,constant_fertility,5yearly,2055,2.83
175,constant_mortality,5yearly,2055,5.687
175,high_variant,5yearly,2055,3.395
175,instant_replacement,5yearly,2055,5.007
175,low_variant,5yearly,2055,4.38
175,medium_variant,5yearly,2055,3.84
175,momentum,5yearly,2055,7.356
175,no_change,5yearly,2055,4.23
175,zero_migration,5yearly,2055,3.84
175,constant_fertility,5yearly,2060,2.897
175,constant_mortality,5yearly,2060,6.246
175,high_variant,5yearly,2060,3.635
175,instant_replacement,5yearly,2060,5.575
175,low_variant,5yearly,2060,4.89
175,medium_variant,5yearly,2060,4.197
175,momentum,5yearly,2060,8.198
175,no_change,5yearly,2060,4.362
175,zero_migration,5yearly,2060,4.197
175,constant_fertility,5yearly,2065,2.928
175,constant_mortality,5yearly,2065,6.804
175,high_variant,5yearly,2065,3.861
175,instant_replacement,5yearly,2065,6.132
175,low_variant,5yearly,2065,5.424
175,medium_variant,5yearly,2065,4.552
175,momentum,5yearly,2065,9.01
175,no_change,5yearly,2065,4.448
175,zero_migration,5yearly,2065,4.552
175,constant_fertility,5yearly,2070,2.916
175,constant_mortality,5yearly,2070,7.378
175,high_variant,5yearly,2070,4.057
175,instant_replacement,5yearly,2070,6.657
175,low_variant,5yearly,2070,5.954
175,medium_variant,5yearly,2070,4.884
175,momentum,5yearly,2070,9.815
175,no_change,5yearly,2070,4.499
175,zero_migration,5yearly,2070,4.884
175,constant_fertility,5yearly,2075,2.887
175,constant_mortality,5yearly,2075,8.015
175,high_variant,5yearly,2075,4.253
175,instant_replacement,5yearly,2075,7.198
175,low_variant,5yearly,2075,6.532
175,medium_variant,5yearly,2075,5.233
175,momentum,5yearly,2075,10.658
175,no_change,5yearly,2075,4.55
175,zero_migration,5yearly,2075,5.233
175,constant_fertility,5yearly,2080,2.866
175,constant_mortality,5yearly,2080,8.752
175,high_variant,5yearly,2080,4.486
175,instant_replacement,5yearly,2080,7.817
175,low_variant,5yearly,2080,7.218
175,medium_variant,5yearly,2080,5.645
175,momentum,5yearly,2080,11.551
175,no_change,5yearly,2080,4.617
175,zero_migration,5yearly,2080,5.645
175,constant_fertility,5yearly,2085,2.873
175,constant_mortality,5yearly,2085,9.55
175,high_variant,5yearly,2085,4.792
175,instant_replacement,5yearly,2085,8.568
175,low_variant,5yearly,2085,8.088
175,medium_variant,5yearly,2085,6.169
175,momentum,5yearly,2085,12.397
175,no_change,5yearly,2085,4.684
175,zero_migration,5yearly,2085,6.169
175,constant_fertility,5yearly,2090,2.882
175,constant_mortality,5yearly,2090,10.325
175,high_variant,5yearly,2090,5.138
175,instant_replacement,5yearly,2090,9.366
175,low_variant,5yearly,2090,9.102
175,medium_variant,5yearly,2090,6.768
175,momentum,5yearly,2090,13.011
175,no_change,5yearly,2090,4.722
175,zero_migration,5yearly,2090,6.768
175,constant_fertility,5yearly,2095,2.887
175,constant_mortality,5yearly,2095,10.986
175,high_variant,5yearly,2095,5.506
175,instant_replacement,5yearly,2095,10.086
175,low_variant,5yearly,2095,10.221
175,medium_variant,5yearly,2095,7.412
175,momentum,5yearly,2095,13.143
175,no_change,5yearly,2095,4.723
175,zero_migration,5yearly,2095,7.412
