country,variant,freq,year,crudedeathrateper1000population
604,estimates,5yearly,1950,21.721
604,estimates,5yearly,1955,19.821
604,estimates,5yearly,1960,17.636
604,estimates,5yearly,1965,15.68
604,estimates,5yearly,1970,12.74
604,estimates,5yearly,1975,10.901
604,estimates,5yearly,1980,9.05
604,estimates,5yearly,1985,7.798
604,estimates,5yearly,1990,6.86
604,estimates,5yearly,1995,6.094
604,estimates,5yearly,2000,5.594
604,estimates,5yearly,2005,5.54
604,estimates,5yearly,2010,5.63
604,constant_fertility,5yearly,2015,5.667
604,constant_mortality,5yearly,2015,6.083
604,high_variant,5yearly,2015,5.672
604,instant_replacement,5yearly,2015,5.65
604,low_variant,5yearly,2015,5.649
604,medium_variant,5yearly,2015,5.66
604,momentum,5yearly,2015,6.051
604,no_change,5yearly,2015,6.093
604,zero_migration,5yearly,2015,5.645
604,constant_fertility,5yearly,2020,5.747
604,constant_mortality,5yearly,2020,6.556
604,high_variant,5yearly,2020,5.731
604,instant_replacement,5yearly,2020,5.806
604,low_variant,5yearly,2020,5.805
604,medium_variant,5yearly,2020,5.768
604,momentum,5yearly,2020,6.554
604,no_change,5yearly,2020,6.545
604,zero_migration,5yearly,2020,5.734
604,constant_fertility,5yearly,2025,5.867
604,constant_mortality,5yearly,2025,7.094
604,high_variant,5yearly,2025,5.826
604,instant_replacement,5yearly,2025,6.013
604,low_variant,5yearly,2025,6.076
604,medium_variant,5yearly,2025,5.947
604,momentum,5yearly,2025,7.107
604,no_change,5yearly,2025,7.025
604,zero_migration,5yearly,2025,5.898
604,constant_fertility,5yearly,2030,6.056
604,constant_mortality,5yearly,2030,7.733
604,high_variant,5yearly,2030,5.994
604,instant_replacement,5yearly,2030,6.289
604,low_variant,5yearly,2030,6.471
604,medium_variant,5yearly,2030,6.221
604,momentum,5yearly,2030,7.732
604,no_change,5yearly,2030,7.568
604,zero_migration,5yearly,2030,6.157
604,constant_fertility,5yearly,2035,6.308
604,constant_mortality,5yearly,2035,8.474
604,high_variant,5yearly,2035,6.243
604,instant_replacement,5yearly,2035,6.637
604,low_variant,5yearly,2035,6.975
604,medium_variant,5yearly,2035,6.586
604,momentum,5yearly,2035,8.43
604,no_change,5yearly,2035,8.172
604,zero_migration,5yearly,2035,6.507
604,constant_fertility,5yearly,2040,6.604
604,constant_mortality,5yearly,2040,9.288
604,high_variant,5yearly,2040,6.551
604,instant_replacement,5yearly,2040,7.051
604,low_variant,5yearly,2040,7.583
604,medium_variant,5yearly,2040,7.029
604,momentum,5yearly,2040,9.177
604,no_change,5yearly,2040,8.8
604,zero_migration,5yearly,2040,6.934
604,constant_fertility,5yearly,2045,6.9
604,constant_mortality,5yearly,2045,10.139
604,high_variant,5yearly,2045,6.869
604,instant_replacement,5yearly,2045,7.494
604,low_variant,5yearly,2045,8.267
604,medium_variant,5yearly,2045,7.51
604,momentum,5yearly,2045,9.944
604,no_change,5yearly,2045,9.411
604,zero_migration,5yearly,2045,7.399
604,constant_fertility,5yearly,2050,7.171
604,constant_mortality,5yearly,2050,10.992
604,high_variant,5yearly,2050,7.166
604,instant_replacement,5yearly,2050,7.941
604,low_variant,5yearly,2050,9.011
604,medium_variant,5yearly,2050,8.006
604,momentum,5yearly,2050,10.694
604,no_change,5yearly,2050,9.961
604,zero_migration,5yearly,2050,7.879
604,constant_fertility,5yearly,2055,7.402
604,constant_mortality,5yearly,2055,11.828
604,high_variant,5yearly,2055,7.431
604,instant_replacement,5yearly,2055,8.371
604,low_variant,5yearly,2055,9.809
604,medium_variant,5yearly,2055,8.502
604,momentum,5yearly,2055,11.397
604,no_change,5yearly,2055,10.431
604,zero_migration,5yearly,2055,8.362
604,constant_fertility,5yearly,2060,7.622
604,constant_mortality,5yearly,2060,12.631
604,high_variant,5yearly,2060,7.698
604,instant_replacement,5yearly,2060,8.808
604,low_variant,5yearly,2060,10.698
604,medium_variant,5yearly,2060,9.031
604,momentum,5yearly,2060,12.031
604,no_change,5yearly,2060,10.81
604,zero_migration,5yearly,2060,8.879
604,constant_fertility,5yearly,2065,7.811
604,constant_mortality,5yearly,2065,13.381
604,high_variant,5yearly,2065,7.95
604,instant_replacement,5yearly,2065,9.232
604,low_variant,5yearly,2065,11.661
604,medium_variant,5yearly,2065,9.573
604,momentum,5yearly,2065,12.57
604,no_change,5yearly,2065,11.087
604,zero_migration,5yearly,2065,9.411
604,constant_fertility,5yearly,2070,7.952
604,constant_mortality,5yearly,2070,14.056
604,high_variant,5yearly,2070,8.168
604,instant_replacement,5yearly,2070,9.622
604,low_variant,5yearly,2070,12.676
604,medium_variant,5yearly,2070,10.103
604,momentum,5yearly,2070,12.996
604,no_change,5yearly,2070,11.257
604,zero_migration,5yearly,2070,9.936
604,constant_fertility,5yearly,2075,8.04
604,constant_mortality,5yearly,2075,14.627
604,high_variant,5yearly,2075,8.343
604,instant_replacement,5yearly,2075,9.967
604,low_variant,5yearly,2075,13.737
604,medium_variant,5yearly,2075,10.612
604,momentum,5yearly,2075,13.288
604,no_change,5yearly,2075,11.315
604,zero_migration,5yearly,2075,10.441
604,constant_fertility,5yearly,2080,8.021
604,constant_mortality,5yearly,2080,15.1
604,high_variant,5yearly,2080,8.416
604,instant_replacement,5yearly,2080,10.193
604,low_variant,5yearly,2080,14.742
604,medium_variant,5yearly,2080,11.017
604,momentum,5yearly,2080,13.451
604,no_change,5yearly,2080,11.289
604,zero_migration,5yearly,2080,10.845
604,constant_fertility,5yearly,2085,7.946
604,constant_mortality,5yearly,2085,15.523
604,high_variant,5yearly,2085,8.44
604,instant_replacement,5yearly,2085,10.339
604,low_variant,5yearly,2085,15.74
604,medium_variant,5yearly,2085,11.368
604,momentum,5yearly,2085,13.533
604,no_change,5yearly,2085,11.24
604,zero_migration,5yearly,2085,11.193
604,constant_fertility,5yearly,2090,7.816
604,constant_mortality,5yearly,2090,15.924
604,high_variant,5yearly,2090,8.418
604,instant_replacement,5yearly,2090,10.384
604,low_variant,5yearly,2090,16.672
604,medium_variant,5yearly,2090,11.642
604,momentum,5yearly,2090,13.567
604,no_change,5yearly,2090,11.209
604,zero_migration,5yearly,2090,11.463
604,constant_fertility,5yearly,2095,7.704
604,constant_mortality,5yearly,2095,16.282
604,high_variant,5yearly,2095,8.431
604,instant_replacement,5yearly,2095,10.388
604,low_variant,5yearly,2095,17.59
604,medium_variant,5yearly,2095,11.917
604,momentum,5yearly,2095,13.551
604,no_change,5yearly,2095,11.206
604,zero_migration,5yearly,2095,11.728
