country,variant,freq,year,crudedeathrateper1000population
894,estimates,5yearly,1950,21.94
894,estimates,5yearly,1955,20.431
894,estimates,5yearly,1960,19.103
894,estimates,5yearly,1965,17.714
894,estimates,5yearly,1970,16.034
894,estimates,5yearly,1975,15.025
894,estimates,5yearly,1980,15.352
894,estimates,5yearly,1985,17.077
894,estimates,5yearly,1990,18.603
894,estimates,5yearly,1995,18.375
894,estimates,5yearly,2000,15.57
894,estimates,5yearly,2005,11.892
894,estimates,5yearly,2010,8.776
894,constant_fertility,5yearly,2015,7.67
894,constant_mortality,5yearly,2015,8.775
894,high_variant,5yearly,2015,7.661
894,instant_replacement,5yearly,2015,6.808
894,low_variant,5yearly,2015,7.518
894,medium_variant,5yearly,2015,7.59
894,momentum,5yearly,2015,7.867
894,no_change,5yearly,2015,8.871
894,zero_migration,5yearly,2015,7.592
894,constant_fertility,5yearly,2020,6.951
894,constant_mortality,5yearly,2020,8.8
894,high_variant,5yearly,2020,6.922
894,instant_replacement,5yearly,2020,6.561
894,low_variant,5yearly,2020,6.789
894,medium_variant,5yearly,2020,6.857
894,momentum,5yearly,2020,8.26
894,no_change,5yearly,2020,8.95
894,zero_migration,5yearly,2020,6.861
894,constant_fertility,5yearly,2025,6.301
894,constant_mortality,5yearly,2025,8.854
894,high_variant,5yearly,2025,6.266
894,instant_replacement,5yearly,2025,6.477
894,low_variant,5yearly,2025,6.22
894,medium_variant,5yearly,2025,6.243
894,momentum,5yearly,2025,8.885
894,no_change,5yearly,2025,9.002
894,zero_migration,5yearly,2025,6.247
894,constant_fertility,5yearly,2030,5.741
894,constant_mortality,5yearly,2030,8.948
894,high_variant,5yearly,2030,5.704
894,instant_replacement,5yearly,2030,6.39
894,low_variant,5yearly,2030,5.797
894,medium_variant,5yearly,2030,5.748
894,momentum,5yearly,2030,9.511
894,no_change,5yearly,2030,9.053
894,zero_migration,5yearly,2030,5.751
894,constant_fertility,5yearly,2035,5.289
894,constant_mortality,5yearly,2035,9.103
894,high_variant,5yearly,2035,5.281
894,instant_replacement,5yearly,2035,6.275
894,low_variant,5yearly,2035,5.482
894,medium_variant,5yearly,2035,5.375
894,momentum,5yearly,2035,10.033
894,no_change,5yearly,2035,9.141
894,zero_migration,5yearly,2035,5.377
894,constant_fertility,5yearly,2040,4.944
894,constant_mortality,5yearly,2040,9.326
894,high_variant,5yearly,2040,4.994
894,instant_replacement,5yearly,2040,6.268
894,low_variant,5yearly,2040,5.289
894,medium_variant,5yearly,2040,5.129
894,momentum,5yearly,2040,10.529
894,no_change,5yearly,2040,9.272
894,zero_migration,5yearly,2040,5.133
894,constant_fertility,5yearly,2045,4.704
894,constant_mortality,5yearly,2045,9.606
894,high_variant,5yearly,2045,4.829
894,instant_replacement,5yearly,2045,6.491
894,low_variant,5yearly,2045,5.233
894,medium_variant,5yearly,2045,5.013
894,momentum,5yearly,2045,11.178
894,no_change,5yearly,2045,9.418
894,zero_migration,5yearly,2045,5.018
894,constant_fertility,5yearly,2050,4.509
894,constant_mortality,5yearly,2050,9.921
894,high_variant,5yearly,2050,4.72
894,instant_replacement,5yearly,2050,6.88
894,low_variant,5yearly,2050,5.265
894,medium_variant,5yearly,2050,4.967
894,momentum,5yearly,2050,11.975
894,no_change,5yearly,2050,9.552
894,zero_migration,5yearly,2050,4.973
894,constant_fertility,5yearly,2055,4.334
894,constant_mortality,5yearly,2055,10.24
894,high_variant,5yearly,2055,4.646
894,instant_replacement,5yearly,2055,7.369
894,low_variant,5yearly,2055,5.364
894,medium_variant,5yearly,2055,4.969
894,momentum,5yearly,2055,12.827
894,no_change,5yearly,2055,9.656
894,zero_migration,5yearly,2055,4.977
894,constant_fertility,5yearly,2060,4.164
894,constant_mortality,5yearly,2060,10.561
894,high_variant,5yearly,2060,4.6
894,instant_replacement,5yearly,2060,7.906
894,low_variant,5yearly,2060,5.508
894,medium_variant,5yearly,2060,5.004
894,momentum,5yearly,2060,13.681
894,no_change,5yearly,2060,9.724
894,zero_migration,5yearly,2060,5.014
894,constant_fertility,5yearly,2065,4.002
894,constant_mortality,5yearly,2065,10.887
894,high_variant,5yearly,2065,4.582
894,instant_replacement,5yearly,2065,8.485
894,low_variant,5yearly,2065,5.695
894,medium_variant,5yearly,2065,5.072
894,momentum,5yearly,2065,14.506
894,no_change,5yearly,2065,9.765
894,zero_migration,5yearly,2065,5.084
894,constant_fertility,5yearly,2070,3.849
894,constant_mortality,5yearly,2070,11.232
894,high_variant,5yearly,2070,4.591
894,instant_replacement,5yearly,2070,9.132
894,low_variant,5yearly,2070,5.926
894,medium_variant,5yearly,2070,5.172
894,momentum,5yearly,2070,15.339
894,no_change,5yearly,2070,9.791
894,zero_migration,5yearly,2070,5.185
894,constant_fertility,5yearly,2075,3.731
894,constant_mortality,5yearly,2075,11.596
894,high_variant,5yearly,2075,4.645
894,instant_replacement,5yearly,2075,9.868
894,low_variant,5yearly,2075,6.226
894,medium_variant,5yearly,2075,5.326
894,momentum,5yearly,2075,16.163
894,no_change,5yearly,2075,9.805
894,zero_migration,5yearly,2075,5.338
894,constant_fertility,5yearly,2080,3.628
894,constant_mortality,5yearly,2080,11.97
894,high_variant,5yearly,2080,4.73
894,instant_replacement,5yearly,2080,10.62
894,low_variant,5yearly,2080,6.583
894,medium_variant,5yearly,2080,5.518
894,momentum,5yearly,2080,16.834
894,no_change,5yearly,2080,9.81
894,zero_migration,5yearly,2080,5.529
894,constant_fertility,5yearly,2085,3.524
894,constant_mortality,5yearly,2085,12.344
894,high_variant,5yearly,2085,4.826
894,instant_replacement,5yearly,2085,11.25
894,low_variant,5yearly,2085,6.961
894,medium_variant,5yearly,2085,5.724
894,momentum,5yearly,2085,17.191
894,no_change,5yearly,2085,9.805
894,zero_migration,5yearly,2085,5.732
894,constant_fertility,5yearly,2090,3.418
894,constant_mortality,5yearly,2090,12.715
894,high_variant,5yearly,2090,4.931
894,instant_replacement,5yearly,2090,11.625
894,low_variant,5yearly,2090,7.341
894,medium_variant,5yearly,2090,5.934
894,momentum,5yearly,2090,17.151
894,no_change,5yearly,2090,9.799
894,zero_migration,5yearly,2090,5.94
894,constant_fertility,5yearly,2095,3.314
894,constant_mortality,5yearly,2095,13.092
894,high_variant,5yearly,2095,5.048
894,instant_replacement,5yearly,2095,11.653
894,low_variant,5yearly,2095,7.714
894,medium_variant,5yearly,2095,6.149
894,momentum,5yearly,2095,16.827
894,no_change,5yearly,2095,9.799
894,zero_migration,5yearly,2095,6.152
894,constant_fertility,5yearly,Regi,Zambia
894,constant_mortality,5yearly,Regi,Zambia
894,estimates,5yearly,Regi,Zambia
894,high_variant,5yearly,Regi,Zambia
894,instant_replacement,5yearly,Regi,Zambia
894,low_variant,5yearly,Regi,Zambia
894,medium_variant,5yearly,Regi,Zambia
894,momentum,5yearly,Regi,Zambia
894,no_change,5yearly,Regi,Zambia
894,zero_migration,5yearly,Regi,Zambia
