country,variant,freq,year,crudedeathrateper1000population
352,estimates,5yearly,1950,7.407
352,estimates,5yearly,1955,7.074
352,estimates,5yearly,1960,6.929
352,estimates,5yearly,1965,7.09
352,estimates,5yearly,1970,7.046
352,estimates,5yearly,1975,6.467
352,estimates,5yearly,1980,6.914
352,estimates,5yearly,1985,6.898
352,estimates,5yearly,1990,6.781
352,estimates,5yearly,1995,6.847
352,estimates,5yearly,2000,6.275
352,estimates,5yearly,2005,6.345
352,estimates,5yearly,2010,6.4
352,constant_fertility,5yearly,2015,6.526
352,constant_mortality,5yearly,2015,6.997
352,high_variant,5yearly,2015,6.507
352,instant_replacement,5yearly,2015,6.518
352,low_variant,5yearly,2015,6.557
352,medium_variant,5yearly,2015,6.532
352,momentum,5yearly,2015,7.003
352,no_change,5yearly,2015,6.99
352,zero_migration,5yearly,2015,6.552
352,constant_fertility,5yearly,2020,6.696
352,constant_mortality,5yearly,2020,7.544
352,high_variant,5yearly,2020,6.626
352,instant_replacement,5yearly,2020,6.671
352,low_variant,5yearly,2020,6.817
352,medium_variant,5yearly,2020,6.721
352,momentum,5yearly,2020,7.548
352,no_change,5yearly,2020,7.516
352,zero_migration,5yearly,2020,6.777
352,constant_fertility,5yearly,2025,6.985
352,constant_mortality,5yearly,2025,8.222
352,high_variant,5yearly,2025,6.843
352,instant_replacement,5yearly,2025,6.94
352,low_variant,5yearly,2025,7.238
352,medium_variant,5yearly,2025,7.034
352,momentum,5yearly,2025,8.223
352,no_change,5yearly,2025,8.163
352,zero_migration,5yearly,2025,7.134
352,constant_fertility,5yearly,2030,7.483
352,constant_mortality,5yearly,2030,9.12
352,high_variant,5yearly,2030,7.26
352,instant_replacement,5yearly,2030,7.418
352,low_variant,5yearly,2030,7.908
352,medium_variant,5yearly,2030,7.57
352,momentum,5yearly,2030,9.11
352,no_change,5yearly,2030,9.014
352,zero_migration,5yearly,2030,7.721
352,constant_fertility,5yearly,2035,8.143
352,constant_mortality,5yearly,2035,10.103
352,high_variant,5yearly,2035,7.832
352,instant_replacement,5yearly,2035,8.055
352,low_variant,5yearly,2035,8.781
352,medium_variant,5yearly,2035,8.28
352,momentum,5yearly,2035,10.074
352,no_change,5yearly,2035,9.935
352,zero_migration,5yearly,2035,8.498
352,constant_fertility,5yearly,2040,8.791
352,constant_mortality,5yearly,2040,10.955
352,high_variant,5yearly,2040,8.381
352,instant_replacement,5yearly,2040,8.676
352,low_variant,5yearly,2040,9.683
352,medium_variant,5yearly,2040,8.988
352,momentum,5yearly,2040,10.893
352,no_change,5yearly,2040,10.708
352,zero_migration,5yearly,2040,9.276
352,constant_fertility,5yearly,2045,9.27
352,constant_mortality,5yearly,2045,11.542
352,high_variant,5yearly,2045,8.75
352,instant_replacement,5yearly,2045,9.123
352,low_variant,5yearly,2045,10.459
352,medium_variant,5yearly,2045,9.54
352,momentum,5yearly,2045,11.424
352,no_change,5yearly,2045,11.208
352,zero_migration,5yearly,2045,9.907
352,constant_fertility,5yearly,2050,9.522
352,constant_mortality,5yearly,2050,11.88
352,high_variant,5yearly,2050,8.875
352,instant_replacement,5yearly,2050,9.336
352,low_variant,5yearly,2050,11.041
352,medium_variant,5yearly,2050,9.868
352,momentum,5yearly,2050,11.677
352,no_change,5yearly,2050,11.45
352,zero_migration,5yearly,2050,10.308
352,constant_fertility,5yearly,2055,9.586
352,constant_mortality,5yearly,2055,12.105
352,high_variant,5yearly,2055,8.806
352,instant_replacement,5yearly,2055,9.361
352,low_variant,5yearly,2055,11.462
352,medium_variant,5yearly,2055,10.015
352,momentum,5yearly,2055,11.782
352,no_change,5yearly,2055,11.569
352,zero_migration,5yearly,2055,10.509
352,constant_fertility,5yearly,2060,9.568
352,constant_mortality,5yearly,2060,12.374
352,high_variant,5yearly,2060,8.658
352,instant_replacement,5yearly,2060,9.305
352,low_variant,5yearly,2060,11.827
352,medium_variant,5yearly,2060,10.083
352,momentum,5yearly,2060,11.9
352,no_change,5yearly,2060,11.716
352,zero_migration,5yearly,2060,10.625
352,constant_fertility,5yearly,2065,9.653
352,constant_mortality,5yearly,2065,12.745
352,high_variant,5yearly,2065,8.604
352,instant_replacement,5yearly,2065,9.352
352,low_variant,5yearly,2065,12.36
352,medium_variant,5yearly,2065,10.267
352,momentum,5yearly,2065,12.084
352,no_change,5yearly,2065,11.948
352,zero_migration,5yearly,2065,10.851
352,constant_fertility,5yearly,2070,9.797
352,constant_mortality,5yearly,2070,13.153
352,high_variant,5yearly,2070,8.602
352,instant_replacement,5yearly,2070,9.455
352,low_variant,5yearly,2070,13.024
352,medium_variant,5yearly,2070,10.526
352,momentum,5yearly,2070,12.269
352,no_change,5yearly,2070,12.201
352,zero_migration,5yearly,2070,11.141
352,constant_fertility,5yearly,2075,9.984
352,constant_mortality,5yearly,2075,13.465
352,high_variant,5yearly,2075,8.628
352,instant_replacement,5yearly,2075,9.594
352,low_variant,5yearly,2075,13.806
352,medium_variant,5yearly,2075,10.841
352,momentum,5yearly,2075,12.335
352,no_change,5yearly,2075,12.358
352,zero_migration,5yearly,2075,11.471
352,constant_fertility,5yearly,2080,10.094
352,constant_mortality,5yearly,2080,13.629
352,high_variant,5yearly,2080,8.579
352,instant_replacement,5yearly,2080,9.656
352,low_variant,5yearly,2080,14.562
352,medium_variant,5yearly,2080,11.081
352,momentum,5yearly,2080,12.248
352,no_change,5yearly,2080,12.375
352,zero_migration,5yearly,2080,11.71
352,constant_fertility,5yearly,2085,10.061
352,constant_mortality,5yearly,2085,13.692
352,high_variant,5yearly,2085,8.401
352,instant_replacement,5yearly,2085,9.579
352,low_variant,5yearly,2085,15.178
352,medium_variant,5yearly,2085,11.172
352,momentum,5yearly,2085,12.087
352,no_change,5yearly,2085,12.306
352,zero_migration,5yearly,2085,11.765
352,constant_fertility,5yearly,2090,9.905
352,constant_mortality,5yearly,2090,13.801
352,high_variant,5yearly,2090,8.129
352,instant_replacement,5yearly,2090,9.389
352,low_variant,5yearly,2090,15.639
352,medium_variant,5yearly,2090,11.127
352,momentum,5yearly,2090,12.019
352,no_change,5yearly,2090,12.292
352,zero_migration,5yearly,2090,11.673
352,constant_fertility,5yearly,2095,9.759
352,constant_mortality,5yearly,2095,13.973
352,high_variant,5yearly,2095,7.891
352,instant_replacement,5yearly,2095,9.218
352,low_variant,5yearly,2095,16.105
352,medium_variant,5yearly,2095,11.085
352,momentum,5yearly,2095,12.089
352,no_change,5yearly,2095,12.368
352,zero_migration,5yearly,2095,11.61
