country,variant,freq,year,crudedeathrateper1000population
152,estimates,5yearly,1950,13.964
152,estimates,5yearly,1955,12.941
152,estimates,5yearly,1960,11.793
152,estimates,5yearly,1965,10.373
152,estimates,5yearly,1970,8.703
152,estimates,5yearly,1975,7.338
152,estimates,5yearly,1980,6.403
152,estimates,5yearly,1985,5.894
152,estimates,5yearly,1990,5.497
152,estimates,5yearly,1995,5.296
152,estimates,5yearly,2000,5.317
152,estimates,5yearly,2005,5.603
152,estimates,5yearly,2010,5.946
152,constant_fertility,5yearly,2015,6.181
152,constant_mortality,5yearly,2015,6.655
152,high_variant,5yearly,2015,6.168
152,instant_replacement,5yearly,2015,6.165
152,low_variant,5yearly,2015,6.2
152,medium_variant,5yearly,2015,6.184
152,momentum,5yearly,2015,6.652
152,no_change,5yearly,2015,6.652
152,zero_migration,5yearly,2015,6.199
152,constant_fertility,5yearly,2020,6.486
152,constant_mortality,5yearly,2020,7.425
152,high_variant,5yearly,2020,6.419
152,instant_replacement,5yearly,2020,6.413
152,low_variant,5yearly,2020,6.59
152,medium_variant,5yearly,2020,6.503
152,momentum,5yearly,2020,7.402
152,no_change,5yearly,2020,7.405
152,zero_migration,5yearly,2020,6.573
152,constant_fertility,5yearly,2025,6.858
152,constant_mortality,5yearly,2025,8.277
152,high_variant,5yearly,2025,6.709
152,instant_replacement,5yearly,2025,6.726
152,low_variant,5yearly,2025,7.093
152,medium_variant,5yearly,2025,6.895
152,momentum,5yearly,2025,8.218
152,no_change,5yearly,2025,8.234
152,zero_migration,5yearly,2025,7.02
152,constant_fertility,5yearly,2030,7.307
152,constant_mortality,5yearly,2030,9.211
152,high_variant,5yearly,2030,7.059
152,instant_replacement,5yearly,2030,7.112
152,low_variant,5yearly,2030,7.702
152,medium_variant,5yearly,2030,7.366
152,momentum,5yearly,2030,9.101
152,no_change,5yearly,2030,9.138
152,zero_migration,5yearly,2030,7.546
152,constant_fertility,5yearly,2035,7.845
152,constant_mortality,5yearly,2035,10.203
152,high_variant,5yearly,2035,7.487
152,instant_replacement,5yearly,2035,7.578
152,low_variant,5yearly,2035,8.426
152,medium_variant,5yearly,2035,7.929
152,momentum,5yearly,2035,10.009
152,no_change,5yearly,2035,10.094
152,zero_migration,5yearly,2035,8.159
152,constant_fertility,5yearly,2040,8.467
152,constant_mortality,5yearly,2040,11.18
152,high_variant,5yearly,2040,7.977
152,instant_replacement,5yearly,2040,8.11
152,low_variant,5yearly,2040,9.274
152,medium_variant,5yearly,2040,8.583
152,momentum,5yearly,2040,10.864
152,no_change,5yearly,2040,11.029
152,zero_migration,5yearly,2040,8.863
152,constant_fertility,5yearly,2045,9.12
152,constant_mortality,5yearly,2045,12.072
152,high_variant,5yearly,2045,8.465
152,instant_replacement,5yearly,2045,8.649
152,low_variant,5yearly,2045,10.21
152,medium_variant,5yearly,2045,9.275
152,momentum,5yearly,2045,11.581
152,no_change,5yearly,2045,11.869
152,zero_migration,5yearly,2045,9.605
152,constant_fertility,5yearly,2050,9.72
152,constant_mortality,5yearly,2050,12.839
152,high_variant,5yearly,2050,8.862
152,instant_replacement,5yearly,2050,9.109
152,low_variant,5yearly,2050,11.154
152,medium_variant,5yearly,2050,9.918
152,momentum,5yearly,2050,12.117
152,no_change,5yearly,2050,12.577
152,zero_migration,5yearly,2050,10.292
152,constant_fertility,5yearly,2055,10.217
152,constant_mortality,5yearly,2055,13.476
152,high_variant,5yearly,2055,9.127
152,instant_replacement,5yearly,2055,9.453
152,low_variant,5yearly,2055,12.052
152,medium_variant,5yearly,2055,10.462
152,momentum,5yearly,2055,12.483
152,no_change,5yearly,2055,13.153
152,zero_migration,5yearly,2055,10.868
152,constant_fertility,5yearly,2060,10.603
152,constant_mortality,5yearly,2060,14.027
152,high_variant,5yearly,2060,9.266
152,instant_replacement,5yearly,2060,9.68
152,low_variant,5yearly,2060,12.883
152,medium_variant,5yearly,2060,10.895
152,momentum,5yearly,2060,12.734
152,no_change,5yearly,2060,13.639
152,zero_migration,5yearly,2060,11.32
152,constant_fertility,5yearly,2065,10.94
152,constant_mortality,5yearly,2065,14.526
152,high_variant,5yearly,2065,9.345
152,instant_replacement,5yearly,2065,9.855
152,low_variant,5yearly,2065,13.716
152,medium_variant,5yearly,2065,11.281
152,momentum,5yearly,2065,12.915
152,no_change,5yearly,2065,14.072
152,zero_migration,5yearly,2065,11.714
152,constant_fertility,5yearly,2070,11.257
152,constant_mortality,5yearly,2070,14.973
152,high_variant,5yearly,2070,9.39
152,instant_replacement,5yearly,2070,10
152,low_variant,5yearly,2070,14.59
152,medium_variant,5yearly,2070,11.651
152,momentum,5yearly,2070,13.033
152,no_change,5yearly,2070,14.453
152,zero_migration,5yearly,2070,12.081
152,constant_fertility,5yearly,2075,11.576
152,constant_mortality,5yearly,2075,15.313
152,high_variant,5yearly,2075,9.414
152,instant_replacement,5yearly,2075,10.13
152,low_variant,5yearly,2075,15.545
152,medium_variant,5yearly,2075,12.024
152,momentum,5yearly,2075,13.053
152,no_change,5yearly,2075,14.734
152,zero_migration,5yearly,2075,12.443
152,constant_fertility,5yearly,2080,11.846
152,constant_mortality,5yearly,2080,15.485
152,high_variant,5yearly,2080,9.376
152,instant_replacement,5yearly,2080,10.205
152,low_variant,5yearly,2080,16.52
152,medium_variant,5yearly,2080,12.347
152,momentum,5yearly,2080,12.954
152,no_change,5yearly,2080,14.863
152,zero_migration,5yearly,2080,12.746
152,constant_fertility,5yearly,2085,11.94
152,constant_mortality,5yearly,2085,15.5
152,high_variant,5yearly,2085,9.192
152,instant_replacement,5yearly,2085,10.129
152,low_variant,5yearly,2085,17.318
152,medium_variant,5yearly,2085,12.484
152,momentum,5yearly,2085,12.784
152,no_change,5yearly,2085,14.862
152,zero_migration,5yearly,2085,12.851
152,constant_fertility,5yearly,2090,11.857
152,constant_mortality,5yearly,2090,15.44
152,high_variant,5yearly,2090,8.889
152,instant_replacement,5yearly,2090,9.921
152,low_variant,5yearly,2090,17.868
152,medium_variant,5yearly,2090,12.426
152,momentum,5yearly,2090,12.647
152,no_change,5yearly,2090,14.814
152,zero_migration,5yearly,2090,12.754
152,constant_fertility,5yearly,2095,11.729
152,constant_mortality,5yearly,2095,15.38
152,high_variant,5yearly,2095,8.595
152,instant_replacement,5yearly,2095,9.717
152,low_variant,5yearly,2095,18.281
152,medium_variant,5yearly,2095,12.306
152,momentum,5yearly,2095,12.613
152,no_change,5yearly,2095,14.798
152,zero_migration,5yearly,2095,12.603
