country,variant,freq,year,crudedeathrateper1000population
450,estimates,5yearly,1950,27.736
450,estimates,5yearly,1955,25.904
450,estimates,5yearly,1960,23.758
450,estimates,5yearly,1965,21.672
450,estimates,5yearly,1970,19.678
450,estimates,5yearly,1975,17.966
450,estimates,5yearly,1980,16.284
450,estimates,5yearly,1985,15.913
450,estimates,5yearly,1990,14.051
450,estimates,5yearly,1995,11.381
450,estimates,5yearly,2000,9.227
450,estimates,5yearly,2005,7.943
450,estimates,5yearly,2010,6.893
450,constant_fertility,5yearly,2015,6.181
450,constant_mortality,5yearly,2015,6.97
450,high_variant,5yearly,2015,6.177
450,instant_replacement,5yearly,2015,5.799
450,low_variant,5yearly,2015,6.092
450,medium_variant,5yearly,2015,6.135
450,momentum,5yearly,2015,6.541
450,no_change,5yearly,2015,7.031
450,zero_migration,5yearly,2015,6.135
450,constant_fertility,5yearly,2020,5.597
450,constant_mortality,5yearly,2020,7.091
450,high_variant,5yearly,2020,5.586
450,instant_replacement,5yearly,2020,5.602
450,low_variant,5yearly,2020,5.551
450,medium_variant,5yearly,2020,5.569
450,momentum,5yearly,2020,6.963
450,no_change,5yearly,2020,7.17
450,zero_migration,5yearly,2020,5.569
450,constant_fertility,5yearly,2025,5.175
450,constant_mortality,5yearly,2025,7.257
450,high_variant,5yearly,2025,5.173
450,instant_replacement,5yearly,2025,5.599
450,low_variant,5yearly,2025,5.254
450,medium_variant,5yearly,2025,5.212
450,momentum,5yearly,2025,7.503
450,no_change,5yearly,2025,7.305
450,zero_migration,5yearly,2025,5.212
450,constant_fertility,5yearly,2030,4.867
450,constant_mortality,5yearly,2030,7.471
450,high_variant,5yearly,2030,4.889
450,instant_replacement,5yearly,2030,5.677
450,low_variant,5yearly,2030,5.128
450,medium_variant,5yearly,2030,5.003
450,momentum,5yearly,2030,8.044
450,no_change,5yearly,2030,7.446
450,zero_migration,5yearly,2030,5.002
450,constant_fertility,5yearly,2035,4.651
450,constant_mortality,5yearly,2035,7.729
450,high_variant,5yearly,2035,4.729
450,instant_replacement,5yearly,2035,5.833
450,low_variant,5yearly,2035,5.119
450,medium_variant,5yearly,2035,4.912
450,momentum,5yearly,2035,8.557
450,no_change,5yearly,2035,7.6
450,zero_migration,5yearly,2035,4.911
450,constant_fertility,5yearly,2040,4.489
450,constant_mortality,5yearly,2040,8.025
450,high_variant,5yearly,2040,4.647
450,instant_replacement,5yearly,2040,6.077
450,low_variant,5yearly,2040,5.191
450,medium_variant,5yearly,2040,4.899
450,momentum,5yearly,2040,9.118
450,no_change,5yearly,2040,7.754
450,zero_migration,5yearly,2040,4.899
450,constant_fertility,5yearly,2045,4.353
450,constant_mortality,5yearly,2045,8.354
450,high_variant,5yearly,2045,4.61
450,instant_replacement,5yearly,2045,6.434
450,low_variant,5yearly,2045,5.337
450,medium_variant,5yearly,2045,4.944
450,momentum,5yearly,2045,9.792
450,no_change,5yearly,2045,7.892
450,zero_migration,5yearly,2045,4.943
450,constant_fertility,5yearly,2050,4.245
450,constant_mortality,5yearly,2050,8.717
450,high_variant,5yearly,2050,4.619
450,instant_replacement,5yearly,2050,6.901
450,low_variant,5yearly,2050,5.565
450,medium_variant,5yearly,2050,5.049
450,momentum,5yearly,2050,10.586
450,no_change,5yearly,2050,8.011
450,zero_migration,5yearly,2050,5.049
450,constant_fertility,5yearly,2055,4.141
450,constant_mortality,5yearly,2055,9.12
450,high_variant,5yearly,2055,4.651
450,instant_replacement,5yearly,2055,7.42
450,low_variant,5yearly,2055,5.848
450,medium_variant,5yearly,2055,5.189
450,momentum,5yearly,2055,11.456
450,no_change,5yearly,2055,8.114
450,zero_migration,5yearly,2055,5.189
450,constant_fertility,5yearly,2060,4.038
450,constant_mortality,5yearly,2060,9.569
450,high_variant,5yearly,2060,4.709
450,instant_replacement,5yearly,2060,7.982
450,low_variant,5yearly,2060,6.185
450,medium_variant,5yearly,2060,5.365
450,momentum,5yearly,2060,12.365
450,no_change,5yearly,2060,8.204
450,zero_migration,5yearly,2060,5.365
450,constant_fertility,5yearly,2065,3.943
450,constant_mortality,5yearly,2065,10.062
450,high_variant,5yearly,2065,4.798
450,instant_replacement,5yearly,2065,8.601
450,low_variant,5yearly,2065,6.587
450,medium_variant,5yearly,2065,5.581
450,momentum,5yearly,2065,13.297
450,no_change,5yearly,2065,8.28
450,zero_migration,5yearly,2065,5.582
450,constant_fertility,5yearly,2070,3.841
450,constant_mortality,5yearly,2070,10.582
450,high_variant,5yearly,2070,4.895
450,instant_replacement,5yearly,2070,9.243
450,low_variant,5yearly,2070,7.024
450,medium_variant,5yearly,2070,5.815
450,momentum,5yearly,2070,14.225
450,no_change,5yearly,2070,8.334
450,zero_migration,5yearly,2070,5.816
450,constant_fertility,5yearly,2075,3.733
450,constant_mortality,5yearly,2075,11.111
450,high_variant,5yearly,2075,5.002
450,instant_replacement,5yearly,2075,9.902
450,low_variant,5yearly,2075,7.508
450,medium_variant,5yearly,2075,6.07
450,momentum,5yearly,2075,15.059
450,no_change,5yearly,2075,8.358
450,zero_migration,5yearly,2075,6.07
450,constant_fertility,5yearly,2080,3.619
450,constant_mortality,5yearly,2080,11.627
450,high_variant,5yearly,2080,5.117
450,instant_replacement,5yearly,2080,10.505
450,low_variant,5yearly,2080,8.022
450,medium_variant,5yearly,2080,6.336
450,momentum,5yearly,2080,15.637
450,no_change,5yearly,2080,8.357
450,zero_migration,5yearly,2080,6.337
450,constant_fertility,5yearly,2085,3.496
450,constant_mortality,5yearly,2085,12.13
450,high_variant,5yearly,2085,5.228
450,instant_replacement,5yearly,2085,10.938
450,low_variant,5yearly,2085,8.531
450,medium_variant,5yearly,2085,6.595
450,momentum,5yearly,2085,15.846
450,no_change,5yearly,2085,8.346
450,zero_migration,5yearly,2085,6.595
450,constant_fertility,5yearly,2090,3.371
450,constant_mortality,5yearly,2090,12.629
450,high_variant,5yearly,2090,5.344
450,instant_replacement,5yearly,2090,11.137
450,low_variant,5yearly,2090,9.025
450,medium_variant,5yearly,2090,6.847
450,momentum,5yearly,2090,15.732
450,no_change,5yearly,2090,8.339
450,zero_migration,5yearly,2090,6.847
450,constant_fertility,5yearly,2095,3.242
450,constant_mortality,5yearly,2095,13.132
450,high_variant,5yearly,2095,5.454
450,instant_replacement,5yearly,2095,11.017
450,low_variant,5yearly,2095,9.464
450,medium_variant,5yearly,2095,7.075
450,momentum,5yearly,2095,15.481
450,no_change,5yearly,2095,8.343
450,zero_migration,5yearly,2095,7.075
