variant,continent,year,gender,childdependencyratio2569
estimates,905,1950,male,85.567
estimates,905,1951,male,86.159
estimates,905,1952,male,86.667
estimates,905,1953,male,87.369
estimates,905,1954,male,88.387
estimates,905,1955,male,89.74
estimates,905,1956,male,91.566
estimates,905,1957,male,93.576
estimates,905,1958,male,95.526
estimates,905,1959,male,97.23
estimates,905,1960,male,98.648
estimates,905,1961,male,100.83
estimates,905,1962,male,102.63
estimates,905,1963,male,104.057
estimates,905,1964,male,105.175
estimates,905,1965,male,106.017
estimates,905,1966,male,106.666
estimates,905,1967,male,106.929
estimates,905,1968,male,106.787
estimates,905,1969,male,106.276
estimates,905,1970,male,105.492
estimates,905,1971,male,104.855
estimates,905,1972,male,103.958
estimates,905,1973,male,102.662
estimates,905,1974,male,100.894
estimates,905,1975,male,98.733
estimates,905,1976,male,97.825
estimates,905,1977,male,96.666
estimates,905,1978,male,95.335
estimates,905,1979,male,93.898
estimates,905,1980,male,92.376
estimates,905,1981,male,90.243
estimates,905,1982,male,87.993
estimates,905,1983,male,85.721
estimates,905,1984,male,83.499
estimates,905,1985,male,81.378
estimates,905,1986,male,79.574
estimates,905,1987,male,77.883
estimates,905,1988,male,76.356
estimates,905,1989,male,75.02
estimates,905,1990,male,73.866
estimates,905,1991,male,73.024
estimates,905,1992,male,72.311
estimates,905,1993,male,71.716
estimates,905,1994,male,71.189
estimates,905,1995,male,70.699
estimates,905,1996,male,70.491
estimates,905,1997,male,70.165
estimates,905,1998,male,69.779
estimates,905,1999,male,69.407
estimates,905,2000,male,69.076
estimates,905,2001,male,68.674
estimates,905,2002,male,68.46
estimates,905,2003,male,68.327
estimates,905,2004,male,68.129
estimates,905,2005,male,67.801
estimates,905,2006,male,67.608
estimates,905,2007,male,67.242
estimates,905,2008,male,66.783
estimates,905,2009,male,66.325
estimates,905,2010,male,65.897
estimates,905,2011,male,65.57
estimates,905,2012,male,65.122
estimates,905,2013,male,64.608
estimates,905,2014,male,64.071
estimates,905,2015,male,63.529
medium_variant,905,2015,male,63.529
medium_variant,905,2016,male,62.971
medium_variant,905,2017,male,62.505
medium_variant,905,2018,male,62.098
medium_variant,905,2019,male,61.713
medium_variant,905,2020,male,61.346
medium_variant,905,2021,male,61.36
medium_variant,905,2022,male,61.346
medium_variant,905,2023,male,61.324
medium_variant,905,2024,male,61.321
medium_variant,905,2025,male,61.334
