variant,region,year,gender,oldagedependencyratio1564
estimates,915,1950,male,6.669
estimates,915,1951,male,6.763
estimates,915,1952,male,6.858
estimates,915,1953,male,6.938
estimates,915,1954,male,6.99
estimates,915,1955,male,7.01
estimates,915,1956,male,7.086
estimates,915,1957,male,7.133
estimates,915,1958,male,7.164
estimates,915,1959,male,7.199
estimates,915,1960,male,7.248
estimates,915,1961,male,7.366
estimates,915,1962,male,7.491
estimates,915,1963,male,7.622
estimates,915,1964,male,7.762
estimates,915,1965,male,7.914
estimates,915,1966,male,8.104
estimates,915,1967,male,8.304
estimates,915,1968,male,8.51
estimates,915,1969,male,8.714
estimates,915,1970,male,8.909
estimates,915,1971,male,9.063
estimates,915,1972,male,9.19
estimates,915,1973,male,9.29
estimates,915,1974,male,9.366
estimates,915,1975,male,9.419
estimates,915,1976,male,9.572
estimates,915,1977,male,9.706
estimates,915,1978,male,9.823
estimates,915,1979,male,9.925
estimates,915,1980,male,10.016
estimates,915,1981,male,10.069
estimates,915,1982,male,10.104
estimates,915,1983,male,10.128
estimates,915,1984,male,10.148
estimates,915,1985,male,10.164
estimates,915,1986,male,10.178
estimates,915,1987,male,10.187
estimates,915,1988,male,10.198
estimates,915,1989,male,10.22
estimates,915,1990,male,10.252
estimates,915,1991,male,10.298
estimates,915,1992,male,10.349
estimates,915,1993,male,10.4
estimates,915,1994,male,10.447
estimates,915,1995,male,10.489
estimates,915,1996,male,10.58
estimates,915,1997,male,10.659
estimates,915,1998,male,10.734
estimates,915,1999,male,10.814
estimates,915,2000,male,10.904
estimates,915,2001,male,11.013
estimates,915,2002,male,11.119
estimates,915,2003,male,11.224
estimates,915,2004,male,11.327
estimates,915,2005,male,11.428
estimates,915,2006,male,11.583
estimates,915,2007,male,11.733
estimates,915,2008,male,11.877
estimates,915,2009,male,12.018
estimates,915,2010,male,12.161
estimates,915,2011,male,12.328
estimates,915,2012,male,12.49
estimates,915,2013,male,12.659
estimates,915,2014,male,12.851
estimates,915,2015,male,13.079
medium_variant,915,2015,male,13.079
medium_variant,915,2016,male,13.366
medium_variant,915,2017,male,13.686
medium_variant,915,2018,male,14.024
medium_variant,915,2019,male,14.36
medium_variant,915,2020,male,14.686
medium_variant,915,2021,male,15.014
medium_variant,915,2022,male,15.321
medium_variant,915,2023,male,15.638
medium_variant,915,2024,male,16.012
medium_variant,915,2025,male,16.47
medium_variant,915,2026,male,17.007
medium_variant,915,2027,male,17.608
medium_variant,915,2028,male,18.251
medium_variant,915,2029,male,18.898
medium_variant,915,2030,male,19.527
medium_variant,915,2031,male,20.138
medium_variant,915,2032,male,20.72
medium_variant,915,2033,male,21.279
medium_variant,915,2034,male,21.83
medium_variant,915,2035,male,22.38
medium_variant,915,2036,male,22.916
medium_variant,915,2037,male,23.439
medium_variant,915,2038,male,23.938
medium_variant,915,2039,male,24.391
medium_variant,915,2040,male,24.788
medium_variant,915,2041,male,25.115
medium_variant,915,2042,male,25.377
medium_variant,915,2043,male,25.607
medium_variant,915,2044,male,25.857
medium_variant,915,2045,male,26.158
medium_variant,915,2046,male,26.486
medium_variant,915,2047,male,26.842
medium_variant,915,2048,male,27.231
medium_variant,915,2049,male,27.657
medium_variant,915,2050,male,28.13
medium_variant,915,2051,male,28.616
medium_variant,915,2052,male,29.132
medium_variant,915,2053,male,29.676
medium_variant,915,2054,male,30.227
medium_variant,915,2055,male,30.773
medium_variant,915,2056,male,31.289
medium_variant,915,2057,male,31.775
medium_variant,915,2058,male,32.235
medium_variant,915,2059,male,32.689
medium_variant,915,2060,male,33.161
medium_variant,915,2061,male,33.615
medium_variant,915,2062,male,34.047
medium_variant,915,2063,male,34.472
medium_variant,915,2064,male,34.896
medium_variant,915,2065,male,35.326
medium_variant,915,2066,male,35.718
medium_variant,915,2067,male,36.084
medium_variant,915,2068,male,36.433
medium_variant,915,2069,male,36.787
medium_variant,915,2070,male,37.168
medium_variant,915,2071,male,37.518
medium_variant,915,2072,male,37.859
medium_variant,915,2073,male,38.212
medium_variant,915,2074,male,38.591
