variant,region,year,gender,oldagedependencyratio1564
estimates,925,1950,male,10.435
estimates,925,1951,male,10.515
estimates,925,1952,male,10.581
estimates,925,1953,male,10.63
estimates,925,1954,male,10.661
estimates,925,1955,male,10.673
estimates,925,1956,male,10.783
estimates,925,1957,male,10.868
estimates,925,1958,male,10.934
estimates,925,1959,male,10.992
estimates,925,1960,male,11.044
estimates,925,1961,male,11.187
estimates,925,1962,male,11.316
estimates,925,1963,male,11.441
estimates,925,1964,male,11.577
estimates,925,1965,male,11.735
estimates,925,1966,male,12.023
estimates,925,1967,male,12.32
estimates,925,1968,male,12.627
estimates,925,1969,male,12.942
estimates,925,1970,male,13.265
estimates,925,1971,male,13.563
estimates,925,1972,male,13.833
estimates,925,1973,male,14.074
estimates,925,1974,male,14.288
estimates,925,1975,male,14.474
estimates,925,1976,male,14.739
estimates,925,1977,male,14.981
estimates,925,1978,male,15.166
estimates,925,1979,male,15.244
estimates,925,1980,male,15.195
estimates,925,1981,male,15.121
estimates,925,1982,male,14.932
estimates,925,1983,male,14.703
estimates,925,1984,male,14.533
estimates,925,1985,male,14.474
estimates,925,1986,male,14.649
estimates,925,1987,male,14.901
estimates,925,1988,male,15.21
estimates,925,1989,male,15.547
estimates,925,1990,male,15.895
estimates,925,1991,male,16.33
estimates,925,1992,male,16.768
estimates,925,1993,male,17.206
estimates,925,1994,male,17.642
estimates,925,1995,male,18.075
estimates,925,1996,male,18.544
estimates,925,1997,male,18.998
estimates,925,1998,male,19.439
estimates,925,1999,male,19.864
estimates,925,2000,male,20.273
estimates,925,2001,male,20.633
estimates,925,2002,male,20.971
estimates,925,2003,male,21.281
estimates,925,2004,male,21.547
estimates,925,2005,male,21.766
estimates,925,2006,male,22.045
estimates,925,2007,male,22.266
estimates,925,2008,male,22.472
estimates,925,2009,male,22.723
estimates,925,2010,male,23.056
estimates,925,2011,male,23.598
estimates,925,2012,male,24.209
estimates,925,2013,male,24.867
estimates,925,2014,male,25.531
estimates,925,2015,male,26.177
medium_variant,925,2015,male,26.177
medium_variant,925,2016,male,26.785
medium_variant,925,2017,male,27.366
medium_variant,925,2018,male,27.937
medium_variant,925,2019,male,28.525
medium_variant,925,2020,male,29.151
medium_variant,925,2021,male,29.835
medium_variant,925,2022,male,30.534
medium_variant,925,2023,male,31.268
medium_variant,925,2024,male,32.056
medium_variant,925,2025,male,32.915
medium_variant,925,2026,male,33.845
medium_variant,925,2027,male,34.83
medium_variant,925,2028,male,35.868
medium_variant,925,2029,male,36.943
medium_variant,925,2030,male,38.051
