variant,region,year,gender,oldagedependencyratio1564
estimates,1501,1950,male,5.98
estimates,1501,1951,male,5.985
estimates,1501,1952,male,5.98
estimates,1501,1953,male,5.953
estimates,1501,1954,male,5.89
estimates,1501,1955,male,5.79
estimates,1501,1956,male,5.823
estimates,1501,1957,male,5.82
estimates,1501,1958,male,5.793
estimates,1501,1959,male,5.756
estimates,1501,1960,male,5.716
estimates,1501,1961,male,5.808
estimates,1501,1962,male,5.888
estimates,1501,1963,male,5.948
estimates,1501,1964,male,5.981
estimates,1501,1965,male,5.985
estimates,1501,1966,male,6.067
estimates,1501,1967,male,6.116
estimates,1501,1968,male,6.14
estimates,1501,1969,male,6.15
estimates,1501,1970,male,6.15
estimates,1501,1971,male,6.225
estimates,1501,1972,male,6.278
estimates,1501,1973,male,6.311
estimates,1501,1974,male,6.323
estimates,1501,1975,male,6.316
estimates,1501,1976,male,6.378
estimates,1501,1977,male,6.417
estimates,1501,1978,male,6.433
estimates,1501,1979,male,6.426
estimates,1501,1980,male,6.4
estimates,1501,1981,male,6.425
estimates,1501,1982,male,6.426
estimates,1501,1983,male,6.408
estimates,1501,1984,male,6.379
estimates,1501,1985,male,6.344
estimates,1501,1986,male,6.378
estimates,1501,1987,male,6.396
estimates,1501,1988,male,6.402
estimates,1501,1989,male,6.402
estimates,1501,1990,male,6.399
estimates,1501,1991,male,6.476
estimates,1501,1992,male,6.541
estimates,1501,1993,male,6.591
estimates,1501,1994,male,6.621
estimates,1501,1995,male,6.632
estimates,1501,1996,male,6.698
estimates,1501,1997,male,6.739
estimates,1501,1998,male,6.762
estimates,1501,1999,male,6.775
estimates,1501,2000,male,6.783
estimates,1501,2001,male,6.848
estimates,1501,2002,male,6.9
estimates,1501,2003,male,6.936
estimates,1501,2004,male,6.95
estimates,1501,2005,male,6.944
estimates,1501,2006,male,6.993
estimates,1501,2007,male,7.023
estimates,1501,2008,male,7.04
estimates,1501,2009,male,7.048
estimates,1501,2010,male,7.052
estimates,1501,2011,male,7.112
estimates,1501,2012,male,7.164
estimates,1501,2013,male,7.217
estimates,1501,2014,male,7.283
estimates,1501,2015,male,7.372
medium_variant,1501,2015,male,7.372
medium_variant,1501,2016,male,7.527
medium_variant,1501,2017,male,7.691
medium_variant,1501,2018,male,7.861
medium_variant,1501,2019,male,8.032
medium_variant,1501,2020,male,8.202
medium_variant,1501,2021,male,8.413
medium_variant,1501,2022,male,8.614
medium_variant,1501,2023,male,8.811
medium_variant,1501,2024,male,9.005
medium_variant,1501,2025,male,9.199
medium_variant,1501,2026,male,9.432
medium_variant,1501,2027,male,9.655
medium_variant,1501,2028,male,9.871
medium_variant,1501,2029,male,10.079
medium_variant,1501,2030,male,10.281
medium_variant,1501,2031,male,10.515
medium_variant,1501,2032,male,10.735
medium_variant,1501,2033,male,10.946
medium_variant,1501,2034,male,11.152
medium_variant,1501,2035,male,11.358
medium_variant,1501,2036,male,11.601
medium_variant,1501,2037,male,11.835
medium_variant,1501,2038,male,12.064
medium_variant,1501,2039,male,12.291
medium_variant,1501,2040,male,12.519
medium_variant,1501,2041,male,12.791
medium_variant,1501,2042,male,13.055
medium_variant,1501,2043,male,13.317
medium_variant,1501,2044,male,13.586
medium_variant,1501,2045,male,13.868
medium_variant,1501,2046,male,14.206
medium_variant,1501,2047,male,14.543
medium_variant,1501,2048,male,14.88
medium_variant,1501,2049,male,15.214
medium_variant,1501,2050,male,15.546
medium_variant,1501,2051,male,15.923
medium_variant,1501,2052,male,16.285
medium_variant,1501,2053,male,16.635
medium_variant,1501,2054,male,16.976
medium_variant,1501,2055,male,17.31
medium_variant,1501,2056,male,17.682
medium_variant,1501,2057,male,18.034
medium_variant,1501,2058,male,18.37
medium_variant,1501,2059,male,18.692
medium_variant,1501,2060,male,19.005
medium_variant,1501,2061,male,19.353
medium_variant,1501,2062,male,19.678
medium_variant,1501,2063,male,19.986
medium_variant,1501,2064,male,20.284
medium_variant,1501,2065,male,20.58
medium_variant,1501,2066,male,20.917
medium_variant,1501,2067,male,21.235
medium_variant,1501,2068,male,21.541
medium_variant,1501,2069,male,21.84
medium_variant,1501,2070,male,22.138
medium_variant,1501,2071,male,22.484
medium_variant,1501,2072,male,22.812
medium_variant,1501,2073,male,23.128
medium_variant,1501,2074,male,23.434
medium_variant,1501,2075,male,23.733
medium_variant,1501,2076,male,24.078
medium_variant,1501,2077,male,24.399
medium_variant,1501,2078,male,24.704
medium_variant,1501,2079,male,24.997
medium_variant,1501,2080,male,25.284
medium_variant,1501,2081,male,25.618
medium_variant,1501,2082,male,25.927
medium_variant,1501,2083,male,26.219
medium_variant,1501,2084,male,26.499
medium_variant,1501,2085,male,26.773
medium_variant,1501,2086,male,27.09
medium_variant,1501,2087,male,27.382
medium_variant,1501,2088,male,27.655
medium_variant,1501,2089,male,27.919
medium_variant,1501,2090,male,28.178
medium_variant,1501,2091,male,28.475
medium_variant,1501,2092,male,28.749
medium_variant,1501,2093,male,29.008
medium_variant,1501,2094,male,29.259
medium_variant,1501,2095,male,29.51
medium_variant,1501,2096,male,29.798
medium_variant,1501,2097,male,30.066
medium_variant,1501,2098,male,30.321
medium_variant,1501,2099,male,30.572
medium_variant,1501,2100,male,30.826
estimates,1501,1950,female,7.048
estimates,1501,1951,female,7.065
estimates,1501,1952,female,7.079
estimates,1501,1953,female,7.074
estimates,1501,1954,female,7.031
estimates,1501,1955,female,6.948
estimates,1501,1956,female,6.959
estimates,1501,1957,female,6.935
estimates,1501,1958,female,6.891
estimates,1501,1959,female,6.847
estimates,1501,1960,female,6.81
estimates,1501,1961,female,6.904
estimates,1501,1962,female,6.988
estimates,1501,1963,female,7.056
estimates,1501,1964,female,7.099
estimates,1501,1965,female,7.115
estimates,1501,1966,female,7.195
estimates,1501,1967,female,7.245
estimates,1501,1968,female,7.274
estimates,1501,1969,female,7.29
estimates,1501,1970,female,7.301
estimates,1501,1971,female,7.373
estimates,1501,1972,female,7.427
estimates,1501,1973,female,7.467
estimates,1501,1974,female,7.493
estimates,1501,1975,female,7.509
estimates,1501,1976,female,7.584
estimates,1501,1977,female,7.642
estimates,1501,1978,female,7.683
estimates,1501,1979,female,7.7
estimates,1501,1980,female,7.694
estimates,1501,1981,female,7.715
estimates,1501,1982,female,7.709
estimates,1501,1983,female,7.687
estimates,1501,1984,female,7.662
estimates,1501,1985,female,7.642
estimates,1501,1986,female,7.669
estimates,1501,1987,female,7.689
estimates,1501,1988,female,7.706
estimates,1501,1989,female,7.72
estimates,1501,1990,female,7.735
estimates,1501,1991,female,7.805
estimates,1501,1992,female,7.867
estimates,1501,1993,female,7.921
estimates,1501,1994,female,7.963
estimates,1501,1995,female,7.994
estimates,1501,1996,female,8.069
estimates,1501,1997,female,8.124
estimates,1501,1998,female,8.169
estimates,1501,1999,female,8.214
estimates,1501,2000,female,8.264
estimates,1501,2001,female,8.339
estimates,1501,2002,female,8.407
estimates,1501,2003,female,8.465
estimates,1501,2004,female,8.503
estimates,1501,2005,female,8.521
estimates,1501,2006,female,8.571
estimates,1501,2007,female,8.6
estimates,1501,2008,female,8.617
estimates,1501,2009,female,8.629
estimates,1501,2010,female,8.643
estimates,1501,2011,female,8.703
estimates,1501,2012,female,8.762
estimates,1501,2013,female,8.829
estimates,1501,2014,female,8.912
estimates,1501,2015,female,9.018
medium_variant,1501,2015,female,9.018
medium_variant,1501,2016,female,9.172
medium_variant,1501,2017,female,9.338
medium_variant,1501,2018,female,9.518
medium_variant,1501,2019,female,9.709
medium_variant,1501,2020,female,9.911
medium_variant,1501,2021,female,10.141
medium_variant,1501,2022,female,10.373
medium_variant,1501,2023,female,10.61
medium_variant,1501,2024,female,10.855
medium_variant,1501,2025,female,11.11
medium_variant,1501,2026,female,11.387
medium_variant,1501,2027,female,11.664
medium_variant,1501,2028,female,11.943
medium_variant,1501,2029,female,12.223
medium_variant,1501,2030,female,12.507
medium_variant,1501,2031,female,12.798
medium_variant,1501,2032,female,13.083
medium_variant,1501,2033,female,13.367
medium_variant,1501,2034,female,13.655
medium_variant,1501,2035,female,13.952
medium_variant,1501,2036,female,14.253
medium_variant,1501,2037,female,14.554
medium_variant,1501,2038,female,14.859
medium_variant,1501,2039,female,15.174
medium_variant,1501,2040,female,15.502
medium_variant,1501,2041,female,15.842
medium_variant,1501,2042,female,16.185
medium_variant,1501,2043,female,16.538
medium_variant,1501,2044,female,16.909
medium_variant,1501,2045,female,17.307
medium_variant,1501,2046,female,17.724
medium_variant,1501,2047,female,18.153
medium_variant,1501,2048,female,18.592
medium_variant,1501,2049,female,19.038
medium_variant,1501,2050,female,19.493
medium_variant,1501,2051,female,19.948
medium_variant,1501,2052,female,20.395
medium_variant,1501,2053,female,20.839
medium_variant,1501,2054,female,21.28
medium_variant,1501,2055,female,21.72
medium_variant,1501,2056,female,22.146
medium_variant,1501,2057,female,22.555
medium_variant,1501,2058,female,22.953
medium_variant,1501,2059,female,23.347
medium_variant,1501,2060,female,23.74
medium_variant,1501,2061,female,24.112
medium_variant,1501,2062,female,24.469
medium_variant,1501,2063,female,24.818
medium_variant,1501,2064,female,25.168
medium_variant,1501,2065,female,25.528
medium_variant,1501,2066,female,25.873
medium_variant,1501,2067,female,26.209
medium_variant,1501,2068,female,26.547
medium_variant,1501,2069,female,26.894
medium_variant,1501,2070,female,27.257
medium_variant,1501,2071,female,27.611
medium_variant,1501,2072,female,27.964
medium_variant,1501,2073,female,28.319
medium_variant,1501,2074,female,28.68
medium_variant,1501,2075,female,29.051
medium_variant,1501,2076,female,29.405
medium_variant,1501,2077,female,29.749
medium_variant,1501,2078,female,30.09
medium_variant,1501,2079,female,30.436
medium_variant,1501,2080,female,30.796
medium_variant,1501,2081,female,31.138
medium_variant,1501,2082,female,31.471
medium_variant,1501,2083,female,31.803
medium_variant,1501,2084,female,32.14
medium_variant,1501,2085,female,32.491
medium_variant,1501,2086,female,32.814
medium_variant,1501,2087,female,33.128
medium_variant,1501,2088,female,33.441
medium_variant,1501,2089,female,33.762
medium_variant,1501,2090,female,34.1
medium_variant,1501,2091,female,34.401
medium_variant,1501,2092,female,34.695
medium_variant,1501,2093,female,34.991
medium_variant,1501,2094,female,35.3
medium_variant,1501,2095,female,35.63
medium_variant,1501,2096,female,35.917
medium_variant,1501,2097,female,36.201
medium_variant,1501,2098,female,36.491
medium_variant,1501,2099,female,36.796
medium_variant,1501,2100,female,37.123
