variant,region,year,gender,oldagedependencyratio1564
estimates,927,1950,male,11.724
estimates,927,1951,male,11.877
estimates,927,1952,male,12.003
estimates,927,1953,male,12.09
estimates,927,1954,male,12.124
estimates,927,1955,male,12.102
estimates,927,1956,male,12.201
estimates,927,1957,male,12.234
estimates,927,1958,male,12.204
estimates,927,1959,male,12.119
estimates,927,1960,male,11.991
estimates,927,1961,male,11.921
estimates,927,1962,male,11.805
estimates,927,1963,male,11.659
estimates,927,1964,male,11.505
estimates,927,1965,male,11.354
estimates,927,1966,male,11.285
estimates,927,1967,male,11.212
estimates,927,1968,male,11.145
estimates,927,1969,male,11.081
estimates,927,1970,male,11.013
estimates,927,1971,male,11.117
estimates,927,1972,male,11.199
estimates,927,1973,male,11.272
estimates,927,1974,male,11.349
estimates,927,1975,male,11.434
estimates,927,1976,male,11.655
estimates,927,1977,male,11.871
estimates,927,1978,male,12.073
estimates,927,1979,male,12.242
estimates,927,1980,male,12.37
estimates,927,1981,male,12.505
estimates,927,1982,male,12.596
estimates,927,1983,male,12.672
estimates,927,1984,male,12.764
estimates,927,1985,male,12.893
estimates,927,1986,male,13.105
estimates,927,1987,male,13.328
estimates,927,1988,male,13.557
estimates,927,1989,male,13.788
estimates,927,1990,male,14.02
estimates,927,1991,male,14.323
estimates,927,1992,male,14.623
estimates,927,1993,male,14.904
estimates,927,1994,male,15.145
estimates,927,1995,male,15.338
estimates,927,1996,male,15.555
estimates,927,1997,male,15.732
estimates,927,1998,male,15.881
estimates,927,1999,male,16.026
estimates,927,2000,male,16.189
estimates,927,2001,male,16.352
estimates,927,2002,male,16.523
estimates,927,2003,male,16.706
estimates,927,2004,male,16.895
estimates,927,2005,male,17.092
estimates,927,2006,male,17.231
estimates,927,2007,male,17.371
estimates,927,2008,male,17.55
estimates,927,2009,male,17.814
estimates,927,2010,male,18.183
estimates,927,2011,male,18.717
estimates,927,2012,male,19.32
estimates,927,2013,male,19.956
estimates,927,2014,male,20.576
estimates,927,2015,male,21.157
medium_variant,927,2015,male,21.157
medium_variant,927,2016,male,21.715
medium_variant,927,2017,male,22.239
medium_variant,927,2018,male,22.745
medium_variant,927,2019,male,23.255
medium_variant,927,2020,male,23.786
medium_variant,927,2021,male,24.332
medium_variant,927,2022,male,24.874
medium_variant,927,2023,male,25.422
medium_variant,927,2024,male,25.99
medium_variant,927,2025,male,26.585
medium_variant,927,2026,male,27.149
medium_variant,927,2027,male,27.729
medium_variant,927,2028,male,28.309
medium_variant,927,2029,male,28.86
medium_variant,927,2030,male,29.366
medium_variant,927,2031,male,29.745
medium_variant,927,2032,male,30.063
medium_variant,927,2033,male,30.353
medium_variant,927,2034,male,30.66
medium_variant,927,2035,male,31.016
medium_variant,927,2036,male,31.318
medium_variant,927,2037,male,31.654
medium_variant,927,2038,male,32.003
medium_variant,927,2039,male,32.323
medium_variant,927,2040,male,32.596
medium_variant,927,2041,male,32.744
medium_variant,927,2042,male,32.831
medium_variant,927,2043,male,32.903
medium_variant,927,2044,male,33.027
medium_variant,927,2045,male,33.252
medium_variant,927,2046,male,33.469
medium_variant,927,2047,male,33.752
medium_variant,927,2048,male,34.1
medium_variant,927,2049,male,34.493
medium_variant,927,2050,male,34.922
medium_variant,927,2051,male,35.281
medium_variant,927,2052,male,35.648
medium_variant,927,2053,male,36.033
medium_variant,927,2054,male,36.448
medium_variant,927,2055,male,36.905
medium_variant,927,2056,male,37.293
medium_variant,927,2057,male,37.687
medium_variant,927,2058,male,38.081
medium_variant,927,2059,male,38.461
medium_variant,927,2060,male,38.829
medium_variant,927,2061,male,39.047
medium_variant,927,2062,male,39.222
medium_variant,927,2063,male,39.382
medium_variant,927,2064,male,39.554
medium_variant,927,2065,male,39.761
medium_variant,927,2066,male,39.84
medium_variant,927,2067,male,39.919
medium_variant,927,2068,male,40.022
medium_variant,927,2069,male,40.188
medium_variant,927,2070,male,40.455
medium_variant,927,2071,male,40.622
medium_variant,927,2072,male,40.853
medium_variant,927,2073,male,41.157
medium_variant,927,2074,male,41.523
medium_variant,927,2075,male,41.943
medium_variant,927,2076,male,42.203
medium_variant,927,2077,male,42.478
medium_variant,927,2078,male,42.783
medium_variant,927,2079,male,43.142
medium_variant,927,2080,male,43.588
medium_variant,927,2081,male,43.899
medium_variant,927,2082,male,44.238
medium_variant,927,2083,male,44.62
medium_variant,927,2084,male,45.055
medium_variant,927,2085,male,45.553
medium_variant,927,2086,male,45.871
medium_variant,927,2087,male,46.193
medium_variant,927,2088,male,46.538
medium_variant,927,2089,male,46.931
medium_variant,927,2090,male,47.401
medium_variant,927,2091,male,47.66
medium_variant,927,2092,male,47.93
medium_variant,927,2093,male,48.24
medium_variant,927,2094,male,48.612
medium_variant,927,2095,male,49.066
medium_variant,927,2096,male,49.273
medium_variant,927,2097,male,49.505
medium_variant,927,2098,male,49.783
medium_variant,927,2099,male,50.129
medium_variant,927,2100,male,50.57
estimates,927,1950,female,14.055
estimates,927,1951,female,14.357
estimates,927,1952,female,14.656
estimates,927,1953,female,14.944
estimates,927,1954,female,15.217
estimates,927,1955,female,15.471
estimates,927,1956,female,15.725
estimates,927,1957,female,15.949
estimates,927,1958,female,16.14
estimates,927,1959,female,16.291
estimates,927,1960,female,16.399
estimates,927,1961,female,16.483
estimates,927,1962,female,16.519
estimates,927,1963,female,16.523
estimates,927,1964,female,16.508
estimates,927,1965,female,16.486
estimates,927,1966,female,16.32
estimates,927,1967,female,16.141
estimates,927,1968,female,15.964
estimates,927,1969,female,15.806
estimates,927,1970,female,15.682
estimates,927,1971,female,15.791
estimates,927,1972,female,15.904
estimates,927,1973,female,16.022
estimates,927,1974,female,16.155
estimates,927,1975,female,16.318
estimates,927,1976,female,16.542
estimates,927,1977,female,16.786
estimates,927,1978,female,17.035
estimates,927,1979,female,17.267
estimates,927,1980,female,17.475
estimates,927,1981,female,17.642
estimates,927,1982,female,17.78
estimates,927,1983,female,17.913
estimates,927,1984,female,18.07
estimates,927,1985,female,18.27
estimates,927,1986,female,18.438
estimates,927,1987,female,18.628
estimates,927,1988,female,18.833
estimates,927,1989,female,19.043
estimates,927,1990,female,19.254
estimates,927,1991,female,19.494
estimates,927,1992,female,19.729
estimates,927,1993,female,19.95
estimates,927,1994,female,20.143
estimates,927,1995,female,20.303
estimates,927,1996,female,20.409
estimates,927,1997,female,20.478
estimates,927,1998,female,20.524
estimates,927,1999,female,20.574
estimates,927,2000,female,20.649
estimates,927,2001,female,20.647
estimates,927,2002,female,20.669
estimates,927,2003,female,20.718
estimates,927,2004,female,20.793
estimates,927,2005,female,20.898
estimates,927,2006,female,20.919
estimates,927,2007,female,20.958
estimates,927,2008,female,21.054
estimates,927,2009,female,21.25
estimates,927,2010,female,21.566
estimates,927,2011,female,21.944
estimates,927,2012,female,22.408
estimates,927,2013,female,22.933
estimates,927,2014,female,23.479
