variant,region,year,gender,oldagedependencyratio1564
estimates,928,1950,male,7.092
estimates,928,1951,male,6.929
estimates,928,1952,male,6.687
estimates,928,1953,male,6.376
estimates,928,1954,male,5.998
estimates,928,1955,male,5.567
estimates,928,1956,male,5.433
estimates,928,1957,male,5.265
estimates,928,1958,male,5.083
estimates,928,1959,male,4.915
estimates,928,1960,male,4.766
estimates,928,1961,male,4.786
estimates,928,1962,male,4.806
estimates,928,1963,male,4.807
estimates,928,1964,male,4.768
estimates,928,1965,male,4.68
estimates,928,1966,male,4.713
estimates,928,1967,male,4.709
estimates,928,1968,male,4.676
estimates,928,1969,male,4.629
estimates,928,1970,male,4.573
estimates,928,1971,male,4.606
estimates,928,1972,male,4.624
estimates,928,1973,male,4.622
estimates,928,1974,male,4.602
estimates,928,1975,male,4.565
estimates,928,1976,male,4.616
estimates,928,1977,male,4.647
estimates,928,1978,male,4.655
estimates,928,1979,male,4.648
estimates,928,1980,male,4.628
estimates,928,1981,male,4.684
estimates,928,1982,male,4.724
estimates,928,1983,male,4.746
estimates,928,1984,male,4.75
estimates,928,1985,male,4.737
estimates,928,1986,male,4.785
estimates,928,1987,male,4.811
estimates,928,1988,male,4.819
estimates,928,1989,male,4.81
estimates,928,1990,male,4.788
estimates,928,1991,male,4.823
estimates,928,1992,male,4.841
estimates,928,1993,male,4.843
estimates,928,1994,male,4.83
estimates,928,1995,male,4.805
estimates,928,1996,male,4.858
estimates,928,1997,male,4.895
estimates,928,1998,male,4.918
estimates,928,1999,male,4.93
estimates,928,2000,male,4.933
estimates,928,2001,male,4.999
estimates,928,2002,male,5.056
estimates,928,2003,male,5.103
estimates,928,2004,male,5.144
estimates,928,2005,male,5.18
estimates,928,2006,male,5.275
estimates,928,2007,male,5.361
estimates,928,2008,male,5.438
estimates,928,2009,male,5.503
estimates,928,2010,male,5.554
estimates,928,2011,male,5.618
estimates,928,2012,male,5.664
estimates,928,2013,male,5.701
estimates,928,2014,male,5.739
estimates,928,2015,male,5.785
medium_variant,928,2015,male,5.785
medium_variant,928,2016,male,5.882
medium_variant,928,2017,male,5.977
medium_variant,928,2018,male,6.068
medium_variant,928,2019,male,6.155
medium_variant,928,2020,male,6.237
medium_variant,928,2021,male,6.364
medium_variant,928,2022,male,6.479
medium_variant,928,2023,male,6.586
medium_variant,928,2024,male,6.688
medium_variant,928,2025,male,6.787
medium_variant,928,2026,male,6.932
medium_variant,928,2027,male,7.068
medium_variant,928,2028,male,7.194
medium_variant,928,2029,male,7.309
medium_variant,928,2030,male,7.414
medium_variant,928,2031,male,7.561
medium_variant,928,2032,male,7.691
medium_variant,928,2033,male,7.81
medium_variant,928,2034,male,7.925
medium_variant,928,2035,male,8.04
medium_variant,928,2036,male,8.209
medium_variant,928,2037,male,8.367
medium_variant,928,2038,male,8.518
medium_variant,928,2039,male,8.662
medium_variant,928,2040,male,8.803
medium_variant,928,2041,male,8.998
medium_variant,928,2042,male,9.178
medium_variant,928,2043,male,9.346
medium_variant,928,2044,male,9.504
medium_variant,928,2045,male,9.655
medium_variant,928,2046,male,9.861
medium_variant,928,2047,male,10.049
medium_variant,928,2048,male,10.22
medium_variant,928,2049,male,10.369
medium_variant,928,2050,male,10.497
medium_variant,928,2051,male,10.674
medium_variant,928,2052,male,10.824
medium_variant,928,2053,male,10.954
medium_variant,928,2054,male,11.073
medium_variant,928,2055,male,11.188
medium_variant,928,2056,male,11.371
medium_variant,928,2057,male,11.536
