variant,region,year,gender,oldagedependencyratio1564
estimates,912,1950,male,5.392
estimates,912,1951,male,5.471
estimates,912,1952,male,5.528
estimates,912,1953,male,5.572
estimates,912,1954,male,5.609
estimates,912,1955,male,5.64
estimates,912,1956,male,5.743
estimates,912,1957,male,5.832
estimates,912,1958,male,5.91
estimates,912,1959,male,5.976
estimates,912,1960,male,6.029
estimates,912,1961,male,6.148
estimates,912,1962,male,6.247
estimates,912,1963,male,6.325
estimates,912,1964,male,6.379
estimates,912,1965,male,6.408
estimates,912,1966,male,6.471
estimates,912,1967,male,6.501
estimates,912,1968,male,6.506
estimates,912,1969,male,6.495
estimates,912,1970,male,6.474
estimates,912,1971,male,6.516
estimates,912,1972,male,6.54
estimates,912,1973,male,6.543
estimates,912,1974,male,6.524
estimates,912,1975,male,6.483
estimates,912,1976,male,6.477
estimates,912,1977,male,6.45
estimates,912,1978,male,6.411
estimates,912,1979,male,6.364
estimates,912,1980,male,6.316
estimates,912,1981,male,6.318
estimates,912,1982,male,6.314
estimates,912,1983,male,6.304
estimates,912,1984,male,6.294
estimates,912,1985,male,6.289
estimates,912,1986,male,6.318
estimates,912,1987,male,6.345
estimates,912,1988,male,6.373
estimates,912,1989,male,6.407
estimates,912,1990,male,6.449
estimates,912,1991,male,6.534
estimates,912,1992,male,6.616
estimates,912,1993,male,6.691
estimates,912,1994,male,6.759
estimates,912,1995,male,6.821
estimates,912,1996,male,6.905
estimates,912,1997,male,6.973
estimates,912,1998,male,7.025
estimates,912,1999,male,7.059
estimates,912,2000,male,7.077
estimates,912,2001,male,7.093
estimates,912,2002,male,7.094
estimates,912,2003,male,7.084
estimates,912,2004,male,7.062
estimates,912,2005,male,7.034
estimates,912,2006,male,7.038
estimates,912,2007,male,7.032
estimates,912,2008,male,7.029
estimates,912,2009,male,7.042
estimates,912,2010,male,7.081
estimates,912,2011,male,7.156
estimates,912,2012,male,7.246
estimates,912,2013,male,7.352
estimates,912,2014,male,7.475
estimates,912,2015,male,7.617
medium_variant,912,2015,male,7.617
medium_variant,912,2016,male,7.801
medium_variant,912,2017,male,7.994
medium_variant,912,2018,male,8.196
medium_variant,912,2019,male,8.404
medium_variant,912,2020,male,8.617
medium_variant,912,2021,male,8.856
medium_variant,912,2022,male,9.091
medium_variant,912,2023,male,9.323
medium_variant,912,2024,male,9.55
medium_variant,912,2025,male,9.773
medium_variant,912,2026,male,10.006
medium_variant,912,2027,male,10.227
medium_variant,912,2028,male,10.438
medium_variant,912,2029,male,10.646
medium_variant,912,2030,male,10.855
medium_variant,912,2031,male,11.07
medium_variant,912,2032,male,11.282
medium_variant,912,2033,male,11.495
medium_variant,912,2034,male,11.708
medium_variant,912,2035,male,11.925
medium_variant,912,2036,male,12.145
medium_variant,912,2037,male,12.364
medium_variant,912,2038,male,12.591
medium_variant,912,2039,male,12.84
medium_variant,912,2040,male,13.119
medium_variant,912,2041,male,13.427
medium_variant,912,2042,male,13.752
medium_variant,912,2043,male,14.097
medium_variant,912,2044,male,14.462
medium_variant,912,2045,male,14.849
medium_variant,912,2046,male,15.259
medium_variant,912,2047,male,15.676
medium_variant,912,2048,male,16.1
medium_variant,912,2049,male,16.532
