variant,country,year,oldagedependencyratio2569
estimates,630,1950,6.94
estimates,630,1951,7.121
estimates,630,1952,7.313
estimates,630,1953,7.534
estimates,630,1954,7.79
estimates,630,1955,8.067
estimates,630,1956,8.324
estimates,630,1957,8.576
estimates,630,1958,8.814
estimates,630,1959,9.055
estimates,630,1960,9.337
estimates,630,1961,9.433
estimates,630,1962,9.505
estimates,630,1963,9.543
estimates,630,1964,9.538
estimates,630,1965,9.501
estimates,630,1966,9.76
estimates,630,1967,9.987
estimates,630,1968,10.219
estimates,630,1969,10.468
estimates,630,1970,10.764
estimates,630,1971,10.687
estimates,630,1972,10.579
estimates,630,1973,10.427
estimates,630,1974,10.223
estimates,630,1975,9.973
estimates,630,1976,10.26
estimates,630,1977,10.559
estimates,630,1978,10.912
estimates,630,1979,11.351
estimates,630,1980,11.896
estimates,630,1981,12.205
estimates,630,1982,12.498
estimates,630,1983,12.72
estimates,630,1984,12.869
estimates,630,1985,13.009
estimates,630,1986,13.32
estimates,630,1987,13.592
estimates,630,1988,13.827
estimates,630,1989,14.048
estimates,630,1990,14.281
estimates,630,1991,14.441
estimates,630,1992,14.633
estimates,630,1993,14.856
estimates,630,1994,15.072
estimates,630,1995,15.278
estimates,630,1996,15.418
estimates,630,1997,15.526
estimates,630,1998,15.628
estimates,630,1999,15.745
estimates,630,2000,15.891
estimates,630,2001,16.123
estimates,630,2002,16.327
estimates,630,2003,16.508
estimates,630,2004,16.669
estimates,630,2005,16.816
estimates,630,2006,17.011
estimates,630,2007,17.187
estimates,630,2008,17.338
estimates,630,2009,17.464
estimates,630,2010,17.571
estimates,630,2011,17.848
estimates,630,2012,18.117
estimates,630,2013,18.393
estimates,630,2014,18.688
estimates,630,2015,19.008
medium_variant,630,2015,19.008
medium_variant,630,2016,19.466
medium_variant,630,2017,19.961
medium_variant,630,2018,20.469
medium_variant,630,2019,20.96
medium_variant,630,2020,21.424
medium_variant,630,2021,21.913
medium_variant,630,2022,22.383
medium_variant,630,2023,22.85
medium_variant,630,2024,23.337
medium_variant,630,2025,23.857
