variant,country,year,oldagedependencyratio2569
estimates,12,1950,5.654
estimates,12,1951,5.623
estimates,12,1952,5.546
estimates,12,1953,5.434
estimates,12,1954,5.305
estimates,12,1955,5.169
estimates,12,1956,5.235
estimates,12,1957,5.281
estimates,12,1958,5.295
estimates,12,1959,5.261
estimates,12,1960,5.177
estimates,12,1961,5.227
estimates,12,1962,5.225
estimates,12,1963,5.211
estimates,12,1964,5.238
estimates,12,1965,5.328
estimates,12,1966,5.596
estimates,12,1967,5.881
estimates,12,1968,6.141
estimates,12,1969,6.323
estimates,12,1970,6.409
estimates,12,1971,6.577
estimates,12,1972,6.663
estimates,12,1973,6.696
estimates,12,1974,6.708
estimates,12,1975,6.713
estimates,12,1976,6.821
estimates,12,1977,6.895
estimates,12,1978,6.924
estimates,12,1979,6.898
estimates,12,1980,6.817
estimates,12,1981,6.807
estimates,12,1982,6.748
estimates,12,1983,6.661
estimates,12,1984,6.564
estimates,12,1985,6.468
estimates,12,1986,6.475
estimates,12,1987,6.475
estimates,12,1988,6.461
estimates,12,1989,6.424
estimates,12,1990,6.362
estimates,12,1991,6.334
estimates,12,1992,6.28
estimates,12,1993,6.22
estimates,12,1994,6.173
estimates,12,1995,6.151
estimates,12,1996,6.219
estimates,12,1997,6.297
estimates,12,1998,6.391
estimates,12,1999,6.503
estimates,12,2000,6.632
estimates,12,2001,6.783
estimates,12,2002,6.928
estimates,12,2003,7.064
estimates,12,2004,7.186
estimates,12,2005,7.296
estimates,12,2006,7.435
estimates,12,2007,7.561
estimates,12,2008,7.679
estimates,12,2009,7.787
estimates,12,2010,7.89
estimates,12,2011,7.914
estimates,12,2012,7.933
estimates,12,2013,7.955
estimates,12,2014,7.983
estimates,12,2015,8.025
medium_variant,12,2015,8.025
medium_variant,12,2016,8.066
medium_variant,12,2017,8.112
medium_variant,12,2018,8.186
medium_variant,12,2019,8.322
medium_variant,12,2020,8.533
medium_variant,12,2021,8.804
medium_variant,12,2022,9.138
medium_variant,12,2023,9.517
medium_variant,12,2024,9.911
medium_variant,12,2025,10.305
medium_variant,12,2026,10.689
medium_variant,12,2027,11.074
medium_variant,12,2028,11.468
medium_variant,12,2029,11.873
medium_variant,12,2030,12.292
medium_variant,12,2031,12.693
medium_variant,12,2032,13.098
medium_variant,12,2033,13.505
medium_variant,12,2034,13.907
medium_variant,12,2035,14.305
medium_variant,12,2036,14.658
medium_variant,12,2037,15.007
medium_variant,12,2038,15.362
medium_variant,12,2039,15.74
medium_variant,12,2040,16.155
medium_variant,12,2041,16.554
medium_variant,12,2042,16.986
medium_variant,12,2043,17.469
medium_variant,12,2044,18.022
medium_variant,12,2045,18.649
medium_variant,12,2046,19.282
medium_variant,12,2047,19.988
medium_variant,12,2048,20.765
medium_variant,12,2049,21.61
medium_variant,12,2050,22.525
medium_variant,12,2051,23.43
medium_variant,12,2052,24.392
medium_variant,12,2053,25.403
medium_variant,12,2054,26.447
medium_variant,12,2055,27.507
medium_variant,12,2056,28.461
medium_variant,12,2057,29.416
medium_variant,12,2058,30.356
medium_variant,12,2059,31.256
medium_variant,12,2060,32.1
medium_variant,12,2061,32.736
medium_variant,12,2062,33.316
medium_variant,12,2063,33.819
medium_variant,12,2064,34.217
medium_variant,12,2065,34.501
medium_variant,12,2066,34.519
medium_variant,12,2067,34.448
medium_variant,12,2068,34.325
medium_variant,12,2069,34.195
medium_variant,12,2070,34.087
medium_variant,12,2071,33.842
medium_variant,12,2072,33.636
medium_variant,12,2073,33.519
medium_variant,12,2074,33.549
medium_variant,12,2075,33.762
medium_variant,12,2076,34.02
medium_variant,12,2077,34.484
medium_variant,12,2078,35.135
medium_variant,12,2079,35.938
medium_variant,12,2080,36.867
medium_variant,12,2081,37.784
medium_variant,12,2082,38.85
medium_variant,12,2083,40.017
medium_variant,12,2084,41.21
medium_variant,12,2085,42.376
medium_variant,12,2086,43.335
medium_variant,12,2087,44.281
medium_variant,12,2088,45.199
medium_variant,12,2089,46.091
medium_variant,12,2090,46.968
medium_variant,12,2091,47.579
medium_variant,12,2092,48.161
medium_variant,12,2093,48.72
medium_variant,12,2094,49.27
medium_variant,12,2095,49.819
medium_variant,12,2096,50.018
medium_variant,12,2097,50.204
medium_variant,12,2098,50.397
medium_variant,12,2099,50.616
medium_variant,12,2100,50.866
high_variant,12,2015,7.70742292126463
low_variant,12,2015,7.70742292126463
constant_fertility,12,2015,7.70742292126463
instant_replacement,12,2015,7.70742292126463
zero_migration,12,2015,7.70742292126463
constant_mortality,12,2015,7.70742292126463
no_change,12,2015,7.70742292126463
high_variant,12,2020,8.10215338186838
low_variant,12,2020,8.10215338186838
constant_fertility,12,2020,8.10215338186838
instant_replacement,12,2020,8.10215338186838
zero_migration,12,2020,8.09278450968377
constant_mortality,12,2020,7.9950505193034
no_change,12,2020,7.9950505193034
high_variant,12,2025,9.74543417955976
low_variant,12,2025,9.74543417955976
constant_fertility,12,2025,9.74543417955976
instant_replacement,12,2025,9.74543417955976
zero_migration,12,2025,9.7216166708981
constant_mortality,12,2025,9.46484698825696
no_change,12,2025,9.46484698825696
high_variant,12,2030,11.5231377288373
low_variant,12,2030,11.5231377288373
constant_fertility,12,2030,11.5231377288373
instant_replacement,12,2030,11.5231377288373
zero_migration,12,2030,11.4808296970581
constant_mortality,12,2030,10.9896686758734
no_change,12,2030,10.9896686758734
high_variant,12,2035,13.3333558211282
