variant,country,year,gender,childdependencyratio1564
estimates,887,1950,male,79.006
estimates,887,1951,male,79.878
estimates,887,1952,male,79.89
estimates,887,1953,male,79.688
estimates,887,1954,male,79.498
estimates,887,1955,male,79.261
estimates,887,1956,male,79.424
estimates,887,1957,male,79.764
estimates,887,1958,male,79.993
estimates,887,1959,male,79.839
estimates,887,1960,male,79.218
estimates,887,1961,male,79.783
estimates,887,1962,male,79.681
estimates,887,1963,male,79.219
estimates,887,1964,male,78.862
estimates,887,1965,male,78.846
estimates,887,1966,male,80.475
estimates,887,1967,male,82.425
estimates,887,1968,male,84.609
estimates,887,1969,male,86.759
estimates,887,1970,male,88.689
estimates,887,1971,male,91.904
estimates,887,1972,male,94.712
estimates,887,1973,male,97.31
estimates,887,1974,male,100.04
estimates,887,1975,male,103.075
estimates,887,1976,male,104.535
estimates,887,1977,male,106.259
estimates,887,1978,male,108.018
estimates,887,1979,male,109.451
estimates,887,1980,male,110.419
estimates,887,1981,male,112.008
estimates,887,1982,male,112.854
estimates,887,1983,male,113.306
estimates,887,1984,male,113.811
estimates,887,1985,male,114.542
estimates,887,1986,male,115.641
estimates,887,1987,male,116.82
estimates,887,1988,male,117.921
estimates,887,1989,male,118.712
estimates,887,1990,male,119.106
estimates,887,1991,male,117.376
estimates,887,1992,male,115.453
estimates,887,1993,male,113.296
estimates,887,1994,male,110.888
estimates,887,1995,male,108.232
estimates,887,1996,male,107.776
estimates,887,1997,male,106.646
estimates,887,1998,male,105.028
estimates,887,1999,male,103.171
estimates,887,2000,male,101.201
estimates,887,2001,male,98.859
estimates,887,2002,male,96.728
estimates,887,2003,male,94.618
estimates,887,2004,male,92.304
estimates,887,2005,male,89.754
estimates,887,2006,male,87.524
estimates,887,2007,male,85.06
estimates,887,2008,male,82.571
estimates,887,2009,male,80.332
estimates,887,2010,male,78.448
estimates,887,2011,male,77.022
estimates,887,2012,male,75.819
estimates,887,2013,male,74.769
estimates,887,2014,male,73.743
estimates,887,2015,male,72.666
medium_variant,887,2015,male,72.666
medium_variant,887,2016,male,71.759
medium_variant,887,2017,male,70.779
medium_variant,887,2018,male,69.747
medium_variant,887,2019,male,68.694
medium_variant,887,2020,male,67.626
medium_variant,887,2021,male,66.511
medium_variant,887,2022,male,65.399
medium_variant,887,2023,male,64.26
medium_variant,887,2024,male,63.055
medium_variant,887,2025,male,61.777
medium_variant,887,2026,male,60.519
medium_variant,887,2027,male,59.206
medium_variant,887,2028,male,57.863
medium_variant,887,2029,male,56.527
medium_variant,887,2030,male,55.22
