variant,country,year,gender,childdependencyratio1564
estimates,768,1950,male,77.009
estimates,768,1951,male,78.17
estimates,768,1952,male,79.05
estimates,768,1953,male,79.555
estimates,768,1954,male,79.716
estimates,768,1955,male,79.639
estimates,768,1956,male,80.443
estimates,768,1957,male,80.913
estimates,768,1958,male,81.173
estimates,768,1959,male,81.289
estimates,768,1960,male,81.246
estimates,768,1961,male,81.995
estimates,768,1962,male,82.465
estimates,768,1963,male,82.746
estimates,768,1964,male,83.042
estimates,768,1965,male,83.582
estimates,768,1966,male,84.525
estimates,768,1967,male,85.265
estimates,768,1968,male,85.913
estimates,768,1969,male,86.42
estimates,768,1970,male,86.64
estimates,768,1971,male,87.717
estimates,768,1972,male,88.63
estimates,768,1973,male,89.318
estimates,768,1974,male,89.769
estimates,768,1975,male,90.006
estimates,768,1976,male,90.962
estimates,768,1977,male,91.601
estimates,768,1978,male,92
estimates,768,1979,male,92.283
estimates,768,1980,male,92.563
estimates,768,1981,male,93.177
estimates,768,1982,male,93.497
estimates,768,1983,male,93.609
estimates,768,1984,male,93.528
estimates,768,1985,male,93.224
estimates,768,1986,male,93.593
estimates,768,1987,male,93.713
estimates,768,1988,male,93.565
estimates,768,1989,male,93.113
estimates,768,1990,male,92.348
estimates,768,1991,male,92.367
estimates,768,1992,male,91.965
estimates,768,1993,male,91.248
estimates,768,1994,male,90.378
estimates,768,1995,male,89.455
estimates,768,1996,male,87.806
estimates,768,1997,male,86.193
estimates,768,1998,male,84.622
estimates,768,1999,male,83.066
estimates,768,2000,male,81.533
estimates,768,2001,male,80.941
estimates,768,2002,male,80.318
estimates,768,2003,male,79.695
estimates,768,2004,male,79.117
estimates,768,2005,male,78.614
estimates,768,2006,male,78.652
estimates,768,2007,male,78.607
estimates,768,2008,male,78.515
estimates,768,2009,male,78.392
estimates,768,2010,male,78.225
estimates,768,2011,male,78.178
estimates,768,2012,male,78.023
estimates,768,2013,male,77.743
estimates,768,2014,male,77.309
estimates,768,2015,male,76.708
medium_variant,768,2015,male,76.708
medium_variant,768,2016,male,76.075
medium_variant,768,2017,male,75.311
medium_variant,768,2018,male,74.417
medium_variant,768,2019,male,73.407
medium_variant,768,2020,male,72.307
medium_variant,768,2021,male,71.332
medium_variant,768,2022,male,70.273
medium_variant,768,2023,male,69.163
medium_variant,768,2024,male,68.047
medium_variant,768,2025,male,66.956
medium_variant,768,2026,male,66.074
medium_variant,768,2027,male,65.194
medium_variant,768,2028,male,64.327
medium_variant,768,2029,male,63.478
medium_variant,768,2030,male,62.651
medium_variant,768,2031,male,62.02
medium_variant,768,2032,male,61.38
medium_variant,768,2033,male,60.739
medium_variant,768,2034,male,60.101
medium_variant,768,2035,male,59.469
medium_variant,768,2036,male,58.977
medium_variant,768,2037,male,58.469
medium_variant,768,2038,male,57.941
medium_variant,768,2039,male,57.392
medium_variant,768,2040,male,56.821
medium_variant,768,2041,male,56.359
medium_variant,768,2042,male,55.862
medium_variant,768,2043,male,55.331
medium_variant,768,2044,male,54.771
medium_variant,768,2045,male,54.187
medium_variant,768,2046,male,53.705
medium_variant,768,2047,male,53.186
medium_variant,768,2048,male,52.637
medium_variant,768,2049,male,52.068
medium_variant,768,2050,male,51.487
medium_variant,768,2051,male,51.007
medium_variant,768,2052,male,50.509
medium_variant,768,2053,male,49.993
medium_variant,768,2054,male,49.458
medium_variant,768,2055,male,48.907
medium_variant,768,2056,male,48.465
medium_variant,768,2057,male,47.994
medium_variant,768,2058,male,47.505
medium_variant,768,2059,male,47.01
medium_variant,768,2060,male,46.517
medium_variant,768,2061,male,46.124
medium_variant,768,2062,male,45.723
medium_variant,768,2063,male,45.316
medium_variant,768,2064,male,44.902
medium_variant,768,2065,male,44.483
medium_variant,768,2066,male,44.165
medium_variant,768,2067,male,43.827
medium_variant,768,2068,male,43.473
medium_variant,768,2069,male,43.112
medium_variant,768,2070,male,42.745
medium_variant,768,2071,male,42.463
medium_variant,768,2072,male,42.166
medium_variant,768,2073,male,41.853
medium_variant,768,2074,male,41.524
medium_variant,768,2075,male,41.179
medium_variant,768,2076,male,40.906
medium_variant,768,2077,male,40.612
medium_variant,768,2078,male,40.298
