region,variant,freq,year,mortality15to60per1000aliveat15
948,estimates,5yearly,1950,462.046519579799
948,estimates,5yearly,1955,421.6336648345
948,estimates,5yearly,1960,384.134282416227
948,estimates,5yearly,1965,345.968345126103
948,estimates,5yearly,1970,313.908323565465
948,estimates,5yearly,1975,287.941054189112
948,estimates,5yearly,1980,269.705761084863
948,estimates,5yearly,1985,253.765327137842
948,estimates,5yearly,1990,241.431788725539
948,estimates,5yearly,1995,234.942945096527
948,estimates,5yearly,2000,226.187842144832
948,estimates,5yearly,2005,207.001218590721
948,estimates,5yearly,2010,186.851071041917
948,medium_variant,5yearly,2015,173.365284837791
948,medium_variant,5yearly,2020,163.19908224624
948,medium_variant,5yearly,2025,153.815970095679
948,medium_variant,5yearly,2030,145.255764569356
948,medium_variant,5yearly,2035,137.299645016373
948,medium_variant,5yearly,2040,130.332482740627
948,medium_variant,5yearly,2045,123.70551428033
948,medium_variant,5yearly,2050,117.529755248133
948,medium_variant,5yearly,2055,111.727588432659
948,medium_variant,5yearly,2060,105.839693793136
948,medium_variant,5yearly,2065,100.298782769262
948,medium_variant,5yearly,2070,95.1659643245806
948,medium_variant,5yearly,2075,90.23183703688
948,medium_variant,5yearly,2080,85.402526777877
948,medium_variant,5yearly,2085,80.6638463500613
948,medium_variant,5yearly,2090,76.1322303162141
948,medium_variant,5yearly,2095,71.6356811993802
