region,variant,freq,year,mortality15to60per1000aliveat15
913,estimates,5yearly,1950,397.419652475285
913,estimates,5yearly,1955,368.237584556254
913,estimates,5yearly,1960,348.186300979751
913,estimates,5yearly,1965,328.270644721446
913,estimates,5yearly,1970,336.601565236735
913,estimates,5yearly,1975,340.583146555131
913,estimates,5yearly,1980,337.441976817705
913,estimates,5yearly,1985,299.285046779883
913,estimates,5yearly,1990,285.26588859947
913,estimates,5yearly,1995,366.423216580308
913,estimates,5yearly,2000,498.210705928413
913,estimates,5yearly,2005,520.799170202107
913,estimates,5yearly,2010,399.746132626976
913,medium_variant,5yearly,2015,320.25827521566
913,medium_variant,5yearly,2020,307.857347224446
913,medium_variant,5yearly,2025,291.462354501116
913,medium_variant,5yearly,2030,270.832003365659
913,medium_variant,5yearly,2035,246.639577705185
913,medium_variant,5yearly,2040,222.776883108332
913,medium_variant,5yearly,2045,201.208516579057
913,medium_variant,5yearly,2050,181.658606397577
913,medium_variant,5yearly,2055,164.642367109169
913,medium_variant,5yearly,2060,149.038395307006
913,medium_variant,5yearly,2065,135.292132236856
913,medium_variant,5yearly,2070,123.834596977293
913,medium_variant,5yearly,2075,113.809030040224
913,medium_variant,5yearly,2080,104.608047067642
913,medium_variant,5yearly,2085,96.0537436843198
913,medium_variant,5yearly,2090,88.1913313111321
913,medium_variant,5yearly,2095,80.687116376981
