region,variant,freq,year,mortality15to60per1000aliveat15
954,estimates,5yearly,1950,334.769297042505
954,estimates,5yearly,1955,312.426908292472
954,estimates,5yearly,1960,288.814191373454
954,estimates,5yearly,1965,265.69133840345
954,estimates,5yearly,1970,242.897672810167
954,estimates,5yearly,1975,224.201755128513
954,estimates,5yearly,1980,209.12331507152
954,estimates,5yearly,1985,191.49215151951
954,estimates,5yearly,1990,174.866192071348
954,estimates,5yearly,1995,154.453384432201
954,estimates,5yearly,2000,139.005659046073
954,estimates,5yearly,2005,128.756366896988
954,estimates,5yearly,2010,120.874417064547
954,medium_variant,5yearly,2015,112.173035247272
954,medium_variant,5yearly,2020,105.004112503313
954,medium_variant,5yearly,2025,100.0605917323
954,medium_variant,5yearly,2030,97.6572689264105
954,medium_variant,5yearly,2035,96.0889282927851
954,medium_variant,5yearly,2040,91.582624323168
954,medium_variant,5yearly,2045,85.3158122768062
954,medium_variant,5yearly,2050,80.5079357895742
954,medium_variant,5yearly,2055,76.9737564617348
954,medium_variant,5yearly,2060,74.3928339288488
954,medium_variant,5yearly,2065,71.7686903823545
954,medium_variant,5yearly,2070,67.9653417739502
954,medium_variant,5yearly,2075,64.1897803307674
954,medium_variant,5yearly,2080,60.2813898194194
954,medium_variant,5yearly,2085,56.3254039249789
954,medium_variant,5yearly,2090,52.9724228006707
954,medium_variant,5yearly,2095,49.8446274010894
954,estimates,5yearly,Regi,Micronesia
954,medium_variant,5yearly,Regi,Micronesia
