region,variant,freq,year,mortality15to60per1000aliveat15
914,estimates,5yearly,1950,526.229470332123
914,estimates,5yearly,1955,502.369380282007
914,estimates,5yearly,1960,477.674886222732
914,estimates,5yearly,1965,454.899478404547
914,estimates,5yearly,1970,427.08529839421
914,estimates,5yearly,1975,396.148382034512
914,estimates,5yearly,1980,369.324549392045
914,estimates,5yearly,1985,356.885386398247
914,estimates,5yearly,1990,355.010200353469
914,estimates,5yearly,1995,370.727873462384
914,estimates,5yearly,2000,378.638921533662
914,estimates,5yearly,2005,350.649804916839
914,estimates,5yearly,2010,330.797096999339
914,medium_variant,5yearly,2015,309.223553702775
914,medium_variant,5yearly,2020,284.938606552917
914,medium_variant,5yearly,2025,261.924136060017
914,medium_variant,5yearly,2030,240.600311006875
914,medium_variant,5yearly,2035,222.068580247356
914,medium_variant,5yearly,2040,205.584049752295
914,medium_variant,5yearly,2045,191.088311991207
914,medium_variant,5yearly,2050,179.104597436842
914,medium_variant,5yearly,2055,168.441757916957
914,medium_variant,5yearly,2060,158.938960961693
914,medium_variant,5yearly,2065,150.14932024362
914,medium_variant,5yearly,2070,142.29460471116
914,medium_variant,5yearly,2075,135.098231390948
914,medium_variant,5yearly,2080,128.317709652847
914,medium_variant,5yearly,2085,122.066218578843
914,medium_variant,5yearly,2090,115.977731302059
914,medium_variant,5yearly,2095,110.306875631253
