region,variant,freq,year,mortality15to60per1000aliveat15
947,estimates,5yearly,1950,495.707178759783
947,estimates,5yearly,1955,471.09281714045
947,estimates,5yearly,1960,446.177675911659
947,estimates,5yearly,1965,423.977497272074
947,estimates,5yearly,1970,402.661227702109
947,estimates,5yearly,1975,382.160207822156
947,estimates,5yearly,1980,368.340382528429
947,estimates,5yearly,1985,361.969512204233
947,estimates,5yearly,1990,379.043011151438
947,estimates,5yearly,1995,404.847717400489
947,estimates,5yearly,2000,417.305479149252
947,estimates,5yearly,2005,370.296395920525
947,estimates,5yearly,2010,314.355683965508
947,medium_variant,5yearly,2015,280.078211537243
947,medium_variant,5yearly,2020,259.512315922057
947,medium_variant,5yearly,2025,238.506095098533
947,medium_variant,5yearly,2030,218.237778869824
947,medium_variant,5yearly,2035,199.955712397082
947,medium_variant,5yearly,2040,184.133191644625
947,medium_variant,5yearly,2045,169.876570059019
947,medium_variant,5yearly,2050,157.736427585323
947,medium_variant,5yearly,2055,147.148118729101
947,medium_variant,5yearly,2060,137.928425580693
947,medium_variant,5yearly,2065,129.595656972846
947,medium_variant,5yearly,2070,122.108149557464
947,medium_variant,5yearly,2075,115.305342396576
947,medium_variant,5yearly,2080,109.029087482546
947,medium_variant,5yearly,2085,103.173493975733
947,medium_variant,5yearly,2090,97.5449007133036
947,medium_variant,5yearly,2095,92.1922139968729
