region,variant,freq,year,mortality15to60per1000aliveat15
5500,estimates,5yearly,1950,294.375011299216
5500,estimates,5yearly,1955,268.45958605304
5500,estimates,5yearly,1960,247.575878548322
5500,estimates,5yearly,1965,226.423375766724
5500,estimates,5yearly,1970,212.467510672846
5500,estimates,5yearly,1975,205.796609901722
5500,estimates,5yearly,1980,196.408928846145
5500,estimates,5yearly,1985,185.959997302456
5500,estimates,5yearly,1990,218.314714862439
5500,estimates,5yearly,1995,243.90521435385
5500,estimates,5yearly,2000,227.157209378057
5500,estimates,5yearly,2005,208.25279257036
5500,estimates,5yearly,2010,173.260729817951
5500,medium_variant,5yearly,2015,163.962011706041
5500,medium_variant,5yearly,2020,155.461730906828
5500,medium_variant,5yearly,2025,147.715103079035
5500,medium_variant,5yearly,2030,140.098279353831
5500,medium_variant,5yearly,2035,132.614908012984
5500,medium_variant,5yearly,2040,125.347869958362
5500,medium_variant,5yearly,2045,118.450078410566
5500,medium_variant,5yearly,2050,111.789445148509
5500,medium_variant,5yearly,2055,104.908884201893
5500,medium_variant,5yearly,2060,98.0534212291855
5500,medium_variant,5yearly,2065,90.8299751967979
5500,medium_variant,5yearly,2070,83.8958031256397
5500,medium_variant,5yearly,2075,76.9869151531325
5500,medium_variant,5yearly,2080,70.4099050580257
5500,medium_variant,5yearly,2085,64.3194116350727
5500,medium_variant,5yearly,2090,58.6813664885972
5500,medium_variant,5yearly,2095,53.6337894126268
