region,variant,freq,year,mortality15to60per1000aliveat15
931,estimates,5yearly,1950,325.246464132119
931,estimates,5yearly,1955,298.126418862579
931,estimates,5yearly,1960,271.1231615042
931,estimates,5yearly,1965,250.029087375563
931,estimates,5yearly,1970,231.18636357626
931,estimates,5yearly,1975,223.737997225572
931,estimates,5yearly,1980,215.123031149088
931,estimates,5yearly,1985,208.015881946724
931,estimates,5yearly,1990,198.183492575264
931,estimates,5yearly,1995,181.45377124207
931,estimates,5yearly,2000,165.278239389052
931,estimates,5yearly,2005,152.199203645191
931,estimates,5yearly,2010,142.220376002295
931,medium_variant,5yearly,2015,133.544398073294
931,medium_variant,5yearly,2020,123.908991910988
931,medium_variant,5yearly,2025,114.660366468414
931,medium_variant,5yearly,2030,105.340451070788
931,medium_variant,5yearly,2035,96.3799007362557
931,medium_variant,5yearly,2040,87.7672638475751
931,medium_variant,5yearly,2045,79.625918546763
931,medium_variant,5yearly,2050,72.3101745784477
931,medium_variant,5yearly,2055,65.780603538058
931,medium_variant,5yearly,2060,59.9598043528019
931,medium_variant,5yearly,2065,54.8269083947753
931,medium_variant,5yearly,2070,50.1160044043997
931,medium_variant,5yearly,2075,45.7803391070132
931,medium_variant,5yearly,2080,41.7575856780076
931,medium_variant,5yearly,2085,38.0940306270366
931,medium_variant,5yearly,2090,34.6922108164942
931,medium_variant,5yearly,2095,31.5248020595523
931,estimates,5yearly,Regi,South America
931,medium_variant,5yearly,Regi,South America
