region,variant,freq,year,mortality15to60per1000aliveat15
921,estimates,5yearly,1950,532.834102465146
921,estimates,5yearly,1955,486.751895354532
921,estimates,5yearly,1960,438.464205925572
921,estimates,5yearly,1965,383.371277061436
921,estimates,5yearly,1970,331.930339087371
921,estimates,5yearly,1975,295.114886513705
921,estimates,5yearly,1980,281.812098938578
921,estimates,5yearly,1985,263.950293653985
921,estimates,5yearly,1990,240.243770112926
921,estimates,5yearly,1995,223.184522246364
921,estimates,5yearly,2000,208.481206765167
921,estimates,5yearly,2005,193.530964309729
921,estimates,5yearly,2010,176.268056080741
921,medium_variant,5yearly,2015,164.427643266014
921,medium_variant,5yearly,2020,154.388828546667
921,medium_variant,5yearly,2025,145.560743303383
921,medium_variant,5yearly,2030,137.72648421646
921,medium_variant,5yearly,2035,130.518320577569
921,medium_variant,5yearly,2040,124.321395806107
921,medium_variant,5yearly,2045,118.531218434931
921,medium_variant,5yearly,2050,112.617860023391
921,medium_variant,5yearly,2055,106.389802736261
921,medium_variant,5yearly,2060,100.177222889571
921,medium_variant,5yearly,2065,94.2986598273603
921,medium_variant,5yearly,2070,88.350244588475
921,medium_variant,5yearly,2075,82.4588933740012
921,medium_variant,5yearly,2080,76.7478240498275
921,medium_variant,5yearly,2085,71.0748365604956
921,medium_variant,5yearly,2090,65.7091712574506
921,medium_variant,5yearly,2095,60.223331565628
