region,variant,freq,year,mortality15to60per1000aliveat15
928,estimates,5yearly,1950,568.323828355285
928,estimates,5yearly,1955,531.807643206669
928,estimates,5yearly,1960,506.235653582693
928,estimates,5yearly,1965,456.86693962429
928,estimates,5yearly,1970,409.487568567481
928,estimates,5yearly,1975,358.156302506569
928,estimates,5yearly,1980,316.264900917113
928,estimates,5yearly,1985,308.602588421708
928,estimates,5yearly,1990,287.825425792479
928,estimates,5yearly,1995,269.499767426581
928,estimates,5yearly,2000,249.986538650641
928,estimates,5yearly,2005,227.533194464143
928,estimates,5yearly,2010,216.243118841044
928,medium_variant,5yearly,2015,206.886836090399
928,medium_variant,5yearly,2020,197.853740339302
928,medium_variant,5yearly,2025,189.7689393687
928,medium_variant,5yearly,2030,183.1009019057
928,medium_variant,5yearly,2035,176.842360732696
928,medium_variant,5yearly,2040,170.282370530666
928,medium_variant,5yearly,2045,164.021687252215
928,medium_variant,5yearly,2050,158.272526466069
928,medium_variant,5yearly,2055,152.463542639453
928,medium_variant,5yearly,2060,146.148549050986
928,medium_variant,5yearly,2065,140.426287859431
928,medium_variant,5yearly,2070,134.905273318993
928,medium_variant,5yearly,2075,129.232497632815
928,medium_variant,5yearly,2080,123.296426435374
928,medium_variant,5yearly,2085,117.213393304217
928,medium_variant,5yearly,2090,111.030181535614
928,medium_variant,5yearly,2095,104.767009979967
928,estimates,5yearly,Regi,Melanesia
928,medium_variant,5yearly,Regi,Melanesia
