region,variant,freq,year,mortality15to60per1000aliveat15
902,estimates,5yearly,1950,462.653584170362
902,estimates,5yearly,1955,433.961415308882
902,estimates,5yearly,1960,406.175544157736
902,estimates,5yearly,1965,329.348924667972
902,estimates,5yearly,1970,282.099599129847
902,estimates,5yearly,1975,250.487568265395
902,estimates,5yearly,1980,232.95966763928
902,estimates,5yearly,1985,216.886374606592
902,estimates,5yearly,1990,206.954440314132
902,estimates,5yearly,1995,200.40218289619
902,estimates,5yearly,2000,188.859162080772
902,estimates,5yearly,2005,172.764984022334
902,estimates,5yearly,2010,157.666145235096
902,medium_variant,5yearly,2015,147.704133915799
902,medium_variant,5yearly,2020,139.813950562087
902,medium_variant,5yearly,2025,133.477308902777
902,medium_variant,5yearly,2030,127.979468841019
902,medium_variant,5yearly,2035,122.13093261506
902,medium_variant,5yearly,2040,116.076417993895
902,medium_variant,5yearly,2045,111.361791847655
902,medium_variant,5yearly,2050,107.230658699304
902,medium_variant,5yearly,2055,102.444235782466
902,medium_variant,5yearly,2060,97.2870363275057
902,medium_variant,5yearly,2065,92.3605755477593
902,medium_variant,5yearly,2070,87.9578453406464
902,medium_variant,5yearly,2075,83.7923079362429
902,medium_variant,5yearly,2080,79.6056690144891
902,medium_variant,5yearly,2085,75.4599857051579
902,medium_variant,5yearly,2090,71.2364808971696
902,medium_variant,5yearly,2095,67.1051848566857
902,estimates,5yearly,Regi,Less developed regions
902,medium_variant,5yearly,Regi,Less developed regions
