region,variant,freq,year,mortality15to60per1000aliveat15
1517,estimates,5yearly,1950,435.727569357959
1517,estimates,5yearly,1955,406.923456173605
1517,estimates,5yearly,1960,379.689817420212
1517,estimates,5yearly,1965,306.406408885348
1517,estimates,5yearly,1970,264.049719302081
1517,estimates,5yearly,1975,237.194839742054
1517,estimates,5yearly,1980,223.275115556915
1517,estimates,5yearly,1985,206.772943711408
1517,estimates,5yearly,1990,200.674951733996
1517,estimates,5yearly,1995,194.244211250919
1517,estimates,5yearly,2000,184.398875461471
1517,estimates,5yearly,2005,170.253645097856
1517,estimates,5yearly,2010,154.375304448518
1517,medium_variant,5yearly,2015,144.953727975002
1517,medium_variant,5yearly,2020,136.48849750151
1517,medium_variant,5yearly,2025,129.882406037636
1517,medium_variant,5yearly,2030,124.33779756613
1517,medium_variant,5yearly,2035,118.341323764059
1517,medium_variant,5yearly,2040,112.048080366598
1517,medium_variant,5yearly,2045,107.115926913751
1517,medium_variant,5yearly,2050,102.847587125587
1517,medium_variant,5yearly,2055,97.8932675542502
1517,medium_variant,5yearly,2060,92.5961799329859
1517,medium_variant,5yearly,2065,87.5859450111783
1517,medium_variant,5yearly,2070,83.1110153974937
1517,medium_variant,5yearly,2075,78.9965340114804
1517,medium_variant,5yearly,2080,74.6932547489064
1517,medium_variant,5yearly,2085,70.5259200425113
1517,medium_variant,5yearly,2090,66.3869758404213
1517,medium_variant,5yearly,2095,62.2587965152631
