region,variant,freq,year,mortality15to60per1000aliveat15
927,estimates,5yearly,1950,173.521894365121
927,estimates,5yearly,1955,160.62921485393
927,estimates,5yearly,1960,159.923968040162
927,estimates,5yearly,1965,162.388121089385
927,estimates,5yearly,1970,153.514895875755
927,estimates,5yearly,1975,138.085789163323
927,estimates,5yearly,1980,120.252733874366
927,estimates,5yearly,1985,107.478260604878
927,estimates,5yearly,1990,92.8330737386737
927,estimates,5yearly,1995,84.0956161426013
927,estimates,5yearly,2000,73.1344715804586
927,estimates,5yearly,2005,66.832399830425
927,estimates,5yearly,2010,62.3100122628929
927,medium_variant,5yearly,2015,53.2528277622707
927,medium_variant,5yearly,2020,47.9435093912516
927,medium_variant,5yearly,2025,43.7182343021531
927,medium_variant,5yearly,2030,39.8668197213179
927,medium_variant,5yearly,2035,36.5375733301583
927,medium_variant,5yearly,2040,33.2778837330024
927,medium_variant,5yearly,2045,30.2839001945671
927,medium_variant,5yearly,2050,27.4741848039047
927,medium_variant,5yearly,2055,24.6705006787762
927,medium_variant,5yearly,2060,22.2088221161474
927,medium_variant,5yearly,2065,19.7871671321116
927,medium_variant,5yearly,2070,17.5158971014413
927,medium_variant,5yearly,2075,15.4702192994706
927,medium_variant,5yearly,2080,13.4644880597322
927,medium_variant,5yearly,2085,11.7177288894954
927,medium_variant,5yearly,2090,10.1741502612377
927,medium_variant,5yearly,2095,8.62006913381186
