variant,country,year,crudedeathrateper1000population
estimates,270,1950,33.098
estimates,270,1951,32.989
estimates,270,1952,32.781
estimates,270,1953,32.588
estimates,270,1954,32.413
estimates,270,1955,32.254
estimates,270,1956,32.107
estimates,270,1957,31.97
estimates,270,1958,31.834
estimates,270,1959,31.685
estimates,270,1960,31.507
estimates,270,1961,31.283
estimates,270,1962,30.995
estimates,270,1963,30.631
estimates,270,1964,30.185
estimates,270,1965,29.656
estimates,270,1966,29.048
estimates,270,1967,28.38
estimates,270,1968,27.669
estimates,270,1969,26.932
estimates,270,1970,26.18
estimates,270,1971,25.425
estimates,270,1972,24.672
estimates,270,1973,23.926
estimates,270,1974,23.196
estimates,270,1975,22.484
estimates,270,1976,21.79
estimates,270,1977,21.108
estimates,270,1978,20.436
estimates,270,1979,19.776
estimates,270,1980,19.13
estimates,270,1981,18.499
estimates,270,1982,17.885
estimates,270,1983,17.294
estimates,270,1984,16.732
estimates,270,1985,16.208
estimates,270,1986,15.735
estimates,270,1987,15.315
estimates,270,1988,14.946
estimates,270,1989,14.625
estimates,270,1990,14.34
estimates,270,1991,14.078
estimates,270,1992,13.826
estimates,270,1993,13.57
estimates,270,1994,13.304
estimates,270,1995,13.024
estimates,270,1996,12.733
estimates,270,1997,12.438
estimates,270,1998,12.146
estimates,270,1999,11.858
estimates,270,2000,11.574
estimates,270,2001,11.293
estimates,270,2002,11.012
estimates,270,2003,10.733
estimates,270,2004,10.457
estimates,270,2005,10.188
estimates,270,2006,9.928
estimates,270,2007,9.681
estimates,270,2008,9.448
estimates,270,2009,9.231
estimates,270,2010,9.03
estimates,270,2011,8.844
estimates,270,2012,8.67
estimates,270,2013,8.506
estimates,270,2014,8.35
estimates,270,2015,8.202
medium_variant,270,2015,8.202
medium_variant,270,2016,8.063
medium_variant,270,2017,7.931
medium_variant,270,2018,7.808
medium_variant,270,2019,7.693
medium_variant,270,2020,7.585
medium_variant,270,2021,7.485
medium_variant,270,2022,7.391
medium_variant,270,2023,7.303
medium_variant,270,2024,7.222
medium_variant,270,2025,7.147
medium_variant,270,2026,7.077
medium_variant,270,2027,7.013
medium_variant,270,2028,6.954
medium_variant,270,2029,6.901
medium_variant,270,2030,6.853
medium_variant,270,2031,6.81
medium_variant,270,2032,6.771
medium_variant,270,2033,6.736
medium_variant,270,2034,6.705
medium_variant,270,2035,6.677
medium_variant,270,2036,6.653
medium_variant,270,2037,6.632
medium_variant,270,2038,6.614
medium_variant,270,2039,6.6
medium_variant,270,2040,6.588
medium_variant,270,2041,6.58
medium_variant,270,2042,6.575
medium_variant,270,2043,6.573
medium_variant,270,2044,6.575
medium_variant,270,2045,6.58
medium_variant,270,2046,6.588
medium_variant,270,2047,6.599
medium_variant,270,2048,6.614
medium_variant,270,2049,6.632
medium_variant,270,2050,6.654
medium_variant,270,2051,6.68
medium_variant,270,2052,6.709
medium_variant,270,2053,6.742
medium_variant,270,2054,6.778
medium_variant,270,2055,6.818
medium_variant,270,2056,6.86
medium_variant,270,2057,6.906
medium_variant,270,2058,6.954
medium_variant,270,2059,7.005
medium_variant,270,2060,7.058
medium_variant,270,2061,7.114
medium_variant,270,2062,7.173
medium_variant,270,2063,7.235
medium_variant,270,2064,7.3
medium_variant,270,2065,7.368
medium_variant,270,2066,7.439
medium_variant,270,2067,7.512
medium_variant,270,2068,7.589
medium_variant,270,2069,7.667
medium_variant,270,2070,7.749
medium_variant,270,2071,7.833
medium_variant,270,2072,7.92
medium_variant,270,2073,8.011
medium_variant,270,2074,8.103
medium_variant,270,2075,8.199
medium_variant,270,2076,8.298
medium_variant,270,2077,8.399
medium_variant,270,2078,8.503
medium_variant,270,2079,8.61
medium_variant,270,2080,8.718
medium_variant,270,2081,8.828
medium_variant,270,2082,8.94
medium_variant,270,2083,9.053
medium_variant,270,2084,9.166
medium_variant,270,2085,9.279
medium_variant,270,2086,9.392
medium_variant,270,2087,9.505
medium_variant,270,2088,9.617
medium_variant,270,2089,9.728
medium_variant,270,2090,9.839
medium_variant,270,2091,9.948
medium_variant,270,2092,10.057
medium_variant,270,2093,10.164
medium_variant,270,2094,10.271
medium_variant,270,2095,10.377
medium_variant,270,2096,10.483
medium_variant,270,2097,10.587
medium_variant,270,2098,10.692
medium_variant,270,2099,10.795
