variant,country,year,crudedeathrateper1000population
estimates,756,1950,10.239
estimates,756,1951,10.208
estimates,756,1952,10.147
estimates,756,1953,10.09
estimates,756,1954,10.036
estimates,756,1955,9.986
estimates,756,1956,9.939
estimates,756,1957,9.895
estimates,756,1958,9.853
estimates,756,1959,9.813
estimates,756,1960,9.774
estimates,756,1961,9.734
estimates,756,1962,9.692
estimates,756,1963,9.648
estimates,756,1964,9.6
estimates,756,1965,9.55
estimates,756,1966,9.495
estimates,756,1967,9.438
estimates,756,1968,9.38
estimates,756,1969,9.322
estimates,756,1970,9.267
estimates,756,1971,9.214
estimates,756,1972,9.165
estimates,756,1973,9.123
estimates,756,1974,9.089
estimates,756,1975,9.069
estimates,756,1976,9.069
estimates,756,1977,9.09
estimates,756,1978,9.129
estimates,756,1979,9.182
estimates,756,1980,9.24
estimates,756,1981,9.294
estimates,756,1982,9.334
estimates,756,1983,9.355
estimates,756,1984,9.355
estimates,756,1985,9.338
estimates,756,1986,9.312
estimates,756,1987,9.284
estimates,756,1988,9.263
estimates,756,1989,9.248
estimates,756,1990,9.239
estimates,756,1991,9.229
estimates,756,1992,9.212
estimates,756,1993,9.184
estimates,756,1994,9.143
estimates,756,1995,9.089
estimates,756,1996,9.024
estimates,756,1997,8.951
estimates,756,1998,8.874
estimates,756,1999,8.795
estimates,756,2000,8.713
estimates,756,2001,8.625
estimates,756,2002,8.532
estimates,756,2003,8.435
estimates,756,2004,8.338
estimates,756,2005,8.246
estimates,756,2006,8.167
estimates,756,2007,8.106
estimates,756,2008,8.065
estimates,756,2009,8.044
estimates,756,2010,8.038
estimates,756,2011,8.042
estimates,756,2012,8.048
estimates,756,2013,8.051
estimates,756,2014,8.049
estimates,756,2015,8.044
medium_variant,756,2015,8.044
medium_variant,756,2016,8.037
medium_variant,756,2017,8.034
medium_variant,756,2018,8.041
medium_variant,756,2019,8.057
medium_variant,756,2020,8.084
medium_variant,756,2021,8.121
medium_variant,756,2022,8.168
medium_variant,756,2023,8.22
medium_variant,756,2024,8.28
medium_variant,756,2025,8.345
medium_variant,756,2026,8.418
medium_variant,756,2027,8.497
medium_variant,756,2028,8.582
medium_variant,756,2029,8.673
medium_variant,756,2030,8.769
medium_variant,756,2031,8.869
medium_variant,756,2032,8.973
medium_variant,756,2033,9.079
medium_variant,756,2034,9.186
medium_variant,756,2035,9.294
medium_variant,756,2036,9.401
medium_variant,756,2037,9.506
medium_variant,756,2038,9.61
medium_variant,756,2039,9.712
medium_variant,756,2040,9.813
medium_variant,756,2041,9.913
medium_variant,756,2042,10.013
medium_variant,756,2043,10.114
medium_variant,756,2044,10.216
medium_variant,756,2045,10.32
medium_variant,756,2046,10.428
medium_variant,756,2047,10.54
medium_variant,756,2048,10.654
medium_variant,756,2049,10.769
medium_variant,756,2050,10.883
medium_variant,756,2051,10.994
medium_variant,756,2052,11.101
medium_variant,756,2053,11.199
medium_variant,756,2054,11.286
medium_variant,756,2055,11.358
medium_variant,756,2056,11.413
medium_variant,756,2057,11.45
medium_variant,756,2058,11.469
medium_variant,756,2059,11.471
medium_variant,756,2060,11.455
medium_variant,756,2061,11.421
medium_variant,756,2062,11.374
medium_variant,756,2063,11.316
medium_variant,756,2064,11.252
medium_variant,756,2065,11.186
medium_variant,756,2066,11.122
medium_variant,756,2067,11.063
medium_variant,756,2068,11.01
medium_variant,756,2069,10.967
medium_variant,756,2070,10.936
medium_variant,756,2071,10.917
medium_variant,756,2072,10.909
medium_variant,756,2073,10.909
medium_variant,756,2074,10.915
medium_variant,756,2075,10.924
medium_variant,756,2076,10.936
medium_variant,756,2077,10.946
medium_variant,756,2078,10.954
medium_variant,756,2079,10.955
medium_variant,756,2080,10.948
medium_variant,756,2081,10.93
medium_variant,756,2082,10.902
medium_variant,756,2083,10.865
medium_variant,756,2084,10.82
medium_variant,756,2085,10.766
medium_variant,756,2086,10.704
medium_variant,756,2087,10.638
medium_variant,756,2088,10.57
medium_variant,756,2089,10.501
medium_variant,756,2090,10.433
medium_variant,756,2091,10.369
medium_variant,756,2092,10.307
medium_variant,756,2093,10.25
medium_variant,756,2094,10.198
medium_variant,756,2095,10.15
medium_variant,756,2096,10.107
medium_variant,756,2097,10.069
medium_variant,756,2098,10.036
medium_variant,756,2099,10.008
