variant,country,year,crudedeathrateper1000population
estimates,426,1950,23.712
estimates,426,1951,23.466
estimates,426,1952,22.972
estimates,426,1953,22.478
estimates,426,1954,21.984
estimates,426,1955,21.491
estimates,426,1956,21
estimates,426,1957,20.516
estimates,426,1958,20.045
estimates,426,1959,19.597
estimates,426,1960,19.186
estimates,426,1961,18.823
estimates,426,1962,18.519
estimates,426,1963,18.279
estimates,426,1964,18.097
estimates,426,1965,17.964
estimates,426,1966,17.865
estimates,426,1967,17.779
estimates,426,1968,17.684
estimates,426,1969,17.565
estimates,426,1970,17.411
estimates,426,1971,17.213
estimates,426,1972,16.977
estimates,426,1973,16.705
estimates,426,1974,16.399
estimates,426,1975,16.058
estimates,426,1976,15.681
estimates,426,1977,15.276
estimates,426,1978,14.853
estimates,426,1979,14.421
estimates,426,1980,13.993
estimates,426,1981,13.584
estimates,426,1982,13.2
estimates,426,1983,12.844
estimates,426,1984,12.519
estimates,426,1985,12.205
estimates,426,1986,11.876
estimates,426,1987,11.521
estimates,426,1988,11.146
estimates,426,1989,10.778
estimates,426,1990,10.464
estimates,426,1991,10.262
estimates,426,1992,10.219
estimates,426,1993,10.362
estimates,426,1994,10.699
estimates,426,1995,11.241
estimates,426,1996,11.988
estimates,426,1997,12.884
estimates,426,1998,13.856
estimates,426,1999,14.836
estimates,426,2000,15.727
estimates,426,2001,16.435
estimates,426,2002,16.911
estimates,426,2003,17.132
estimates,426,2004,17.092
estimates,426,2005,16.82
estimates,426,2006,16.373
estimates,426,2007,15.843
estimates,426,2008,15.308
estimates,426,2009,14.812
estimates,426,2010,14.383
estimates,426,2011,14.026
estimates,426,2012,13.713
estimates,426,2013,13.425
estimates,426,2014,13.16
estimates,426,2015,12.919
medium_variant,426,2015,12.919
medium_variant,426,2016,12.702
medium_variant,426,2017,12.506
medium_variant,426,2018,12.325
medium_variant,426,2019,12.157
medium_variant,426,2020,11.994
medium_variant,426,2021,11.833
medium_variant,426,2022,11.669
medium_variant,426,2023,11.501
medium_variant,426,2024,11.326
medium_variant,426,2025,11.144
medium_variant,426,2026,10.956
medium_variant,426,2027,10.766
medium_variant,426,2028,10.575
medium_variant,426,2029,10.387
medium_variant,426,2030,10.2
medium_variant,426,2031,10.015
medium_variant,426,2032,9.832
medium_variant,426,2033,9.651
medium_variant,426,2034,9.473
medium_variant,426,2035,9.297
medium_variant,426,2036,9.126
medium_variant,426,2037,8.959
medium_variant,426,2038,8.797
medium_variant,426,2039,8.642
medium_variant,426,2040,8.495
medium_variant,426,2041,8.356
medium_variant,426,2042,8.226
medium_variant,426,2043,8.105
medium_variant,426,2044,7.996
medium_variant,426,2045,7.899
medium_variant,426,2046,7.815
medium_variant,426,2047,7.744
medium_variant,426,2048,7.688
medium_variant,426,2049,7.646
medium_variant,426,2050,7.619
medium_variant,426,2051,7.608
medium_variant,426,2052,7.611
medium_variant,426,2053,7.628
medium_variant,426,2054,7.657
medium_variant,426,2055,7.696
medium_variant,426,2056,7.745
medium_variant,426,2057,7.801
medium_variant,426,2058,7.863
medium_variant,426,2059,7.93
medium_variant,426,2060,8
medium_variant,426,2061,8.073
medium_variant,426,2062,8.15
medium_variant,426,2063,8.229
medium_variant,426,2064,8.31
medium_variant,426,2065,8.393
medium_variant,426,2066,8.476
medium_variant,426,2067,8.559
medium_variant,426,2068,8.643
medium_variant,426,2069,8.726
medium_variant,426,2070,8.807
medium_variant,426,2071,8.887
medium_variant,426,2072,8.967
medium_variant,426,2073,9.044
medium_variant,426,2074,9.121
medium_variant,426,2075,9.197
medium_variant,426,2076,9.272
medium_variant,426,2077,9.345
medium_variant,426,2078,9.419
medium_variant,426,2079,9.491
medium_variant,426,2080,9.563
medium_variant,426,2081,9.634
medium_variant,426,2082,9.704
medium_variant,426,2083,9.774
medium_variant,426,2084,9.843
medium_variant,426,2085,9.912
medium_variant,426,2086,9.981
medium_variant,426,2087,10.05
medium_variant,426,2088,10.119
medium_variant,426,2089,10.19
medium_variant,426,2090,10.261
medium_variant,426,2091,10.332
medium_variant,426,2092,10.405
medium_variant,426,2093,10.478
medium_variant,426,2094,10.552
medium_variant,426,2095,10.627
medium_variant,426,2096,10.703
medium_variant,426,2097,10.779
medium_variant,426,2098,10.856
medium_variant,426,2099,10.934
