variant,country,year,crudedeathrateper1000population
estimates,348,1950,11.871
estimates,348,1951,11.705
estimates,348,1952,11.389
estimates,348,1953,11.107
estimates,348,1954,10.858
estimates,348,1955,10.642
estimates,348,1956,10.461
estimates,348,1957,10.314
estimates,348,1958,10.202
estimates,348,1959,10.127
estimates,348,1960,10.091
estimates,348,1961,10.093
estimates,348,1962,10.134
estimates,348,1963,10.213
estimates,348,1964,10.325
estimates,348,1965,10.465
estimates,348,1966,10.628
estimates,348,1967,10.809
estimates,348,1968,11.002
estimates,348,1969,11.2
estimates,348,1970,11.399
estimates,348,1971,11.594
estimates,348,1972,11.786
estimates,348,1973,11.977
estimates,348,1974,12.165
estimates,348,1975,12.356
estimates,348,1976,12.556
estimates,348,1977,12.768
estimates,348,1978,12.99
estimates,348,1979,13.215
estimates,348,1980,13.43
estimates,348,1981,13.619
estimates,348,1982,13.769
estimates,348,1983,13.874
estimates,348,1984,13.936
estimates,348,1985,13.964
estimates,348,1986,13.973
estimates,348,1987,13.982
estimates,348,1988,14.001
estimates,348,1989,14.032
estimates,348,1990,14.072
estimates,348,1991,14.108
estimates,348,1992,14.128
estimates,348,1993,14.121
estimates,348,1994,14.084
estimates,348,1995,14.018
estimates,348,1996,13.924
estimates,348,1997,13.813
estimates,348,1998,13.695
estimates,348,1999,13.576
estimates,348,2000,13.468
estimates,348,2001,13.38
estimates,348,2002,13.315
estimates,348,2003,13.271
estimates,348,2004,13.245
estimates,348,2005,13.226
estimates,348,2006,13.199
estimates,348,2007,13.151
estimates,348,2008,13.077
estimates,348,2009,12.982
estimates,348,2010,12.876
estimates,348,2011,12.777
estimates,348,2012,12.703
estimates,348,2013,12.666
estimates,348,2014,12.67
estimates,348,2015,12.713
medium_variant,348,2015,12.713
medium_variant,348,2016,12.787
medium_variant,348,2017,12.877
medium_variant,348,2018,12.971
medium_variant,348,2019,13.062
medium_variant,348,2020,13.149
medium_variant,348,2021,13.231
medium_variant,348,2022,13.313
medium_variant,348,2023,13.398
medium_variant,348,2024,13.487
medium_variant,348,2025,13.579
medium_variant,348,2026,13.675
medium_variant,348,2027,13.774
medium_variant,348,2028,13.876
medium_variant,348,2029,13.978
medium_variant,348,2030,14.081
medium_variant,348,2031,14.185
medium_variant,348,2032,14.288
medium_variant,348,2033,14.389
medium_variant,348,2034,14.486
medium_variant,348,2035,14.577
medium_variant,348,2036,14.662
medium_variant,348,2037,14.739
medium_variant,348,2038,14.807
medium_variant,348,2039,14.866
medium_variant,348,2040,14.913
medium_variant,348,2041,14.947
medium_variant,348,2042,14.969
medium_variant,348,2043,14.981
medium_variant,348,2044,14.984
medium_variant,348,2045,14.981
medium_variant,348,2046,14.971
medium_variant,348,2047,14.959
medium_variant,348,2048,14.947
medium_variant,348,2049,14.938
medium_variant,348,2050,14.935
medium_variant,348,2051,14.941
medium_variant,348,2052,14.957
medium_variant,348,2053,14.981
medium_variant,348,2054,15.016
medium_variant,348,2055,15.06
medium_variant,348,2056,15.113
medium_variant,348,2057,15.172
medium_variant,348,2058,15.236
medium_variant,348,2059,15.3
medium_variant,348,2060,15.362
medium_variant,348,2061,15.422
medium_variant,348,2062,15.476
medium_variant,348,2063,15.523
medium_variant,348,2064,15.561
medium_variant,348,2065,15.586
medium_variant,348,2066,15.596
medium_variant,348,2067,15.59
medium_variant,348,2068,15.57
medium_variant,348,2069,15.535
medium_variant,348,2070,15.486
medium_variant,348,2071,15.424
medium_variant,348,2072,15.352
medium_variant,348,2073,15.272
medium_variant,348,2074,15.187
medium_variant,348,2075,15.099
medium_variant,348,2076,15.01
medium_variant,348,2077,14.921
medium_variant,348,2078,14.833
medium_variant,348,2079,14.746
medium_variant,348,2080,14.663
medium_variant,348,2081,14.583
medium_variant,348,2082,14.506
medium_variant,348,2083,14.431
medium_variant,348,2084,14.358
medium_variant,348,2085,14.287
medium_variant,348,2086,14.216
medium_variant,348,2087,14.144
medium_variant,348,2088,14.072
medium_variant,348,2089,13.999
medium_variant,348,2090,13.926
medium_variant,348,2091,13.854
medium_variant,348,2092,13.783
medium_variant,348,2093,13.714
medium_variant,348,2094,13.648
medium_variant,348,2095,13.585
medium_variant,348,2096,13.525
medium_variant,348,2097,13.468
medium_variant,348,2098,13.415
medium_variant,348,2099,13.365
