variant,country,year,crudedeathrateper1000population
estimates,70,1950,16.279
estimates,70,1951,15.769
estimates,70,1952,14.788
estimates,70,1953,13.885
estimates,70,1954,13.06
estimates,70,1955,12.314
estimates,70,1956,11.644
estimates,70,1957,11.049
estimates,70,1958,10.524
estimates,70,1959,10.063
estimates,70,1960,9.656
estimates,70,1961,9.293
estimates,70,1962,8.964
estimates,70,1963,8.657
estimates,70,1964,8.367
estimates,70,1965,8.088
estimates,70,1966,7.822
estimates,70,1967,7.572
estimates,70,1968,7.344
estimates,70,1969,7.137
estimates,70,1970,6.949
estimates,70,1971,6.779
estimates,70,1972,6.626
estimates,70,1973,6.491
estimates,70,1974,6.374
estimates,70,1975,6.281
estimates,70,1976,6.219
estimates,70,1977,6.189
estimates,70,1978,6.193
estimates,70,1979,6.225
estimates,70,1980,6.276
estimates,70,1981,6.331
estimates,70,1982,6.382
estimates,70,1983,6.426
estimates,70,1984,6.468
estimates,70,1985,6.531
estimates,70,1986,6.643
estimates,70,1987,6.823
estimates,70,1988,7.072
estimates,70,1989,7.378
estimates,70,1990,7.709
estimates,70,1991,8.022
estimates,70,1992,8.277
estimates,70,1993,8.449
estimates,70,1994,8.533
estimates,70,1995,8.533
estimates,70,1996,8.472
estimates,70,1997,8.388
estimates,70,1998,8.314
estimates,70,1999,8.27
estimates,70,2000,8.268
estimates,70,2001,8.315
estimates,70,2002,8.403
estimates,70,2003,8.523
estimates,70,2004,8.672
estimates,70,2005,8.849
estimates,70,2006,9.048
estimates,70,2007,9.261
estimates,70,2008,9.482
estimates,70,2009,9.704
estimates,70,2010,9.922
estimates,70,2011,10.133
estimates,70,2012,10.337
estimates,70,2013,10.533
estimates,70,2014,10.717
estimates,70,2015,10.886
medium_variant,70,2015,10.886
medium_variant,70,2016,11.037
medium_variant,70,2017,11.172
medium_variant,70,2018,11.29
medium_variant,70,2019,11.394
medium_variant,70,2020,11.485
medium_variant,70,2021,11.565
medium_variant,70,2022,11.638
medium_variant,70,2023,11.707
medium_variant,70,2024,11.775
medium_variant,70,2025,11.844
medium_variant,70,2026,11.916
medium_variant,70,2027,11.992
medium_variant,70,2028,12.07
medium_variant,70,2029,12.154
medium_variant,70,2030,12.245
medium_variant,70,2031,12.345
medium_variant,70,2032,12.454
medium_variant,70,2033,12.571
medium_variant,70,2034,12.696
medium_variant,70,2035,12.829
medium_variant,70,2036,12.969
medium_variant,70,2037,13.114
medium_variant,70,2038,13.261
medium_variant,70,2039,13.408
medium_variant,70,2040,13.552
medium_variant,70,2041,13.692
medium_variant,70,2042,13.827
medium_variant,70,2043,13.954
medium_variant,70,2044,14.072
medium_variant,70,2045,14.18
medium_variant,70,2046,14.276
medium_variant,70,2047,14.359
medium_variant,70,2048,14.432
medium_variant,70,2049,14.494
medium_variant,70,2050,14.546
medium_variant,70,2051,14.586
medium_variant,70,2052,14.618
medium_variant,70,2053,14.643
medium_variant,70,2054,14.663
medium_variant,70,2055,14.681
medium_variant,70,2056,14.697
medium_variant,70,2057,14.714
medium_variant,70,2058,14.732
medium_variant,70,2059,14.754
medium_variant,70,2060,14.78
medium_variant,70,2061,14.811
medium_variant,70,2062,14.846
medium_variant,70,2063,14.884
medium_variant,70,2064,14.926
medium_variant,70,2065,14.972
medium_variant,70,2066,15.022
medium_variant,70,2067,15.076
medium_variant,70,2068,15.133
medium_variant,70,2069,15.192
medium_variant,70,2070,15.251
medium_variant,70,2071,15.31
medium_variant,70,2072,15.366
medium_variant,70,2073,15.42
medium_variant,70,2074,15.468
medium_variant,70,2075,15.509
medium_variant,70,2076,15.544
medium_variant,70,2077,15.571
medium_variant,70,2078,15.59
medium_variant,70,2079,15.6
medium_variant,70,2080,15.599
medium_variant,70,2081,15.587
medium_variant,70,2082,15.563
medium_variant,70,2083,15.526
medium_variant,70,2084,15.478
medium_variant,70,2085,15.416
medium_variant,70,2086,15.339
medium_variant,70,2087,15.249
medium_variant,70,2088,15.146
medium_variant,70,2089,15.033
medium_variant,70,2090,14.911
medium_variant,70,2091,14.783
medium_variant,70,2092,14.651
medium_variant,70,2093,14.517
medium_variant,70,2094,14.381
medium_variant,70,2095,14.246
medium_variant,70,2096,14.111
medium_variant,70,2097,13.976
medium_variant,70,2098,13.843
medium_variant,70,2099,13.709
