variant,country,year,crudedeathrateper1000population
estimates,144,1950,20.214
estimates,144,1951,19.593
estimates,144,1952,18.395
estimates,144,1953,17.284
estimates,144,1954,16.26
estimates,144,1955,15.323
estimates,144,1956,14.471
estimates,144,1957,13.701
estimates,144,1958,13.009
estimates,144,1959,12.387
estimates,144,1960,11.827
estimates,144,1961,11.316
estimates,144,1962,10.843
estimates,144,1963,10.398
estimates,144,1964,9.972
estimates,144,1965,9.562
estimates,144,1966,9.167
estimates,144,1967,8.793
estimates,144,1968,8.447
estimates,144,1969,8.128
estimates,144,1970,7.841
estimates,144,1971,7.59
estimates,144,1972,7.375
estimates,144,1973,7.193
estimates,144,1974,7.041
estimates,144,1975,6.91
estimates,144,1976,6.787
estimates,144,1977,6.666
estimates,144,1978,6.544
estimates,144,1979,6.422
estimates,144,1980,6.31
estimates,144,1981,6.222
estimates,144,1982,6.169
estimates,144,1983,6.159
estimates,144,1984,6.188
estimates,144,1985,6.245
estimates,144,1986,6.313
estimates,144,1987,6.375
estimates,144,1988,6.424
estimates,144,1989,6.459
estimates,144,1990,6.498
estimates,144,1991,6.571
estimates,144,1992,6.695
estimates,144,1993,6.87
estimates,144,1994,7.081
estimates,144,1995,7.288
estimates,144,1996,7.438
estimates,144,1997,7.492
estimates,144,1998,7.431
estimates,144,1999,7.259
estimates,144,2000,7.007
estimates,144,2001,6.723
estimates,144,2002,6.462
estimates,144,2003,6.268
estimates,144,2004,6.158
estimates,144,2005,6.134
estimates,144,2006,6.18
estimates,144,2007,6.259
estimates,144,2008,6.343
estimates,144,2009,6.422
estimates,144,2010,6.489
estimates,144,2011,6.547
estimates,144,2012,6.603
estimates,144,2013,6.666
estimates,144,2014,6.737
estimates,144,2015,6.814
medium_variant,144,2015,6.814
medium_variant,144,2016,6.899
medium_variant,144,2017,6.991
medium_variant,144,2018,7.088
medium_variant,144,2019,7.191
medium_variant,144,2020,7.299
medium_variant,144,2021,7.412
medium_variant,144,2022,7.531
medium_variant,144,2023,7.655
medium_variant,144,2024,7.783
medium_variant,144,2025,7.917
medium_variant,144,2026,8.055
medium_variant,144,2027,8.197
medium_variant,144,2028,8.343
medium_variant,144,2029,8.492
medium_variant,144,2030,8.642
medium_variant,144,2031,8.793
medium_variant,144,2032,8.944
medium_variant,144,2033,9.095
medium_variant,144,2034,9.243
medium_variant,144,2035,9.389
medium_variant,144,2036,9.532
medium_variant,144,2037,9.672
medium_variant,144,2038,9.809
medium_variant,144,2039,9.942
medium_variant,144,2040,10.073
medium_variant,144,2041,10.199
medium_variant,144,2042,10.322
medium_variant,144,2043,10.441
medium_variant,144,2044,10.558
medium_variant,144,2045,10.671
medium_variant,144,2046,10.782
medium_variant,144,2047,10.889
medium_variant,144,2048,10.994
medium_variant,144,2049,11.097
medium_variant,144,2050,11.197
medium_variant,144,2051,11.295
medium_variant,144,2052,11.391
medium_variant,144,2053,11.485
medium_variant,144,2054,11.577
medium_variant,144,2055,11.668
medium_variant,144,2056,11.757
medium_variant,144,2057,11.846
medium_variant,144,2058,11.934
medium_variant,144,2059,12.022
medium_variant,144,2060,12.108
medium_variant,144,2061,12.193
medium_variant,144,2062,12.276
medium_variant,144,2063,12.357
medium_variant,144,2064,12.436
medium_variant,144,2065,12.511
medium_variant,144,2066,12.582
medium_variant,144,2067,12.65
medium_variant,144,2068,12.714
medium_variant,144,2069,12.774
medium_variant,144,2070,12.83
medium_variant,144,2071,12.882
medium_variant,144,2072,12.931
medium_variant,144,2073,12.978
medium_variant,144,2074,13.022
medium_variant,144,2075,13.065
medium_variant,144,2076,13.107
medium_variant,144,2077,13.147
medium_variant,144,2078,13.187
medium_variant,144,2079,13.229
medium_variant,144,2080,13.272
medium_variant,144,2081,13.318
medium_variant,144,2082,13.368
medium_variant,144,2083,13.423
medium_variant,144,2084,13.481
medium_variant,144,2085,13.546
medium_variant,144,2086,13.617
medium_variant,144,2087,13.693
medium_variant,144,2088,13.773
medium_variant,144,2089,13.858
medium_variant,144,2090,13.944
medium_variant,144,2091,14.031
medium_variant,144,2092,14.118
medium_variant,144,2093,14.204
medium_variant,144,2094,14.287
medium_variant,144,2095,14.367
medium_variant,144,2096,14.444
medium_variant,144,2097,14.517
medium_variant,144,2098,14.588
medium_variant,144,2099,14.655
