variant,country,year,crudedeathrateper1000population
estimates,850,1950,11.846
estimates,850,1951,11.76
estimates,850,1952,11.575
estimates,850,1953,11.367
estimates,850,1954,11.135
estimates,850,1955,10.879
estimates,850,1956,10.602
estimates,850,1957,10.304
estimates,850,1958,9.989
estimates,850,1959,9.663
estimates,850,1960,9.332
estimates,850,1961,9.003
estimates,850,1962,8.683
estimates,850,1963,8.378
estimates,850,1964,8.088
estimates,850,1965,7.811
estimates,850,1966,7.537
estimates,850,1967,7.26
estimates,850,1968,6.977
estimates,850,1969,6.689
estimates,850,1970,6.404
estimates,850,1971,6.128
estimates,850,1972,5.873
estimates,850,1973,5.648
estimates,850,1974,5.458
estimates,850,1975,5.311
estimates,850,1976,5.21
estimates,850,1977,5.152
estimates,850,1978,5.129
estimates,850,1979,5.137
estimates,850,1980,5.167
estimates,850,1981,5.21
estimates,850,1982,5.256
estimates,850,1983,5.3
estimates,850,1984,5.336
estimates,850,1985,5.361
estimates,850,1986,5.377
estimates,850,1987,5.389
estimates,850,1988,5.401
estimates,850,1989,5.416
estimates,850,1990,5.434
estimates,850,1991,5.457
estimates,850,1992,5.483
estimates,850,1993,5.515
estimates,850,1994,5.554
estimates,850,1995,5.603
estimates,850,1996,5.665
estimates,850,1997,5.74
estimates,850,1998,5.83
estimates,850,1999,5.934
estimates,850,2000,6.053
estimates,850,2001,6.189
estimates,850,2002,6.338
estimates,850,2003,6.496
estimates,850,2004,6.66
estimates,850,2005,6.821
estimates,850,2006,6.97
estimates,850,2007,7.104
estimates,850,2008,7.222
estimates,850,2009,7.326
estimates,850,2010,7.423
estimates,850,2011,7.522
estimates,850,2012,7.634
estimates,850,2013,7.765
estimates,850,2014,7.919
estimates,850,2015,8.095
medium_variant,850,2015,8.095
medium_variant,850,2016,8.291
medium_variant,850,2017,8.499
medium_variant,850,2018,8.713
medium_variant,850,2019,8.93
medium_variant,850,2020,9.149
medium_variant,850,2021,9.371
medium_variant,850,2022,9.597
medium_variant,850,2023,9.827
medium_variant,850,2024,10.06
medium_variant,850,2025,10.294
medium_variant,850,2026,10.529
medium_variant,850,2027,10.764
medium_variant,850,2028,10.994
medium_variant,850,2029,11.22
medium_variant,850,2030,11.438
medium_variant,850,2031,11.648
medium_variant,850,2032,11.848
medium_variant,850,2033,12.039
medium_variant,850,2034,12.219
medium_variant,850,2035,12.388
medium_variant,850,2036,12.545
medium_variant,850,2037,12.691
medium_variant,850,2038,12.826
medium_variant,850,2039,12.95
medium_variant,850,2040,13.065
medium_variant,850,2041,13.171
medium_variant,850,2042,13.268
medium_variant,850,2043,13.357
medium_variant,850,2044,13.438
medium_variant,850,2045,13.51
medium_variant,850,2046,13.572
medium_variant,850,2047,13.625
medium_variant,850,2048,13.668
medium_variant,850,2049,13.7
medium_variant,850,2050,13.721
medium_variant,850,2051,13.73
medium_variant,850,2052,13.727
medium_variant,850,2053,13.714
medium_variant,850,2054,13.691
medium_variant,850,2055,13.657
medium_variant,850,2056,13.612
medium_variant,850,2057,13.559
medium_variant,850,2058,13.496
medium_variant,850,2059,13.427
medium_variant,850,2060,13.351
medium_variant,850,2061,13.268
medium_variant,850,2062,13.18
medium_variant,850,2063,13.088
medium_variant,850,2064,12.994
medium_variant,850,2065,12.9
medium_variant,850,2066,12.808
medium_variant,850,2067,12.719
medium_variant,850,2068,12.635
medium_variant,850,2069,12.56
medium_variant,850,2070,12.496
medium_variant,850,2071,12.444
medium_variant,850,2072,12.406
medium_variant,850,2073,12.382
medium_variant,850,2074,12.375
medium_variant,850,2075,12.387
medium_variant,850,2076,12.418
medium_variant,850,2077,12.47
medium_variant,850,2078,12.539
medium_variant,850,2079,12.626
medium_variant,850,2080,12.729
medium_variant,850,2081,12.845
medium_variant,850,2082,12.974
medium_variant,850,2083,13.111
medium_variant,850,2084,13.255
medium_variant,850,2085,13.405
medium_variant,850,2086,13.564
medium_variant,850,2087,13.73
medium_variant,850,2088,13.903
medium_variant,850,2089,14.079
medium_variant,850,2090,14.255
medium_variant,850,2091,14.426
medium_variant,850,2092,14.591
medium_variant,850,2093,14.745
medium_variant,850,2094,14.887
medium_variant,850,2095,15.015
medium_variant,850,2096,15.129
medium_variant,850,2097,15.229
medium_variant,850,2098,15.313
medium_variant,850,2099,15.383
