variant,country,year,crudedeathrateper1000population
estimates,90,1950,18.157
estimates,90,1951,18.035
estimates,90,1952,17.789
estimates,90,1953,17.538
estimates,90,1954,17.283
estimates,90,1955,17.023
estimates,90,1956,16.758
estimates,90,1957,16.49
estimates,90,1958,16.217
estimates,90,1959,15.943
estimates,90,1960,15.667
estimates,90,1961,15.392
estimates,90,1962,15.12
estimates,90,1963,14.852
estimates,90,1964,14.592
estimates,90,1965,14.344
estimates,90,1966,14.114
estimates,90,1967,13.9
estimates,90,1968,13.701
estimates,90,1969,13.51
estimates,90,1970,13.314
estimates,90,1971,13.1
estimates,90,1972,12.858
estimates,90,1973,12.584
estimates,90,1974,12.284
estimates,90,1975,11.961
estimates,90,1976,11.624
estimates,90,1977,11.291
estimates,90,1978,10.983
estimates,90,1979,10.717
estimates,90,1980,10.526
estimates,90,1981,10.442
estimates,90,1982,10.47
estimates,90,1983,10.596
estimates,90,1984,10.797
estimates,90,1985,11.027
estimates,90,1986,11.229
estimates,90,1987,11.353
estimates,90,1988,11.364
estimates,90,1989,11.25
estimates,90,1990,11.012
estimates,90,1991,10.675
estimates,90,1992,10.284
estimates,90,1993,9.882
estimates,90,1994,9.488
estimates,90,1995,9.116
estimates,90,1996,8.769
estimates,90,1997,8.44
estimates,90,1998,8.122
estimates,90,1999,7.818
estimates,90,2000,7.531
estimates,90,2001,7.264
estimates,90,2002,7.015
estimates,90,2003,6.783
estimates,90,2004,6.567
estimates,90,2005,6.365
estimates,90,2006,6.173
estimates,90,2007,5.989
estimates,90,2008,5.812
estimates,90,2009,5.641
estimates,90,2010,5.477
estimates,90,2011,5.324
estimates,90,2012,5.184
estimates,90,2013,5.058
estimates,90,2014,4.948
estimates,90,2015,4.852
medium_variant,90,2015,4.852
medium_variant,90,2016,4.771
medium_variant,90,2017,4.7
medium_variant,90,2018,4.638
medium_variant,90,2019,4.585
medium_variant,90,2020,4.537
medium_variant,90,2021,4.496
medium_variant,90,2022,4.462
medium_variant,90,2023,4.434
medium_variant,90,2024,4.412
medium_variant,90,2025,4.395
medium_variant,90,2026,4.382
medium_variant,90,2027,4.374
medium_variant,90,2028,4.371
medium_variant,90,2029,4.371
medium_variant,90,2030,4.375
medium_variant,90,2031,4.382
medium_variant,90,2032,4.393
medium_variant,90,2033,4.407
medium_variant,90,2034,4.425
medium_variant,90,2035,4.445
medium_variant,90,2036,4.469
medium_variant,90,2037,4.496
medium_variant,90,2038,4.525
medium_variant,90,2039,4.558
medium_variant,90,2040,4.594
medium_variant,90,2041,4.633
medium_variant,90,2042,4.675
medium_variant,90,2043,4.72
medium_variant,90,2044,4.767
medium_variant,90,2045,4.817
medium_variant,90,2046,4.869
medium_variant,90,2047,4.923
medium_variant,90,2048,4.979
medium_variant,90,2049,5.036
medium_variant,90,2050,5.093
medium_variant,90,2051,5.152
medium_variant,90,2052,5.212
medium_variant,90,2053,5.273
medium_variant,90,2054,5.334
medium_variant,90,2055,5.394
medium_variant,90,2056,5.454
medium_variant,90,2057,5.513
medium_variant,90,2058,5.57
medium_variant,90,2059,5.626
medium_variant,90,2060,5.679
medium_variant,90,2061,5.731
medium_variant,90,2062,5.781
medium_variant,90,2063,5.831
medium_variant,90,2064,5.88
medium_variant,90,2065,5.929
medium_variant,90,2066,5.977
medium_variant,90,2067,6.026
medium_variant,90,2068,6.075
medium_variant,90,2069,6.124
medium_variant,90,2070,6.175
medium_variant,90,2071,6.228
medium_variant,90,2072,6.283
medium_variant,90,2073,6.342
medium_variant,90,2074,6.403
medium_variant,90,2075,6.469
medium_variant,90,2076,6.539
medium_variant,90,2077,6.614
medium_variant,90,2078,6.693
medium_variant,90,2079,6.775
medium_variant,90,2080,6.861
medium_variant,90,2081,6.95
medium_variant,90,2082,7.041
medium_variant,90,2083,7.134
medium_variant,90,2084,7.227
medium_variant,90,2085,7.32
medium_variant,90,2086,7.413
medium_variant,90,2087,7.506
medium_variant,90,2088,7.599
medium_variant,90,2089,7.691
medium_variant,90,2090,7.783
medium_variant,90,2091,7.873
medium_variant,90,2092,7.961
medium_variant,90,2093,8.048
medium_variant,90,2094,8.133
medium_variant,90,2095,8.216
medium_variant,90,2096,8.297
medium_variant,90,2097,8.376
medium_variant,90,2098,8.453
medium_variant,90,2099,8.528
