variant,country,year,crudedeathrateper1000population
estimates,222,1950,22.513
estimates,222,1951,22.19
estimates,222,1952,21.552
estimates,222,1953,20.932
estimates,222,1954,20.328
estimates,222,1955,19.742
estimates,222,1956,19.173
estimates,222,1957,18.621
estimates,222,1958,18.087
estimates,222,1959,17.571
estimates,222,1960,17.073
estimates,222,1961,16.594
estimates,222,1962,16.133
estimates,222,1963,15.693
estimates,222,1964,15.273
estimates,222,1965,14.871
estimates,222,1966,14.488
estimates,222,1967,14.122
estimates,222,1968,13.775
estimates,222,1969,13.449
estimates,222,1970,13.151
estimates,222,1971,12.889
estimates,222,1972,12.665
estimates,222,1973,12.48
estimates,222,1974,12.327
estimates,222,1975,12.204
estimates,222,1976,12.105
estimates,222,1977,12.019
estimates,222,1978,11.93
estimates,222,1979,11.826
estimates,222,1980,11.688
estimates,222,1981,11.498
estimates,222,1982,11.251
estimates,222,1983,10.949
estimates,222,1984,10.596
estimates,222,1985,10.199
estimates,222,1986,9.769
estimates,222,1987,9.327
estimates,222,1988,8.894
estimates,222,1989,8.485
estimates,222,1990,8.117
estimates,222,1991,7.804
estimates,222,1992,7.544
estimates,222,1993,7.335
estimates,222,1994,7.177
estimates,222,1995,7.063
estimates,222,1996,6.984
estimates,222,1997,6.928
estimates,222,1998,6.884
estimates,222,1999,6.843
estimates,222,2000,6.801
estimates,222,2001,6.759
estimates,222,2002,6.718
estimates,222,2003,6.683
estimates,222,2004,6.653
estimates,222,2005,6.628
estimates,222,2006,6.608
estimates,222,2007,6.593
estimates,222,2008,6.584
estimates,222,2009,6.581
estimates,222,2010,6.584
estimates,222,2011,6.594
estimates,222,2012,6.61
estimates,222,2013,6.633
estimates,222,2014,6.66
estimates,222,2015,6.691
medium_variant,222,2015,6.691
medium_variant,222,2016,6.725
medium_variant,222,2017,6.759
medium_variant,222,2018,6.793
medium_variant,222,2019,6.825
medium_variant,222,2020,6.855
medium_variant,222,2021,6.883
medium_variant,222,2022,6.908
medium_variant,222,2023,6.933
medium_variant,222,2024,6.957
medium_variant,222,2025,6.981
medium_variant,222,2026,7.005
medium_variant,222,2027,7.031
medium_variant,222,2028,7.058
medium_variant,222,2029,7.087
medium_variant,222,2030,7.119
medium_variant,222,2031,7.153
medium_variant,222,2032,7.191
medium_variant,222,2033,7.232
medium_variant,222,2034,7.276
medium_variant,222,2035,7.323
medium_variant,222,2036,7.375
medium_variant,222,2037,7.43
medium_variant,222,2038,7.489
medium_variant,222,2039,7.552
medium_variant,222,2040,7.619
medium_variant,222,2041,7.689
medium_variant,222,2042,7.763
medium_variant,222,2043,7.839
medium_variant,222,2044,7.919
medium_variant,222,2045,8.001
medium_variant,222,2046,8.085
medium_variant,222,2047,8.172
medium_variant,222,2048,8.261
medium_variant,222,2049,8.351
medium_variant,222,2050,8.443
medium_variant,222,2051,8.536
medium_variant,222,2052,8.63
medium_variant,222,2053,8.725
medium_variant,222,2054,8.822
medium_variant,222,2055,8.92
medium_variant,222,2056,9.021
medium_variant,222,2057,9.124
medium_variant,222,2058,9.232
medium_variant,222,2059,9.343
medium_variant,222,2060,9.459
medium_variant,222,2061,9.58
medium_variant,222,2062,9.704
medium_variant,222,2063,9.834
medium_variant,222,2064,9.968
medium_variant,222,2065,10.107
medium_variant,222,2066,10.251
medium_variant,222,2067,10.401
medium_variant,222,2068,10.557
medium_variant,222,2069,10.718
medium_variant,222,2070,10.886
medium_variant,222,2071,11.06
medium_variant,222,2072,11.242
medium_variant,222,2073,11.429
medium_variant,222,2074,11.621
medium_variant,222,2075,11.819
medium_variant,222,2076,12.021
medium_variant,222,2077,12.227
medium_variant,222,2078,12.435
medium_variant,222,2079,12.642
medium_variant,222,2080,12.847
medium_variant,222,2081,13.047
medium_variant,222,2082,13.242
medium_variant,222,2083,13.429
medium_variant,222,2084,13.606
medium_variant,222,2085,13.77
medium_variant,222,2086,13.921
medium_variant,222,2087,14.058
medium_variant,222,2088,14.181
medium_variant,222,2089,14.289
medium_variant,222,2090,14.383
medium_variant,222,2091,14.463
medium_variant,222,2092,14.531
medium_variant,222,2093,14.586
medium_variant,222,2094,14.63
medium_variant,222,2095,14.664
medium_variant,222,2096,14.686
medium_variant,222,2097,14.697
medium_variant,222,2098,14.698
medium_variant,222,2099,14.689
