variant,country,year,crudedeathrateper1000population
estimates,894,1950,22.591
estimates,894,1951,22.424
estimates,894,1952,22.094
estimates,894,1953,21.773
estimates,894,1954,21.461
estimates,894,1955,21.157
estimates,894,1956,20.862
estimates,894,1957,20.575
estimates,894,1958,20.296
estimates,894,1959,20.024
estimates,894,1960,19.758
estimates,894,1961,19.496
estimates,894,1962,19.235
estimates,894,1963,18.974
estimates,894,1964,18.708
estimates,894,1965,18.433
estimates,894,1966,18.141
estimates,894,1967,17.833
estimates,894,1968,17.51
estimates,894,1969,17.178
estimates,894,1970,16.841
estimates,894,1971,16.504
estimates,894,1972,16.179
estimates,894,1973,15.875
estimates,894,1974,15.603
estimates,894,1975,15.372
estimates,894,1976,15.188
estimates,894,1977,15.053
estimates,894,1978,14.969
estimates,894,1979,14.941
estimates,894,1980,14.977
estimates,894,1981,15.085
estimates,894,1982,15.262
estimates,894,1983,15.5
estimates,894,1984,15.79
estimates,894,1985,16.124
estimates,894,1986,16.494
estimates,894,1987,16.885
estimates,894,1988,17.278
estimates,894,1989,17.653
estimates,894,1990,17.994
estimates,894,1991,18.29
estimates,894,1992,18.534
estimates,894,1993,18.715
estimates,894,1994,18.818
estimates,894,1995,18.825
estimates,894,1996,18.721
estimates,894,1997,18.505
estimates,894,1998,18.183
estimates,894,1999,17.76
estimates,894,2000,17.241
estimates,894,2001,16.637
estimates,894,2002,15.966
estimates,894,2003,15.25
estimates,894,2004,14.509
estimates,894,2005,13.757
estimates,894,2006,13.001
estimates,894,2007,12.248
estimates,894,2008,11.508
estimates,894,2009,10.8
estimates,894,2010,10.144
estimates,894,2011,9.56
estimates,894,2012,9.054
estimates,894,2013,8.626
estimates,894,2014,8.276
estimates,894,2015,7.998
medium_variant,894,2015,7.998
medium_variant,894,2016,7.78
medium_variant,894,2017,7.604
medium_variant,894,2018,7.451
medium_variant,894,2019,7.31
medium_variant,894,2020,7.173
medium_variant,894,2021,7.036
medium_variant,894,2022,6.903
medium_variant,894,2023,6.775
medium_variant,894,2024,6.651
medium_variant,894,2025,6.53
medium_variant,894,2026,6.41
medium_variant,894,2027,6.295
medium_variant,894,2028,6.184
medium_variant,894,2029,6.078
medium_variant,894,2030,5.976
medium_variant,894,2031,5.88
medium_variant,894,2032,5.788
medium_variant,894,2033,5.701
medium_variant,894,2034,5.619
medium_variant,894,2035,5.542
medium_variant,894,2036,5.469
medium_variant,894,2037,5.402
medium_variant,894,2038,5.34
medium_variant,894,2039,5.283
medium_variant,894,2040,5.232
medium_variant,894,2041,5.186
medium_variant,894,2042,5.145
medium_variant,894,2043,5.11
medium_variant,894,2044,5.08
medium_variant,894,2045,5.055
medium_variant,894,2046,5.034
medium_variant,894,2047,5.016
medium_variant,894,2048,5.002
medium_variant,894,2049,4.99
medium_variant,894,2050,4.98
medium_variant,894,2051,4.973
medium_variant,894,2052,4.967
medium_variant,894,2053,4.963
medium_variant,894,2054,4.962
medium_variant,894,2055,4.961
medium_variant,894,2056,4.963
medium_variant,894,2057,4.965
medium_variant,894,2058,4.969
medium_variant,894,2059,4.975
medium_variant,894,2060,4.981
medium_variant,894,2061,4.989
medium_variant,894,2062,4.998
medium_variant,894,2063,5.008
medium_variant,894,2064,5.02
medium_variant,894,2065,5.033
medium_variant,894,2066,5.047
medium_variant,894,2067,5.062
medium_variant,894,2068,5.078
medium_variant,894,2069,5.096
medium_variant,894,2070,5.115
medium_variant,894,2071,5.136
medium_variant,894,2072,5.159
medium_variant,894,2073,5.185
medium_variant,894,2074,5.212
medium_variant,894,2075,5.242
medium_variant,894,2076,5.274
medium_variant,894,2077,5.307
medium_variant,894,2078,5.343
medium_variant,894,2079,5.38
medium_variant,894,2080,5.418
medium_variant,894,2081,5.457
medium_variant,894,2082,5.497
medium_variant,894,2083,5.537
medium_variant,894,2084,5.578
medium_variant,894,2085,5.619
medium_variant,894,2086,5.661
medium_variant,894,2087,5.703
medium_variant,894,2088,5.744
medium_variant,894,2089,5.786
medium_variant,894,2090,5.828
medium_variant,894,2091,5.87
medium_variant,894,2092,5.913
medium_variant,894,2093,5.955
medium_variant,894,2094,5.998
medium_variant,894,2095,6.041
medium_variant,894,2096,6.084
medium_variant,894,2097,6.127
medium_variant,894,2098,6.171
medium_variant,894,2099,6.214
